Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,First_Name,Last_Name,Team_Norm,Stat_Type,Roster_Index,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Y/G,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Rushing_Y/G,Scrimmage_Plays,Scrimmage_Yds,Scrimmage_Avg,Scrimmage_TD
218.0,CJ Daniels,Miami (FL),ACC,7.0,,,,,,,,,,,,,,,cj,daniels,miami (fl),Receiving,1602,33.0,351.0,10.6,6.0,50.1,0.0,0.0,,0.0,0.0,33.0,351.0,10.6,6.0
219.0,Kendrick Law,Kentucky,SEC,8.0,,,,,,,,,,,,,,,kendrick,law,kentucky,Receiving,207,30.0,351.0,11.7,3.0,43.9,4.0,36.0,9.0,0.0,4.5,34.0,387.0,11.4,3.0
220.0,Latrell Caples,Boise State,MWC,9.0,,,,,,,,,,,,,,,latrell,caples,boise state,Receiving,4614,26.0,351.0,13.5,3.0,39.0,0.0,0.0,,0.0,0.0,26.0,351.0,13.5,3.0
221.0,Parker Livingstone,Texas,SEC,9.0,,,,,,,,,,,,,,,parker,livingstone,texas,Receiving,1235,21.0,351.0,16.7,5.0,39.0,0.0,0.0,,0.0,0.0,21.0,351.0,16.7,5.0
222.0,Rodney Harris II,Ohio,MAC,9.0,,,,,,,,,,,,,,,rodney,harris,ohio,Receiving,11322,24.0,351.0,14.6,2.0,39.0,0.0,0.0,,0.0,0.0,24.0,351.0,14.6,2.0
223.0,Joe Royer,Cincinnati,Big 12,9.0,,,,,,,,,,,,,,,joe,royer,cincinnati,Receiving,306,23.0,350.0,15.2,4.0,38.9,0.0,0.0,,0.0,0.0,23.0,350.0,15.2,4.0
224.0,Chamon Metayer,Arizona State,Big 12,9.0,,,,,,,,,,,,,,,chamon,metayer,arizona state,Receiving,236,31.0,349.0,11.3,3.0,38.8,0.0,0.0,,0.0,0.0,31.0,349.0,11.3,3.0
225.0,Jeff Caldwell,Cincinnati,Big 12,9.0,,,,,,,,,,,,,,,jeff,caldwell,cincinnati,Receiving,5436,21.0,348.0,16.6,3.0,38.7,0.0,0.0,,0.0,0.0,21.0,348.0,16.6,3.0
226.0,Nitro Tuggle,Purdue,Big Ten,9.0,,,,,,,,,,,,,,,nitro,tuggle,purdue,Receiving,1964,24.0,348.0,14.5,4.0,38.7,0.0,0.0,,0.0,0.0,24.0,348.0,14.5,4.0
227.0,John Neider,Connecticut,Ind,9.0,,,,,,,,,,,,,,,john,neider,connecticut,Receiving,5910,21.0,347.0,16.5,1.0,38.6,0.0,0.0,,0.0,0.0,21.0,347.0,16.5,1.0
228.0,Jyrin Johnson,Bowling Green,MAC,9.0,,,,,,,,,,,,,,,jyrin,johnson,bowling green,Receiving,4821,28.0,347.0,12.4,1.0,38.6,0.0,0.0,,0.0,0.0,28.0,347.0,12.4,1.0
229.0,Cole Weaver,Miami (OH),MAC,9.0,,,,,,,,,,,,,,,cole,weaver,miami (oh),Receiving,9456,27.0,345.0,12.8,0.0,38.3,0.0,0.0,,0.0,0.0,27.0,345.0,12.8,0.0
230.0,BJ Hawkins Jr.,UAB,American,8.0,,,,,,,,,,,,,,,bj,hawkins,alabama-birmingham,Receiving,14529,30.0,344.0,11.5,2.0,43.0,2.0,37.0,18.5,1.0,4.6,32.0,381.0,11.9,3.0
231.0,Vandrevius Jacobs,South Carolina,SEC,9.0,,,,,,,,,,,,,,,vandrevius,jacobs,south carolina,Receiving,2104,21.0,343.0,16.3,2.0,38.1,0.0,0.0,,0.0,0.0,21.0,343.0,16.3,2.0
232.0,Trayvon Rudolph,Toledo,MAC,9.0,,,,,,,,,,,,,,,trayvon,rudolph,toledo,Receiving,14116,30.0,341.0,11.4,1.0,37.9,2.0,5.0,2.5,0.0,0.6,32.0,346.0,10.8,1.0
233.0,Marquis Johnson,Missouri,SEC,8.0,,,,,,,,,,,,,,,marquis,johnson,missouri,Receiving,1841,28.0,340.0,12.1,2.0,42.5,0.0,0.0,,0.0,0.0,28.0,340.0,12.1,2.0
234.0,Alred Luke,Missouri State,CUSA,8.0,,,,,,,,,,,,,,,alred,luke,missouri state,Receiving,,25.0,339.0,13.6,2.0,42.4,0.0,0.0,,0.0,0.0,25.0,339.0,13.6,2.0
235.0,Landon Sides,North Texas,American,8.0,,,,,,,,,,,,,,,landon,sides,north texas,Receiving,10949,23.0,339.0,14.7,1.0,42.4,0.0,0.0,,0.0,0.0,23.0,339.0,14.7,1.0
236.0,Jeremiah Koger,South Florida,American,8.0,,,,,,,,,,,,,,,jeremiah,koger,south florida,Receiving,13103,17.0,337.0,19.8,5.0,42.1,0.0,0.0,,0.0,0.0,17.0,337.0,19.8,5.0
237.0,Colbie Young,Georgia,SEC,7.0,,,,,,,,,,,,,,,colbie,young,georgia,Receiving,392,23.0,336.0,14.6,1.0,48.0,0.0,0.0,,0.0,0.0,23.0,336.0,14.6,1.0
238.0,E.J. Williams,Indiana,Big Ten,9.0,,,,,,,,,,,,,,,e.j.,williams,indiana,Receiving,1689,26.0,336.0,12.9,5.0,37.3,0.0,0.0,,0.0,0.0,26.0,336.0,12.9,5.0
239.0,AJ Wilson,UTSA,American,8.0,,,,,,,,,,,,,,,aj,wilson,utsa,Receiving,15210,16.0,335.0,20.9,3.0,41.9,0.0,0.0,,0.0,0.0,16.0,335.0,20.9,3.0
240.0,Cam'ron Lacy,Middle Tennessee State,CUSA,8.0,,,,,,,,,,,,,,,cam'ron,lacy,middle tennessee state,Receiving,9725,28.0,335.0,12.0,2.0,41.9,3.0,20.0,6.7,0.0,2.5,31.0,355.0,11.5,2.0
241.0,Dalen Cobb,Georgia Southern,Sun Belt,8.0,,,,,,,,,,,,,,,dalen,cobb,georgia southern,Receiving,6868,38.0,333.0,8.8,3.0,41.6,13.0,42.0,3.2,1.0,5.3,51.0,375.0,7.4,4.0
242.0,Eli Finley,Louisiana Tech,CUSA,8.0,,,,,,,,,,,,,,,eli,finley,louisiana tech,Receiving,8638,25.0,333.0,13.3,0.0,41.6,0.0,0.0,,0.0,0.0,25.0,333.0,13.3,0.0
243.0,Garrett Oakley,Kansas State,Big 12,9.0,,,,,,,,,,,,,,,garrett,oakley,kansas state,Receiving,1896,30.0,333.0,11.1,5.0,37.0,0.0,0.0,,0.0,0.0,30.0,333.0,11.1,5.0
244.0,Javon Tracy,Minnesota,Big Ten,9.0,,,,,,,,,,,,,,,javon,tracy,minnesota,Receiving,9817,27.0,333.0,12.3,2.0,37.0,0.0,0.0,,0.0,0.0,27.0,333.0,12.3,2.0
245.0,Boden Groen,Kansas,Big 12,9.0,,,,,,,,,,,,,,,boden,groen,kansas,Receiving,7951,29.0,332.0,11.4,4.0,36.9,0.0,0.0,,0.0,0.0,29.0,332.0,11.4,4.0
246.0,E. Jai Mason,Charlotte,American,7.0,,,,,,,,,,,,,,,e.,jai mason,charlotte,Receiving,,23.0,332.0,14.4,4.0,47.4,0.0,0.0,,0.0,0.0,23.0,332.0,14.4,4.0
247.0,Will Pauling,Notre Dame,Ind,8.0,,,,,,,,,,,,,,,will,pauling,notre dame,Receiving,11224,19.0,332.0,17.5,5.0,41.5,0.0,0.0,,0.0,0.0,19.0,332.0,17.5,5.0
248.0,Daejon Reynolds,Nevada-Las Vegas,MWC,8.0,,,,,,,,,,,,,,,daejon,reynolds,nevada las vegas,Receiving,10447,18.0,329.0,18.3,3.0,41.1,0.0,-7.0,,0.0,-0.9,18.0,322.0,17.9,3.0
249.0,Isiah Canion,Georgia Tech,ACC,9.0,,,,,,,,,,,,,,,isiah,canion,georgia tech,Receiving,933,22.0,329.0,15.0,2.0,36.6,0.0,0.0,,0.0,0.0,22.0,329.0,15.0,2.0
250.0,Ronnel Johnson,Missouri State,CUSA,8.0,,,,,,,,,,,,,,,ronnel,johnson,missouri state,Receiving,,24.0,329.0,13.7,2.0,41.1,1.0,38.0,38.0,0.0,4.8,25.0,367.0,14.7,2.0
251.0,Shazz Preston,Tulane,American,8.0,,,,,,,,,,,,,,,shazz,preston,tulane,Receiving,14323,22.0,329.0,15.0,1.0,41.1,0.0,0.0,,0.0,0.0,22.0,329.0,15.0,1.0
252.0,Ben Ford,Boise State,MWC,7.0,,,,,,,,,,,,,,,ben,ford,boise state,Receiving,4615,21.0,325.0,15.5,5.0,46.4,0.0,0.0,,0.0,0.0,21.0,325.0,15.5,5.0
253.0,Damon Bankston,New Mexico,MWC,9.0,,,,,,,,,,,,,,,damon,bankston,new mexico,Receiving,10523,20.0,323.0,16.2,3.0,35.9,75.0,418.0,5.6,4.0,46.4,95.0,741.0,7.8,7.0
254.0,Devin Gandy,Louisiana Tech,CUSA,8.0,,,,,,,,,,,,,,,devin,gandy,louisiana tech,Receiving,8646,19.0,322.0,16.9,2.0,40.3,0.0,0.0,,0.0,0.0,19.0,322.0,16.9,2.0
255.0,Miles Coleman,North Texas,American,7.0,,,,,,,,,,,,,,,miles,coleman,north texas,Receiving,10947,31.0,322.0,10.4,1.0,46.0,2.0,22.0,11.0,1.0,3.1,33.0,344.0,10.4,2.0
256.0,Ramone Green Jr.,Missouri State,CUSA,8.0,,,,,,,,,,,,,,,ramone,green,missouri state,Receiving,,20.0,321.0,16.1,2.0,40.1,31.0,174.0,5.6,0.0,21.8,51.0,495.0,9.7,2.0
257.0,Tre Richardson,Vanderbilt,SEC,9.0,,,,,,,,,,,,,,,tre,richardson,vanderbilt,Receiving,15305,25.0,321.0,12.8,1.0,35.7,8.0,58.0,7.3,0.0,6.4,33.0,379.0,11.5,1.0
258.0,Jalil Farooq,Maryland,Big Ten,8.0,,,,,,,,,,,,,,,jalil,farooq,maryland,Receiving,118,35.0,320.0,9.1,1.0,40.0,2.0,8.0,4.0,0.0,1.0,37.0,328.0,8.9,1.0
259.0,Lake McRee,USC,Big Ten,8.0,,,,,,,,,,,,,,,lake,mcree,southern california,Receiving,14783,18.0,318.0,17.7,2.0,39.8,0.0,0.0,,0.0,0.0,18.0,318.0,17.7,2.0
260.0,Moussa Barry,Western Kentucky,CUSA,9.0,,,,,,,,,,,,,,,moussa,barry,western kentucky,Receiving,16024,24.0,318.0,13.3,1.0,35.3,0.0,0.0,,0.0,0.0,24.0,318.0,13.3,1.0
261.0,Jonah Coleman,Washington,Big Ten,8.0,,,,,,,,,,,,,,,jonah,coleman,washington,Receiving,71,27.0,316.0,11.7,2.0,39.5,126.0,643.0,5.1,13.0,80.4,153.0,959.0,6.3,15.0
262.0,Davion Dozier,Appalachian State,Sun Belt,5.0,,,,,,,,,,,,,,,davion,dozier,appalachian state,Receiving,3690,14.0,315.0,22.5,4.0,63.0,0.0,0.0,,0.0,0.0,14.0,315.0,22.5,4.0
263.0,Shamir Hagans,Duke,ACC,8.0,,,,,,,,,,,,,,,shamir,hagans,duke,Receiving,5997,27.0,315.0,11.7,5.0,39.4,0.0,0.0,,0.0,0.0,27.0,315.0,11.7,5.0
264.0,Dane Key,Nebraska,Big Ten,9.0,,,,,,,,,,,,,,,dane,key,nebraska,Receiving,195,25.0,314.0,12.6,5.0,34.9,0.0,0.0,,0.0,0.0,25.0,314.0,12.6,5.0
265.0,Wesley Grimes,North Carolina State,ACC,8.0,,,,,,,,,,,,,,,wesley,grimes,north carolina state,Receiving,10841,21.0,313.0,14.9,1.0,39.1,1.0,-3.0,-3.0,0.0,-0.4,22.0,310.0,14.1,1.0
266.0,Brandon White,Hawaii,MWC,8.0,,,,,,,,,,,,,,,brandon,white,hawaii,Receiving,7176,29.0,312.0,10.8,1.0,39.0,3.0,23.0,7.7,0.0,2.9,32.0,335.0,10.5,1.0
267.0,Jeremy Scott,South Alabama,Sun Belt,9.0,,,,,,,,,,,,,,,jeremy,scott,south alabama,Receiving,12916,16.0,312.0,19.5,3.0,34.7,0.0,0.0,,0.0,0.0,16.0,312.0,19.5,3.0
268.0,Justus Ross-Simmons,Syracuse,ACC,8.0,,,,,,,,,,,,,,,justus,ross-simmons,syracuse,Receiving,304,20.0,312.0,15.6,5.0,39.0,0.0,0.0,,0.0,0.0,20.0,312.0,15.6,5.0
269.0,Kenyon Sadiq,Oregon,Big Ten,8.0,,,,,,,,,,,,,,,kenyon,sadiq,oregon,Receiving,621,22.0,311.0,14.1,5.0,38.9,3.0,6.0,2.0,0.0,0.8,25.0,317.0,12.7,5.0
270.0,Joseph Manjack IV,Texas Christian,Big 12,8.0,,,,,,,,,,,,,,,joseph,manjack,texas christian,Receiving,223,21.0,309.0,14.7,2.0,38.6,1.0,6.0,6.0,0.0,0.8,22.0,315.0,14.3,2.0
271.0,Marcus Sanders Jr.,Georgia Southern,Sun Belt,8.0,,,,,,,,,,,,,,,marcus,sanders,georgia southern,Receiving,6870,22.0,308.0,14.0,2.0,38.5,0.0,0.0,,0.0,0.0,22.0,308.0,14.0,2.0
272.0,Rara Thomas,Troy,Sun Belt,9.0,,,,,,,,,,,,,,,rara,thomas,troy,Receiving,353,21.0,307.0,14.6,3.0,34.1,1.0,-1.0,-1.0,0.0,-0.1,22.0,306.0,13.9,3.0
273.0,Brady Anderson,Army,American,8.0,,,,,,,,,,,,,,,brady,anderson,army,Receiving,4250,10.0,306.0,30.6,2.0,38.3,0.0,0.0,,0.0,0.0,10.0,306.0,30.6,2.0
274.0,Tychaun Chapman,Southern Mississippi,Sun Belt,8.0,,,,,,,,,,,,,,,tychaun,chapman,southern mississippi,Receiving,13208,15.0,306.0,20.4,2.0,38.3,0.0,0.0,,0.0,0.0,15.0,306.0,20.4,2.0
275.0,Brock Rechsteiner,Jacksonville State,CUSA,8.0,,,,,,,,,,,,,,,brock,rechsteiner,jacksonville state,Receiving,7755,25.0,305.0,12.2,4.0,38.1,3.0,17.0,5.7,1.0,2.1,28.0,322.0,11.5,5.0
276.0,Drayden Dickman,Rice,American,9.0,,,,,,,,,,,,,,,drayden,dickman,rice,Receiving,12296,32.0,305.0,9.5,3.0,33.9,11.0,-5.0,-0.5,0.0,-0.6,43.0,300.0,7.0,3.0
277.0,Jekail Middlebrook,Middle Tennessee State,CUSA,8.0,,,,,,,,,,,,,,,jekail,middlebrook,middle tennessee state,Receiving,9701,32.0,305.0,9.5,1.0,38.1,97.0,521.0,5.4,4.0,65.1,129.0,826.0,6.4,5.0
278.0,Nick DeGennaro,James Madison,Sun Belt,8.0,,,,,,,,,,,,,,,nick,degennaro,james madison,Receiving,7868,14.0,304.0,21.7,4.0,38.0,0.0,0.0,,0.0,0.0,14.0,304.0,21.7,4.0
279.0,J'Koby Williams,Texas Tech,Big 12,9.0,,,,,,,,,,,,,,,j'koby,williams,texas tech,Receiving,13991,21.0,300.0,14.3,2.0,33.3,92.0,525.0,5.7,5.0,58.3,113.0,825.0,7.3,7.0
280.0,Yamir Knight,SMU,ACC,9.0,,,,,,,,,,,,,,,yamir,knight,southern methodist,Receiving,12795,30.0,298.0,9.9,3.0,33.1,1.0,2.0,2.0,0.0,0.2,31.0,300.0,9.7,3.0
281.0,Sterling Berkhalter,Wake Forest,ACC,8.0,,,,,,,,,,,,,,,sterling,berkhalter,wake forest,Receiving,15607,19.0,296.0,15.6,1.0,37.0,0.0,0.0,,0.0,0.0,19.0,296.0,15.6,1.0
282.0,Langston Lewis,Central Michigan,MAC,9.0,,,,,,,,,,,,,,,langston,lewis,central michigan,Receiving,5240,21.0,295.0,14.0,2.0,32.8,6.0,37.0,6.2,0.0,4.1,27.0,332.0,12.3,2.0
283.0,Micah Mays Jr.,Wake Forest,ACC,8.0,,,,,,,,,,,,,,,micah,mays,wake forest,Receiving,,17.0,295.0,17.4,2.0,36.9,0.0,0.0,,0.0,0.0,17.0,295.0,17.4,2.0
284.0,Corri Milliner,UAB,American,4.0,,,,,,,,,,,,,,,corri,milliner,alabama-birmingham,Receiving,14530,21.0,294.0,14.0,3.0,73.5,0.0,0.0,,0.0,0.0,21.0,294.0,14.0,3.0
285.0,DaShawn Martin,Kent State,MAC,8.0,,,,,,,,,,,,,,,dashawn,martin,kent state,Receiving,8250,23.0,293.0,12.7,2.0,36.6,0.0,0.0,,0.0,0.0,23.0,293.0,12.7,2.0
286.0,David Wells Jr.,Oregon State,Ind,9.0,,,,,,,,,,,,,,,david,wells,oregon state,Receiving,11921,28.0,293.0,10.5,3.0,32.6,4.0,37.0,9.3,1.0,4.1,32.0,330.0,10.3,4.0
287.0,Quin Smith,Air Force,MWC,6.0,,,,,,,,,,,,,,,quin,smith,air force,Receiving,3396,11.0,291.0,26.5,3.0,48.5,0.0,0.0,,0.0,0.0,11.0,291.0,26.5,3.0
288.0,Vinny Anthony,Wisconsin,Big Ten,8.0,,,,,,,,,,,,,,,vinny,anthony,wisconsin,Receiving,10,26.0,291.0,11.2,1.0,36.4,3.0,16.0,5.3,1.0,2.0,29.0,307.0,10.6,2.0
289.0,Wondame Davis Jr.,UTEP,CUSA,7.0,,,,,,,,,,,,,,,wondame,davis,utep,Receiving,15095,15.0,291.0,19.4,3.0,41.6,0.0,0.0,,0.0,0.0,15.0,291.0,19.4,3.0
290.0,Sincere Brown,Colorado,Big 12,9.0,,,,,,,,,,,,,,,sincere,brown,colorado,Receiving,5698,16.0,289.0,18.1,2.0,32.1,0.0,0.0,,0.0,0.0,16.0,289.0,18.1,2.0
291.0,Jalen Smith,Minnesota,Big Ten,9.0,,,,,,,,,,,,,,,jalen,smith,minnesota,Receiving,9818,15.0,288.0,19.2,2.0,32.0,0.0,0.0,,0.0,0.0,15.0,288.0,19.2,2.0
292.0,Joshua Long,Eastern Michigan,MAC,9.0,,,,,,,,,,,,,,,joshua,long,eastern michigan,Receiving,6207,28.0,286.0,10.2,3.0,31.8,0.0,0.0,,0.0,0.0,28.0,286.0,10.2,3.0
293.0,Luke Lindenmeyer,Nebraska,Big Ten,9.0,,,,,,,,,,,,,,,luke,lindenmeyer,nebraska,Receiving,10241,26.0,286.0,11.0,2.0,31.8,0.0,0.0,,0.0,0.0,26.0,286.0,11.0,2.0
294.0,Micah Davis,Southern Mississippi,Sun Belt,8.0,,,,,,,,,,,,,,,micah,davis,southern mississippi,Receiving,13205,19.0,286.0,15.1,4.0,35.8,2.0,5.0,2.5,0.0,0.6,21.0,291.0,13.9,4.0
295.0,Teddy Hoffmann,North Carolina State,ACC,9.0,,,,,,,,,,,,,,,teddy,hoffmann,north carolina state,Receiving,10843,20.0,284.0,14.2,2.0,31.6,0.0,0.0,,0.0,0.0,20.0,284.0,14.2,2.0
296.0,Carl Chester,Southern Mississippi,Sun Belt,8.0,,,,,,,,,,,,,,,carl,chester,southern mississippi,Receiving,13206,19.0,283.0,14.9,3.0,35.4,0.0,0.0,,0.0,0.0,19.0,283.0,14.9,3.0
297.0,Elijah Metcalf,Southern Mississippi,Sun Belt,8.0,,,,,,,,,,,,,,,elijah,metcalf,southern mississippi,Receiving,13203,25.0,282.0,11.3,0.0,35.3,4.0,26.0,6.5,0.0,3.3,29.0,308.0,10.6,0.0
298.0,Kobe Prentice,Baylor,Big 12,8.0,,,,,,,,,,,,,,,kobe,prentice,baylor,Receiving,279,21.0,282.0,13.4,6.0,35.3,0.0,0.0,,0.0,0.0,21.0,282.0,13.4,6.0
299.0,Devonte Ross,Penn State,Big Ten,8.0,,,,,,,,,,,,,,,devonte,ross,penn state,Receiving,11996,23.0,281.0,12.2,3.0,35.1,0.0,0.0,,0.0,0.0,23.0,281.0,12.2,3.0
300.0,Hudson Clement,Illinois,Big Ten,9.0,,,,,,,,,,,,,,,hudson,clement,illinois,Receiving,707,26.0,281.0,10.8,1.0,31.2,0.0,0.0,,0.0,0.0,26.0,281.0,10.8,1.0
301.0,Jmariyae Robinson,Missouri State,CUSA,7.0,,,,,,,,,,,,,,,jmariyae,robinson,missouri state,Receiving,,21.0,281.0,13.4,3.0,40.1,3.0,18.0,6.0,0.0,2.6,24.0,299.0,12.5,3.0
302.0,Gabe Burkle,Iowa State,Big 12,8.0,,,,,,,,,,,,,,,gabe,burkle,iowa state,Receiving,444,24.0,280.0,11.7,1.0,35.0,1.0,1.0,1.0,0.0,0.1,25.0,281.0,11.2,1.0
303.0,Tre Spivey,Arizona,Big 12,8.0,,,,,,,,,,,,,,,tre,spivey,arizona,Receiving,3786,11.0,280.0,25.5,6.0,35.0,1.0,3.0,3.0,1.0,0.4,12.0,283.0,23.6,7.0
304.0,DJ Epps,Troy,Sun Belt,9.0,,,,,,,,,,,,,,,dj,epps,troy,Receiving,14221,25.0,279.0,11.2,3.0,31.0,3.0,17.0,5.7,0.0,1.9,28.0,296.0,10.6,3.0
305.0,Caden High,Stanford,ACC,9.0,,,,,,,,,,,,,,,caden,high,stanford,Receiving,13297,22.0,278.0,12.6,1.0,30.9,1.0,-7.0,-7.0,0.0,-0.8,23.0,271.0,11.8,1.0
306.0,RJ Garcia II,Bowling Green,MAC,9.0,,,,,,,,,,,,,,,rj,garcia,bowling green,Receiving,4831,26.0,278.0,10.7,0.0,30.9,2.0,61.0,30.5,0.0,6.8,28.0,339.0,12.1,0.0
307.0,Gary Bryant Jr.,Oregon,Big Ten,8.0,,,,,,,,,,,,,,,gary,bryant,oregon,Receiving,,24.0,277.0,11.5,4.0,34.6,0.0,0.0,,0.0,0.0,24.0,277.0,11.5,4.0
308.0,Malik Benson,Oregon,Big Ten,8.0,,,,,,,,,,,,,,,malik,benson,oregon,Receiving,30,18.0,277.0,15.4,3.0,34.6,1.0,-4.0,-4.0,0.0,-0.5,19.0,273.0,14.4,3.0
309.0,Baylin Brooks,Western Michigan,MAC,9.0,,,,,,,,,,,,,,,baylin,brooks,western michigan,Receiving,16122,20.0,276.0,13.8,0.0,30.7,0.0,0.0,,0.0,0.0,20.0,276.0,13.8,0.0
310.0,Lance Mason,Wisconsin,Big Ten,8.0,,,,,,,,,,,,,,,lance,mason,wisconsin,Receiving,225,22.0,276.0,12.5,3.0,34.5,0.0,0.0,,0.0,0.0,22.0,276.0,12.5,3.0
311.0,Jordan Allen,Georgia Tech,ACC,6.0,,,,,,,,,,,,,,,jordan,allen,georgia tech,Receiving,2006,14.0,275.0,19.6,0.0,45.8,2.0,12.0,6.0,0.0,2.0,16.0,287.0,17.9,0.0
312.0,Stephon Johnson Jr.,Houston,Big 12,6.0,,,,,,,,,,,,,,,stephon,johnson,houston,Receiving,7273,13.0,275.0,21.2,2.0,45.8,1.0,5.0,5.0,0.0,0.8,14.0,280.0,20.0,2.0
313.0,Donavon Greene,Virginia Tech,ACC,9.0,,,,,,,,,,,,,,,donavon,greene,virginia tech,Receiving,138,16.0,274.0,17.1,2.0,30.4,0.0,0.0,,0.0,0.0,16.0,274.0,17.1,2.0
314.0,Jasaiah Gathings,Buffalo,MAC,8.0,,,,,,,,,,,,,,,jasaiah,gathings,buffalo,Receiving,4936,25.0,274.0,11.0,1.0,34.3,0.0,0.0,,0.0,0.0,25.0,274.0,11.0,1.0
315.0,Caleb Hawkins,North Texas,American,8.0,,,,,,,,,,,,,,,caleb,hawkins,north texas,Receiving,10923,24.0,273.0,11.4,3.0,34.1,121.0,744.0,6.1,11.0,93.0,145.0,1017.0,7.0,14.0
316.0,DeJuan Williams,Maryland,Big Ten,8.0,,,,,,,,,,,,,,,dejuan,williams,maryland,Receiving,9066,24.0,272.0,11.3,1.0,34.0,88.0,302.0,3.4,2.0,37.8,112.0,574.0,5.1,3.0
317.0,Isaiah Horton,Alabama,SEC,8.0,,,,,,,,,,,,,,,isaiah,horton,alabama,Receiving,514,22.0,272.0,12.4,5.0,34.0,0.0,0.0,,0.0,0.0,22.0,272.0,12.4,5.0
318.0,Hunter Tipton,Middle Tennessee State,CUSA,8.0,,,,,,,,,,,,,,,hunter,tipton,middle tennessee state,Receiving,9718,27.0,271.0,10.0,2.0,33.9,0.0,0.0,,0.0,0.0,27.0,271.0,10.0,2.0
319.0,Jalen Cooper,SMU,ACC,9.0,,,,,,,,,,,,,,,jalen,cooper,southern methodist,Receiving,12798,15.0,271.0,18.1,2.0,30.1,0.0,0.0,,0.0,0.0,15.0,271.0,18.1,2.0
320.0,Bruin Fleischmann,Air Force,MWC,8.0,,,,,,,,,,,,,,,bruin,fleischmann,air force,Receiving,3386,16.0,270.0,16.9,4.0,33.8,0.0,0.0,,0.0,0.0,16.0,270.0,16.9,4.0
321.0,Keith Reynolds,Miami (OH),MAC,9.0,,,,,,,,,,,,,,,keith,reynolds,miami (oh),Receiving,9455,29.0,269.0,9.3,1.0,29.9,15.0,94.0,6.3,0.0,10.4,44.0,363.0,8.3,1.0
322.0,Robert Williams,Louisiana,Sun Belt,8.0,,,,,,,,,,,,,,,robert,williams,louisiana,Receiving,8552,17.0,269.0,15.8,0.0,33.6,0.0,0.0,,0.0,0.0,17.0,269.0,15.8,0.0
323.0,Tristian Gardner,Missouri State,CUSA,8.0,,,,,,,,,,,,,,,tristian,gardner,missouri state,Receiving,,18.0,269.0,14.9,2.0,33.6,0.0,0.0,,0.0,0.0,18.0,269.0,14.9,2.0
324.0,Armani Winfield,Colorado State,MWC,8.0,,,,,,,,,,,,,,,armani,winfield,colorado state,Receiving,5800,20.0,268.0,13.4,2.0,33.5,0.0,0.0,,0.0,0.0,20.0,268.0,13.4,2.0
325.0,Zavion Thomas,LSU,SEC,8.0,,,,,,,,,,,,,,,zavion,thomas,louisiana state,Receiving,352,20.0,267.0,13.4,3.0,33.4,15.0,93.0,6.2,0.0,11.6,35.0,360.0,10.3,3.0
326.0,Colin Chase,Temple,American,9.0,,,,,,,,,,,,,,,colin,chase,temple,Receiving,13513,26.0,264.0,10.2,2.0,29.3,7.0,55.0,7.9,0.0,6.1,33.0,319.0,9.7,2.0
327.0,Marlion Jackson,Louisiana Tech,CUSA,8.0,,,,,,,,,,,,,,,marlion,jackson,louisiana tech,Receiving,8647,15.0,264.0,17.6,1.0,33.0,0.0,0.0,,0.0,0.0,15.0,264.0,17.6,1.0
328.0,Trey'Dez Green,LSU,SEC,6.0,,,,,,,,,,,,,,,trey'dez,green,louisiana state,Receiving,965,21.0,264.0,12.6,4.0,44.0,0.0,0.0,,0.0,0.0,21.0,264.0,12.6,4.0
329.0,Terry Lockett Jr.,Eastern Michigan,MAC,5.0,,,,,,,,,,,,,,,terry,lockett,eastern michigan,Receiving,7796,19.0,263.0,13.8,1.0,52.6,0.0,0.0,,0.0,0.0,19.0,263.0,13.8,1.0
330.0,Reymello Murphy,Connecticut,Ind,9.0,,,,,,,,,,,,,,,reymello,murphy,connecticut,Receiving,5909,23.0,261.0,11.3,3.0,29.0,0.0,0.0,,0.0,0.0,23.0,261.0,11.3,3.0
331.0,Bryce Bohanon,Tulane,American,8.0,,,,,,,,,,,,,,,bryce,bohanon,tulane,Receiving,14322,24.0,260.0,10.8,1.0,32.5,2.0,4.0,2.0,0.0,0.5,26.0,264.0,10.2,1.0
332.0,Carsen Ryan,BYU,Big 12,8.0,,,,,,,,,,,,,,,carsen,ryan,brigham young,Receiving,312,20.0,260.0,13.0,2.0,32.5,0.0,0.0,,0.0,0.0,20.0,260.0,13.0,2.0
333.0,Dom Henry,Florida Atlantic,American,8.0,,,,,,,,,,,,,,,dom,henry,florida atlantic,Receiving,6402,19.0,260.0,13.7,3.0,32.5,0.0,0.0,,0.0,0.0,19.0,260.0,13.7,3.0
334.0,Donovan Brown,San Diego State,MWC,8.0,,,,,,,,,,,,,,,donovan,brown,san diego state,Receiving,12608,19.0,260.0,13.7,1.0,32.5,2.0,10.0,5.0,0.0,1.3,21.0,270.0,12.9,1.0
335.0,Sean Brown,Charlotte,American,8.0,,,,,,,,,,,,,,,sean,brown,charlotte,Receiving,48,18.0,260.0,14.4,0.0,32.5,0.0,0.0,,0.0,0.0,18.0,260.0,14.4,0.0
