Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PCTH,PSPC,PCIT,PSRR,PMRR,PDRR,PREL,PRBK,PPBK,PIBL,PRBP,PRBF,PPBP,PPBF
0,0.0,0.0,12.0,0.0,0.0,72.0,88.0,85.0,83.0,73.0,60.0,76.0,80.0,69.0,0,0,0,67.0,63.0,55.0,0.0,0,0,0,0
0,0.0,0.0,6.0,0.0,0.0,72.0,77.0,78.0,74.0,80.0,52.0,76.0,75.0,83.0,0,0,0,82.0,70.0,67.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,84.0,85.0,75.0,76.0,59.0,69.0,72.0,64.0,0,0,0,74.0,85.0,54.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,72.0,69.0,76.0,74.0,67.0,70.0,76.0,64.0,75.0,0,0,0,73.0,73.0,63.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,66.0,75.0,66.0,81.0,75.0,69.0,49.0,64.0,0,0,0,65.0,80.0,69.0,0.0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,71.0,72.0,75.0,74.0,70.0,76.0,70.0,63.0,66.0,0,0,0,66.0,75.0,62.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,72.0,67.0,69.0,84.0,62.0,59.0,72.0,0,0,0,47.0,78.0,67.0,0.0,0,0,0,0
0,0.0,0.0,3.0,0.0,0.0,71.0,88.0,88.0,84.0,74.0,66.0,73.0,63.0,77.0,0,0,0,67.0,63.0,50.0,0.0,0,0,0,0
0,0.0,0.0,14.0,0.0,0.0,71.0,84.0,74.0,76.0,85.0,64.0,74.0,82.0,67.0,0,0,0,86.0,61.0,64.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,74.0,76.0,73.0,71.0,71.0,68.0,65.0,73.0,0,0,0,66.0,71.0,56.0,0.0,0,0,0,0
0,0.0,0.0,7.0,0.0,0.0,71.0,83.0,85.0,84.0,62.0,67.0,74.0,81.0,67.0,0,0,0,60.0,63.0,49.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,71.0,70.0,76.0,74.0,82.0,46.0,76.0,66.0,78.0,0,0,0,76.0,80.0,68.0,0.0,0,0,0,0
0,0.0,0.0,48.0,0.0,0.0,71.0,83.0,86.0,82.0,63.0,65.0,75.0,73.0,68.0,0,0,0,66.0,61.0,55.0,0.0,0,0,0,0
0,0.0,0.0,4.0,0.0,0.0,71.0,83.0,86.0,82.0,63.0,65.0,75.0,73.0,68.0,0,0,0,66.0,61.0,55.0,0.0,0,0,0,0
0,0.0,0.0,4.0,0.0,0.0,71.0,76.0,74.0,77.0,65.0,48.0,81.0,84.0,78.0,0,0,0,72.0,70.0,67.0,0.0,0,0,0,0
0,0.0,0.0,2.0,0.0,0.0,70.0,84.0,86.0,84.0,67.0,65.0,75.0,76.0,74.0,0,0,0,62.0,64.0,52.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,73.0,79.0,81.0,81.0,64.0,73.0,73.0,80.0,0,0,0,74.0,65.0,56.0,0.0,0,0,0,0
0,0.0,0.0,8.0,0.0,0.0,70.0,75.0,77.0,74.0,73.0,63.0,75.0,84.0,76.0,0,0,0,76.0,76.0,66.0,0.0,0,0,0,0
0,0.0,0.0,5.0,0.0,0.0,70.0,69.0,74.0,72.0,73.0,54.0,75.0,81.0,75.0,0,0,0,77.0,74.0,69.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,69.0,74.0,72.0,73.0,54.0,75.0,81.0,75.0,0,0,0,77.0,74.0,69.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,80.0,78.0,73.0,74.0,55.0,72.0,67.0,74.0,0,0,0,75.0,75.0,65.0,0.0,0,0,0,0
0,0.0,0.0,7.0,0.0,0.0,70.0,85.0,82.0,82.0,69.0,66.0,72.0,64.0,81.0,0,0,0,80.0,60.0,49.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,70.0,69.0,77.0,68.0,77.0,70.0,68.0,57.0,71.0,0,0,0,72.0,83.0,66.0,0.0,0,0,0,0
0,0.0,0.0,1.0,0.0,0.0,69.0,88.0,85.0,86.0,65.0,40.0,74.0,84.0,79.0,0,0,0,79.0,59.0,54.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,72.0,74.0,70.0,72.0,68.0,57.0,55.0,68.0,0,0,0,67.0,82.0,65.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,84.0,82.0,82.0,64.0,64.0,77.0,82.0,68.0,0,0,0,71.0,60.0,44.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,78.0,80.0,77.0,83.0,44.0,70.0,67.0,80.0,0,0,0,63.0,67.0,66.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,85.0,82.0,78.0,77.0,46.0,71.0,76.0,70.0,0,0,0,69.0,68.0,64.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,85.0,82.0,78.0,77.0,46.0,71.0,76.0,70.0,0,0,0,69.0,68.0,64.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,85.0,82.0,78.0,77.0,46.0,71.0,76.0,70.0,0,0,0,69.0,68.0,64.0,0.0,0,0,0,0
0,0.0,0.0,52.0,0.0,1.0,69.0,85.0,82.0,78.0,77.0,46.0,71.0,76.0,70.0,0,0,0,69.0,68.0,64.0,0.0,0,0,0,0
0,0.0,0.0,4.0,0.0,0.0,69.0,85.0,82.0,78.0,77.0,46.0,71.0,76.0,70.0,0,0,0,69.0,68.0,64.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,69.0,73.0,84.0,74.0,66.0,53.0,74.0,84.0,76.0,0,0,0,74.0,74.0,63.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,77.0,81.0,73.0,74.0,62.0,67.0,64.0,72.0,0,0,0,66.0,75.0,64.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,75.0,83.0,76.0,73.0,60.0,71.0,62.0,67.0,0,0,0,69.0,73.0,53.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,73.0,81.0,78.0,73.0,55.0,70.0,75.0,68.0,0,0,0,66.0,67.0,62.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,81.0,83.0,82.0,63.0,60.0,74.0,79.0,72.0,0,0,0,74.0,60.0,55.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,87.0,91.0,86.0,62.0,35.0,76.0,81.0,77.0,0,0,0,63.0,66.0,59.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,78.0,76.0,72.0,71.0,55.0,75.0,80.0,68.0,0,0,0,66.0,71.0,61.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,68.0,76.0,77.0,72.0,75.0,43.0,72.0,75.0,81.0,0,0,0,77.0,72.0,68.0,0.0,0,0,0,0
0,0.0,0.0,1.0,0.0,0.0,68.0,82.0,74.0,72.0,74.0,64.0,78.0,86.0,74.0,0,0,0,55.0,64.0,49.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,67.0,72.0,76.0,72.0,79.0,54.0,72.0,81.0,69.0,0,0,0,74.0,74.0,65.0,0.0,0,0,0,0
0,0.0,0.0,14.0,0.0,0.0,67.0,76.0,84.0,81.0,64.0,50.0,78.0,84.0,79.0,0,0,0,74.0,62.0,60.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,67.0,80.0,82.0,83.0,67.0,55.0,71.0,80.0,67.0,0,0,0,66.0,64.0,55.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,66.0,65.0,70.0,79.0,60.0,55.0,66.0,0,0,0,54.0,82.0,66.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,73.0,74.0,72.0,64.0,60.0,68.0,66.0,73.0,0,0,0,66.0,77.0,65.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,85.0,74.0,75.0,66.0,51.0,73.0,64.0,75.0,0,0,0,68.0,65.0,57.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,84.0,87.0,82.0,70.0,50.0,76.0,78.0,65.0,0,0,0,79.0,64.0,54.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,72.0,82.0,64.0,75.0,71.0,70.0,58.0,59.0,0,0,0,66.0,73.0,64.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,89.0,91.0,85.0,73.0,36.0,75.0,83.0,73.0,0,0,0,75.0,60.0,55.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,83.0,85.0,85.0,63.0,56.0,70.0,81.0,69.0,0,0,0,74.0,58.0,47.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,76.0,82.0,73.0,66.0,64.0,73.0,63.0,65.0,0,0,0,70.0,64.0,62.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,84.0,86.0,82.0,64.0,49.0,76.0,69.0,77.0,0,0,0,77.0,55.0,50.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,89.0,94.0,91.0,58.0,50.0,73.0,77.0,72.0,0,0,0,75.0,64.0,42.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,75.0,74.0,69.0,67.0,51.0,74.0,71.0,76.0,0,0,0,60.0,70.0,62.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,80.0,84.0,78.0,65.0,53.0,74.0,62.0,67.0,0,0,0,65.0,69.0,56.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,81.0,89.0,84.0,61.0,52.0,68.0,67.0,74.0,0,0,0,72.0,62.0,52.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,75.0,84.0,67.0,69.0,55.0,73.0,55.0,74.0,0,0,0,46.0,74.0,63.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,75.0,77.0,72.0,69.0,48.0,73.0,74.0,72.0,0,0,0,64.0,65.0,60.0,0.0,0,0,0,0
0,0.0,0.0,11.0,0.0,1.0,63.0,73.0,74.0,69.0,74.0,68.0,67.0,60.0,66.0,0,0,0,33.0,77.0,62.0,0.0,0,0,0,0
0,0.0,0.0,42.0,0.0,2.0,62.0,71.0,74.0,72.0,70.0,46.0,68.0,53.0,72.0,0,0,0,64.0,75.0,54.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,71.0,74.0,72.0,70.0,46.0,68.0,53.0,72.0,0,0,0,64.0,75.0,54.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,77.0,75.0,74.0,74.0,51.0,72.0,74.0,69.0,0,0,0,65.0,64.0,51.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,79.0,85.0,87.0,65.0,35.0,66.0,82.0,67.0,0,0,0,74.0,60.0,50.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,74.0,83.0,81.0,64.0,57.0,53.0,56.0,62.0,0,0,0,12.0,83.0,66.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,74.0,83.0,81.0,64.0,57.0,53.0,56.0,62.0,0,0,0,12.0,83.0,66.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,58.0,65.0,67.0,62.0,78.0,83.0,49.0,40.0,49.0,0,0,0,12.0,84.0,72.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,70.0,74.0,70.0,64.0,60.0,60.0,55.0,60.0,0,0,0,25.0,76.0,65.0,0.0,0,0,0,0
0,0.0,0.0,21.0,0.0,2.0,57.0,75.0,82.0,80.0,72.0,78.0,62.0,44.0,45.0,0,0,0,15.0,79.0,68.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,69.0,72.0,68.0,72.0,64.0,60.0,55.0,50.0,0,0,0,49.0,78.0,58.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,56.0,72.0,67.0,65.0,73.0,85.0,64.0,40.0,49.0,0,0,0,15.0,77.0,72.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,56.0,66.0,71.0,64.0,75.0,87.0,62.0,50.0,55.0,0,0,0,15.0,75.0,65.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,54.0,63.0,72.0,65.0,70.0,52.0,60.0,60.0,55.0,0,0,0,43.0,67.0,66.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,54.0,66.0,69.0,62.0,75.0,52.0,58.0,35.0,52.0,0,0,0,65.0,83.0,65.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,76.0,72.0,70.0,69.0,45.0,58.0,52.0,65.0,0,0,0,42.0,73.0,62.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,52.0,70.0,72.0,66.0,74.0,72.0,65.0,47.0,55.0,0,0,0,42.0,77.0,65.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,52.0,65.0,74.0,68.0,65.0,78.0,65.0,52.0,55.0,0,0,0,15.0,74.0,65.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,51.0,70.0,66.0,65.0,68.0,67.0,55.0,40.0,45.0,0,0,0,12.0,76.0,67.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,51.0,70.0,66.0,65.0,68.0,67.0,55.0,40.0,45.0,0,0,0,12.0,76.0,67.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,51.0,63.0,70.0,67.0,72.0,76.0,60.0,44.0,51.0,0,0,0,40.0,78.0,66.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,50.0,70.0,72.0,68.0,67.0,60.0,46.0,40.0,55.0,0,0,0,65.0,79.0,70.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,50.0,70.0,72.0,68.0,74.0,75.0,65.0,48.0,45.0,0,0,0,12.0,75.0,69.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,49.0,70.0,72.0,68.0,72.0,62.0,59.0,48.0,58.0,0,0,0,55.0,74.0,62.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,49.0,69.0,71.0,69.0,70.0,74.0,64.0,44.0,47.0,0,0,0,15.0,69.0,65.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,48.0,66.0,72.0,62.0,75.0,81.0,56.0,42.0,52.0,0,0,0,15.0,74.0,69.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,48.0,66.0,72.0,64.0,71.0,79.0,59.0,42.0,49.0,0,0,0,12.0,73.0,65.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,48.0,73.0,74.0,67.0,65.0,73.0,58.0,42.0,44.0,0,0,0,15.0,74.0,66.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,46.0,73.0,79.0,73.0,72.0,79.0,62.0,32.0,43.0,0,0,0,12.0,68.0,57.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,43.0,68.0,70.0,70.0,68.0,54.0,58.0,45.0,40.0,0,0,0,42.0,75.0,62.0,0.0,0,0,0,0
0,0.0,0.0,0.0,0.0,0.0,41.0,74.0,77.0,73.0,71.0,49.0,60.0,32.0,43.0,0,0,0,12.0,60.0,62.0,0.0,0,0,0,0
78,265.0,0.0,78.0,4.0,5.0,99.0,82.0,87.0,85.0,88.0,86.0,94.0,0.0,98.0,0,0,0,95.0,72.0,62.0,0.0,0,0,0,0
79,265.0,0.0,61.0,1.0,5.0,95.0,85.0,90.0,87.0,76.0,87.0,92.0,0.0,88.0,0,0,0,88.0,67.0,57.0,0.0,0,0,0,0
78,263.0,0.0,80.0,2.0,11.0,93.0,76.0,80.0,75.0,75.0,97.0,95.0,0.0,92.0,0,0,0,85.0,69.0,57.0,0.0,0,0,0,0
77,253.0,0.0,60.0,0.0,3.0,92.0,83.0,85.0,84.0,68.0,89.0,89.0,0.0,87.0,0,0,0,88.0,74.0,62.0,0.0,0,0,0,0
77,260.0,0.0,90.0,4.0,10.0,91.0,84.0,87.0,82.0,79.0,68.0,84.0,0.0,89.0,0,0,0,83.0,85.0,67.0,0.0,0,0,0,0
78,265.0,0.0,35.0,0.0,1.0,90.0,78.0,89.0,82.0,79.0,81.0,85.0,0.0,82.0,0,0,0,80.0,78.0,65.0,0.0,0,0,0,0
77,260.0,0.0,21.0,0.0,2.0,89.0,84.0,86.0,86.0,69.0,76.0,88.0,0.0,87.0,0,0,0,80.0,64.0,55.0,0.0,0,0,0,0
76,255.0,0.0,0.0,0.0,0.0,88.0,78.0,83.0,81.0,64.0,95.0,91.0,0.0,79.0,0,0,0,85.0,60.0,45.0,0.0,0,0,0,0
72,248.0,0.0,39.0,0.0,3.0,87.0,83.0,82.0,84.0,74.0,80.0,78.0,0.0,72.0,0,0,0,76.0,81.0,70.0,0.0,0,0,0,0
75,255.0,0.0,29.0,0.0,0.0,86.0,80.0,89.0,81.0,65.0,80.0,88.0,0.0,86.0,0,0,0,55.0,74.0,51.0,0.0,0,0,0,0
75,265.0,0.0,12.0,0.0,0.0,85.0,75.0,84.0,73.0,82.0,75.0,82.0,0.0,79.0,0,0,0,69.0,80.0,75.0,0.0,0,0,0,0
76,255.0,0.0,35.0,0.0,0.0,85.0,74.0,83.0,76.0,73.0,85.0,73.0,0.0,80.0,0,0,0,78.0,83.0,60.0,0.0,0,0,0,0
75,250.0,0.0,51.0,0.0,2.0,84.0,87.0,89.0,85.0,87.0,84.0,73.0,0.0,69.0,0,0,0,85.0,72.0,50.0,0.0,0,0,0,0
77,249.0,0.0,13.0,0.0,1.0,84.0,85.0,90.0,87.0,68.0,75.0,87.0,0.0,81.0,0,0,0,82.0,60.0,55.0,0.0,0,0,0,0
77,250.0,0.0,54.0,0.0,3.0,84.0,79.0,87.0,82.0,73.0,72.0,86.0,0.0,78.0,0,0,0,88.0,66.0,52.0,0.0,0,0,0,0
77,254.0,0.0,48.0,0.0,2.0,84.0,85.0,91.0,84.0,67.0,78.0,79.0,0.0,72.0,0,0,0,92.0,72.0,62.0,0.0,0,0,0,0
78,251.0,0.0,25.0,0.0,0.0,83.0,87.0,89.0,84.0,75.0,73.0,86.0,0.0,84.0,0,0,0,82.0,62.0,52.0,0.0,0,0,0,0
76,245.0,0.0,16.0,0.0,0.0,83.0,80.0,85.0,80.0,64.0,81.0,88.0,0.0,79.0,0,0,0,73.0,63.0,52.0,0.0,0,0,0,0
77,256.0,0.0,45.0,0.0,2.0,83.0,73.0,76.0,73.0,76.0,88.0,81.0,0.0,85.0,0,0,0,75.0,76.0,63.0,0.0,0,0,0,0
77,255.0,0.0,8.0,0.0,0.0,82.0,85.0,88.0,82.0,64.0,75.0,74.0,0.0,75.0,0,0,0,59.0,81.0,64.0,0.0,0,0,0,0
75,237.0,0.0,25.0,0.0,1.0,82.0,80.0,86.0,87.0,60.0,75.0,86.0,0.0,85.0,0,0,0,72.0,61.0,55.0,0.0,0,0,0,0
78,250.0,0.0,19.0,0.0,1.0,81.0,82.0,85.0,85.0,71.0,62.0,85.0,0.0,84.0,0,0,0,85.0,68.0,64.0,0.0,0,0,0,0
78,272.0,0.0,35.0,0.0,1.0,81.0,73.0,81.0,74.0,82.0,87.0,74.0,0.0,80.0,0,0,0,84.0,72.0,69.0,0.0,0,0,0,0
77,252.0,0.0,12.0,0.0,0.0,81.0,87.0,91.0,83.0,72.0,73.0,75.0,0.0,79.0,0,0,0,72.0,71.0,61.0,0.0,0,0,0,0
78,259.0,0.0,36.0,0.0,2.0,81.0,75.0,83.0,81.0,75.0,74.0,81.0,0.0,76.0,0,0,0,87.0,63.0,62.0,0.0,0,0,0,0
75,245.0,0.0,41.0,0.0,2.0,80.0,78.0,83.0,77.0,67.0,85.0,84.0,0.0,86.0,0,0,0,79.0,62.0,50.0,0.0,0,0,0,0
79,260.0,0.0,18.0,0.0,0.0,80.0,74.0,81.0,75.0,78.0,86.0,78.0,0.0,85.0,0,0,0,77.0,67.0,65.0,0.0,0,0,0,0
78,265.0,0.0,0.0,0.0,0.0,79.0,73.0,78.0,78.0,73.0,74.0,82.0,0.0,82.0,0,0,0,73.0,60.0,55.0,0.0,0,0,0,0
76,267.0,0.0,14.0,0.0,0.0,78.0,81.0,84.0,76.0,85.0,66.0,73.0,0.0,67.0,0,0,0,86.0,83.0,69.0,0.0,0,0,0,0
78,240.0,0.0,11.0,0.0,0.0,78.0,89.0,91.0,87.0,64.0,69.0,81.0,0.0,74.0,0,0,0,73.0,62.0,53.0,0.0,0,0,0,0
75,250.0,0.0,16.0,0.0,0.0,78.0,81.0,89.0,79.0,65.0,74.0,79.0,0.0,76.0,0,0,0,65.0,67.0,55.0,0.0,0,0,0,0
77,250.0,0.0,0.0,0.0,0.0,78.0,82.0,86.0,83.0,70.0,69.0,80.0,0.0,77.0,0,0,0,79.0,65.0,66.0,0.0,0,0,0,0
75,255.0,0.0,0.0,0.0,0.0,78.0,79.0,80.0,74.0,73.0,82.0,72.0,0.0,74.0,0,0,0,80.0,66.0,51.0,0.0,0,0,0,0
79,260.0,0.0,2.0,0.0,0.0,78.0,72.0,74.0,65.0,76.0,76.0,71.0,0.0,82.0,0,0,0,65.0,78.0,64.0,0.0,0,0,0,0
75,263.0,0.0,5.0,0.0,0.0,78.0,81.0,87.0,67.0,81.0,78.0,70.0,0.0,73.0,0,0,0,72.0,82.0,65.0,0.0,0,0,0,0
76,265.0,0.0,8.0,0.0,0.0,77.0,79.0,88.0,75.0,76.0,62.0,74.0,0.0,82.0,0,0,0,75.0,65.0,64.0,0.0,0,0,0,0
75,230.0,0.0,21.0,0.0,0.0,77.0,82.0,87.0,79.0,62.0,80.0,81.0,0.0,75.0,0,0,0,75.0,61.0,51.0,0.0,0,0,0,0
79,267.0,0.0,0.0,0.0,0.0,77.0,80.0,82.0,79.0,70.0,67.0,82.0,0.0,81.0,0,0,0,60.0,64.0,63.0,0.0,0,0,0,0
77,275.0,0.0,22.0,0.0,0.0,77.0,75.0,81.0,74.0,77.0,81.0,75.0,0.0,76.0,0,0,0,84.0,68.0,54.0,0.0,0,0,0,0
76,252.0,0.0,9.0,0.0,0.0,77.0,80.0,87.0,76.0,70.0,75.0,77.0,0.0,72.0,0,0,0,62.0,72.0,64.0,0.0,0,0,0,0
76,260.0,0.0,5.0,0.0,0.0,77.0,77.0,83.0,68.0,84.0,77.0,75.0,0.0,82.0,0,0,0,55.0,77.0,65.0,0.0,0,0,0,0
78,265.0,0.0,5.0,0.0,0.0,77.0,72.0,83.0,72.0,84.0,71.0,69.0,0.0,74.0,0,0,0,82.0,85.0,65.0,0.0,0,0,0,0
76,255.0,0.0,22.0,0.0,0.0,77.0,71.0,74.0,72.0,77.0,81.0,75.0,0.0,83.0,0,0,0,65.0,70.0,66.0,0.0,0,0,0,0
78,250.0,0.0,14.0,0.0,1.0,76.0,81.0,89.0,74.0,73.0,76.0,73.0,0.0,79.0,0,0,0,65.0,72.0,57.0,0.0,0,0,0,0
77,260.0,0.0,9.0,0.0,0.0,76.0,86.0,83.0,78.0,74.0,48.0,80.0,0.0,77.0,0,0,0,88.0,70.0,68.0,0.0,0,0,0,0
76,260.0,0.0,0.0,0.0,0.0,76.0,72.0,78.0,73.0,72.0,74.0,76.0,0.0,77.0,0,0,0,66.0,75.0,56.0,0.0,0,0,0,0
77,265.0,0.0,4.0,0.0,0.0,76.0,85.0,86.0,79.0,77.0,62.0,83.0,0.0,74.0,0,0,0,87.0,61.0,54.0,0.0,0,0,0,0
76,255.0,0.0,16.0,0.0,0.0,76.0,83.0,86.0,76.0,68.0,77.0,74.0,0.0,70.0,0,0,0,74.0,71.0,61.0,0.0,0,0,0,0
78,251.0,0.0,4.0,0.0,0.0,76.0,78.0,82.0,77.0,67.0,63.0,78.0,0.0,80.0,0,0,0,72.0,72.0,67.0,0.0,0,0,0,0
75,254.0,0.0,2.0,0.0,0.0,76.0,79.0,84.0,77.0,84.0,68.0,71.0,0.0,75.0,0,0,0,84.0,70.0,58.0,0.0,0,0,0,0
78,267.0,0.0,0.0,0.0,0.0,75.0,76.0,76.0,73.0,79.0,66.0,75.0,0.0,74.0,0,0,0,74.0,78.0,69.0,0.0,0,0,0,0
78,260.0,0.0,2.0,0.0,0.0,75.0,76.0,85.0,83.0,65.0,64.0,83.0,0.0,86.0,0,0,0,63.0,60.0,55.0,0.0,0,0,0,0
80,265.0,0.0,8.0,0.0,0.0,75.0,76.0,83.0,74.0,74.0,76.0,72.0,0.0,67.0,0,0,0,76.0,77.0,70.0,0.0,0,0,0,0
76,265.0,0.0,29.0,0.0,1.0,75.0,86.0,88.0,86.0,73.0,62.0,78.0,0.0,69.0,0,0,0,67.0,62.0,50.0,0.0,0,0,0,0
76,247.0,0.0,0.0,0.0,2.0,75.0,78.0,84.0,82.0,64.0,75.0,74.0,0.0,73.0,0,0,0,85.0,60.0,50.0,0.0,0,0,0,0
76,247.0,0.0,0.0,0.0,0.0,75.0,78.0,84.0,82.0,64.0,75.0,74.0,0.0,73.0,0,0,0,85.0,60.0,50.0,0.0,0,0,0,0
76,247.0,0.0,0.0,0.0,0.0,75.0,78.0,84.0,82.0,64.0,75.0,74.0,0.0,73.0,0,0,0,85.0,60.0,50.0,0.0,0,0,0,0
76,247.0,0.0,14.0,0.0,0.0,75.0,78.0,84.0,82.0,64.0,75.0,74.0,0.0,73.0,0,0,0,85.0,60.0,50.0,0.0,0,0,0,0
75,245.0,0.0,10.0,0.0,0.0,75.0,77.0,83.0,75.0,69.0,73.0,79.0,0.0,79.0,0,0,0,72.0,60.0,50.0,0.0,0,0,0,0
78,255.0,0.0,0.0,0.0,0.0,75.0,79.0,85.0,83.0,68.0,66.0,76.0,0.0,73.0,0,0,0,70.0,71.0,55.0,0.0,0,0,0,0
77,255.0,0.0,3.0,0.0,0.0,74.0,75.0,85.0,75.0,72.0,74.0,72.0,0.0,72.0,0,0,0,65.0,73.0,63.0,0.0,0,0,0,0
75,256.0,0.0,12.0,0.0,0.0,74.0,76.0,85.0,71.0,63.0,75.0,74.0,0.0,87.0,0,0,0,77.0,60.0,45.0,0.0,0,0,0,0
78,253.0,0.0,5.0,0.0,0.0,74.0,80.0,87.0,74.0,75.0,72.0,66.0,0.0,73.0,0,0,0,80.0,71.0,56.0,0.0,0,0,0,0
76,235.0,0.0,0.0,0.0,0.0,74.0,82.0,86.0,82.0,65.0,70.0,81.0,0.0,67.0,0,0,0,65.0,61.0,55.0,0.0,0,0,0,0
76,260.0,0.0,3.0,0.0,0.0,74.0,89.0,91.0,82.0,74.0,70.0,71.0,0.0,75.0,0,0,0,67.0,70.0,54.0,0.0,0,0,0,0
75,252.0,0.0,10.0,0.0,0.0,74.0,79.0,86.0,77.0,65.0,74.0,80.0,0.0,78.0,0,0,0,65.0,60.0,50.0,0.0,0,0,0,0
75,255.0,0.0,7.0,0.0,0.0,74.0,83.0,84.0,82.0,64.0,71.0,75.0,0.0,69.0,0,0,0,60.0,67.0,55.0,0.0,0,0,0,0
