Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PCTH,PCAR,PBTK,PTRK,PCOD,PBCV,PSTF,PSPM,PJUM,PJMP
0,0.0,30.0,75.0,0.0,3.0,89.0,86.0,0.0,83.0,0.0,96.0,78.0,96.0,0.0,91.0,0,97.0,95.0,85.0,77.0,74.0
0,0.0,26.0,0.0,0.0,0.0,89.0,73.0,0.0,74.0,0.0,75.0,71.0,79.0,0.0,86.0,0,67.0,82.0,74.0,66.0,65.0
0,0.0,24.0,36.0,0.0,2.0,89.0,87.0,0.0,84.0,0.0,76.0,65.0,95.0,0.0,98.0,0,97.0,97.0,89.0,87.0,86.0
0,0.0,32.0,3.0,0.0,0.0,89.0,77.0,0.0,74.0,0.0,84.0,62.0,87.0,0.0,85.0,0,79.0,95.0,65.0,67.0,64.0
0,0.0,32.0,16.0,0.0,0.0,89.0,77.0,0.0,74.0,0.0,84.0,62.0,87.0,0.0,85.0,0,79.0,95.0,65.0,67.0,64.0
0,0.0,32.0,9.0,0.0,0.0,89.0,77.0,0.0,74.0,0.0,84.0,62.0,87.0,0.0,85.0,0,79.0,95.0,65.0,67.0,64.0
0,0.0,32.0,3.0,0.0,0.0,89.0,77.0,0.0,74.0,0.0,84.0,62.0,87.0,0.0,85.0,0,79.0,95.0,65.0,67.0,64.0
0,0.0,26.0,7.0,0.0,0.0,88.0,75.0,0.0,72.0,0.0,77.0,69.0,69.0,0.0,66.0,0,55.0,75.0,50.0,45.0,68.0
0,0.0,30.0,0.0,0.0,0.0,88.0,79.0,0.0,75.0,0.0,85.0,70.0,83.0,0.0,87.0,0,76.0,84.0,74.0,69.0,60.0
0,0.0,27.0,3.0,0.0,1.0,88.0,73.0,0.0,72.0,0.0,79.0,73.0,75.0,0.0,70.0,0,55.0,80.0,55.0,65.0,70.0
0,0.0,22.0,17.0,0.0,0.0,87.0,90.0,0.0,90.0,0.0,70.0,68.0,91.0,0.0,95.0,0,93.0,88.0,92.0,88.0,90.0
0,0.0,26.0,39.0,0.0,0.0,87.0,97.0,0.0,87.0,0.0,85.0,79.0,81.0,0.0,88.0,0,93.0,94.0,87.0,80.0,90.0
0,0.0,30.0,62.0,0.0,3.0,87.0,93.0,0.0,98.0,0.0,85.0,85.0,97.0,0.0,39.0,0,92.0,60.0,89.0,94.0,70.0
0,0.0,30.0,0.0,0.0,0.0,87.0,79.0,0.0,74.0,0.0,82.0,76.0,83.0,0.0,85.0,0,70.0,75.0,60.0,49.0,85.0
0,0.0,30.0,7.0,0.0,1.0,87.0,79.0,0.0,74.0,0.0,82.0,76.0,83.0,0.0,85.0,0,70.0,75.0,60.0,49.0,85.0
0,0.0,27.0,15.0,0.0,0.0,87.0,99.0,0.0,95.0,0.0,87.0,76.0,85.0,0.0,55.0,0,92.0,67.0,88.0,92.0,88.0
0,0.0,27.0,70.0,1.0,3.0,87.0,99.0,0.0,95.0,0.0,87.0,76.0,85.0,0.0,55.0,0,92.0,67.0,88.0,92.0,88.0
0,0.0,24.0,1.0,0.0,0.0,85.0,69.0,0.0,65.0,0.0,76.0,72.0,68.0,0.0,74.0,0,52.0,80.0,55.0,60.0,60.0
0,0.0,24.0,0.0,0.0,0.0,85.0,69.0,0.0,65.0,0.0,76.0,72.0,68.0,0.0,74.0,0,52.0,80.0,55.0,60.0,60.0
0,0.0,24.0,25.0,0.0,0.0,85.0,87.0,0.0,83.0,0.0,78.0,64.0,79.0,0.0,97.0,0,95.0,95.0,88.0,86.0,66.0
0,0.0,25.0,60.0,1.0,3.0,84.0,94.0,0.0,85.0,0.0,74.0,81.0,89.0,0.0,91.0,0,91.0,87.0,74.0,82.0,82.0
0,0.0,32.0,0.0,0.0,0.0,83.0,87.0,0.0,87.0,0.0,89.0,79.0,75.0,0.0,77.0,0,90.0,85.0,81.0,83.0,80.0
0,0.0,27.0,42.0,0.0,0.0,83.0,90.0,0.0,91.0,0.0,81.0,67.0,77.0,0.0,74.0,0,91.0,84.0,85.0,93.0,80.0
0,0.0,28.0,61.0,0.0,0.0,83.0,95.0,0.0,97.0,0.0,85.0,81.0,76.0,0.0,52.0,0,82.0,60.0,90.0,97.0,93.0
0,0.0,28.0,0.0,0.0,0.0,82.0,83.0,0.0,78.0,0.0,86.0,46.0,96.0,0.0,92.0,0,91.0,94.0,79.0,74.0,78.0
0,0.0,26.0,44.0,0.0,1.0,82.0,91.0,0.0,90.0,0.0,75.0,71.0,73.0,0.0,87.0,0,90.0,93.0,85.0,91.0,75.0
0,0.0,28.0,0.0,0.0,0.0,82.0,91.0,0.0,95.0,0.0,84.0,83.0,88.0,0.0,42.0,0,89.0,53.0,84.0,90.0,87.0
0,0.0,28.0,7.0,0.0,0.0,82.0,82.0,0.0,83.0,0.0,79.0,87.0,72.0,0.0,79.0,0,77.0,75.0,72.0,74.0,72.0
0,0.0,30.0,61.0,0.0,1.0,82.0,93.0,0.0,92.0,0.0,86.0,65.0,93.0,0.0,45.0,0,88.0,52.0,86.0,87.0,74.0
0,0.0,26.0,48.0,0.0,1.0,82.0,90.0,0.0,83.0,0.0,76.0,69.0,90.0,0.0,66.0,0,85.0,92.0,77.0,84.0,85.0
0,0.0,26.0,0.0,0.0,0.0,82.0,90.0,0.0,83.0,0.0,76.0,69.0,90.0,0.0,66.0,0,85.0,92.0,77.0,84.0,85.0
0,0.0,22.0,10.0,0.0,0.0,82.0,90.0,0.0,88.0,0.0,70.0,67.0,88.0,0.0,83.0,0,89.0,76.0,91.0,88.0,88.0
0,0.0,28.0,0.0,0.0,0.0,82.0,86.0,0.0,82.0,0.0,85.0,78.0,97.0,0.0,83.0,0,85.0,83.0,82.0,75.0,80.0
0,0.0,29.0,25.0,0.0,0.0,81.0,85.0,0.0,80.0,0.0,81.0,74.0,95.0,0.0,92.0,0,88.0,93.0,74.0,77.0,75.0
0,0.0,28.0,13.0,1.0,2.0,81.0,78.0,0.0,73.0,0.0,80.0,67.0,85.0,0.0,87.0,0,74.0,86.0,68.0,72.0,80.0
0,0.0,23.0,24.0,0.0,0.0,81.0,87.0,0.0,94.0,0.0,73.0,78.0,83.0,0.0,89.0,0,79.0,73.0,81.0,91.0,75.0
0,0.0,23.0,36.0,0.0,0.0,81.0,87.0,0.0,88.0,0.0,69.0,69.0,89.0,0.0,87.0,0,91.0,82.0,78.0,84.0,80.0
0,0.0,23.0,66.0,0.0,3.0,81.0,87.0,0.0,88.0,0.0,69.0,69.0,89.0,0.0,87.0,0,91.0,82.0,78.0,84.0,80.0
0,0.0,25.0,0.0,0.0,0.0,81.0,90.0,0.0,86.0,0.0,72.0,66.0,88.0,0.0,88.0,0,86.0,83.0,93.0,85.0,79.0
0,0.0,25.0,14.0,0.0,0.0,81.0,90.0,0.0,86.0,0.0,72.0,66.0,88.0,0.0,88.0,0,86.0,83.0,93.0,85.0,79.0
0,0.0,26.0,29.0,0.0,0.0,80.0,86.0,0.0,81.0,0.0,78.0,62.0,88.0,0.0,88.0,0,87.0,95.0,96.0,83.0,80.0
0,0.0,25.0,0.0,0.0,0.0,80.0,88.0,0.0,77.0,0.0,76.0,55.0,94.0,0.0,96.0,0,87.0,97.0,82.0,75.0,72.0
0,0.0,27.0,0.0,0.0,0.0,79.0,70.0,0.0,69.0,0.0,73.0,64.0,74.0,0.0,77.0,0,55.0,69.0,45.0,60.0,65.0
0,0.0,28.0,6.0,0.0,0.0,79.0,83.0,0.0,81.0,0.0,72.0,77.0,84.0,0.0,75.0,0,80.0,75.0,65.0,50.0,70.0
0,0.0,30.0,3.0,0.0,0.0,79.0,73.0,0.0,72.0,0.0,74.0,63.0,81.0,0.0,83.0,0,70.0,85.0,45.0,55.0,68.0
0,0.0,24.0,12.0,0.0,0.0,79.0,91.0,0.0,94.0,0.0,68.0,72.0,80.0,0.0,67.0,0,88.0,58.0,84.0,92.0,82.0
0,0.0,23.0,5.0,0.0,0.0,79.0,86.0,0.0,83.0,0.0,72.0,70.0,95.0,0.0,91.0,0,84.0,95.0,85.0,78.0,76.0
0,0.0,28.0,5.0,0.0,0.0,79.0,72.0,0.0,67.0,0.0,76.0,74.0,70.0,0.0,72.0,0,59.0,67.0,40.0,55.0,70.0
0,0.0,28.0,23.0,0.0,0.0,79.0,85.0,0.0,81.0,0.0,79.0,55.0,90.0,0.0,89.0,0,90.0,93.0,87.0,81.0,84.0
0,0.0,31.0,41.0,0.0,1.0,78.0,87.0,0.0,85.0,0.0,82.0,85.0,93.0,0.0,65.0,0,81.0,72.0,85.0,74.0,77.0
0,0.0,22.0,0.0,0.0,0.0,78.0,95.0,0.0,93.0,0.0,69.0,69.0,74.0,0.0,72.0,0,80.0,66.0,77.0,95.0,92.0
0,0.0,22.0,5.0,0.0,0.0,78.0,95.0,0.0,93.0,0.0,69.0,69.0,74.0,0.0,72.0,0,80.0,66.0,77.0,95.0,92.0
0,0.0,24.0,25.0,0.0,0.0,78.0,91.0,0.0,93.0,0.0,67.0,83.0,75.0,0.0,59.0,0,92.0,64.0,87.0,82.0,79.0
0,0.0,25.0,16.0,0.0,0.0,78.0,79.0,0.0,84.0,0.0,75.0,81.0,67.0,0.0,65.0,0,74.0,84.0,76.0,70.0,86.0
0,0.0,23.0,5.0,0.0,0.0,77.0,84.0,0.0,80.0,0.0,70.0,57.0,91.0,0.0,93.0,0,84.0,89.0,81.0,77.0,84.0
0,0.0,26.0,29.0,0.0,0.0,77.0,81.0,0.0,79.0,0.0,72.0,84.0,76.0,0.0,81.0,0,70.0,68.0,74.0,72.0,70.0
0,0.0,26.0,0.0,0.0,0.0,77.0,70.0,0.0,69.0,0.0,66.0,60.0,78.0,0.0,89.0,0,75.0,86.0,66.0,55.0,56.0
0,0.0,22.0,9.0,0.0,0.0,77.0,93.0,0.0,92.0,0.0,65.0,67.0,66.0,0.0,90.0,0,87.0,91.0,75.0,90.0,85.0
0,0.0,27.0,32.0,0.0,1.0,77.0,91.0,0.0,94.0,0.0,75.0,73.0,77.0,0.0,47.0,0,85.0,42.0,83.0,92.0,80.0
0,0.0,26.0,7.0,0.0,0.0,77.0,94.0,0.0,93.0,0.0,75.0,80.0,68.0,0.0,53.0,0,83.0,65.0,84.0,95.0,86.0
0,0.0,26.0,33.0,0.0,0.0,76.0,86.0,0.0,90.0,0.0,76.0,76.0,86.0,0.0,62.0,0,83.0,68.0,80.0,87.0,95.0
0,0.0,26.0,2.0,0.0,0.0,76.0,69.0,0.0,72.0,0.0,73.0,51.0,66.0,0.0,74.0,0,48.0,55.0,35.0,40.0,66.0
0,0.0,26.0,27.0,0.0,0.0,76.0,94.0,0.0,86.0,0.0,75.0,65.0,76.0,0.0,58.0,0,85.0,65.0,85.0,88.0,80.0
0,0.0,24.0,0.0,0.0,0.0,76.0,74.0,0.0,73.0,0.0,67.0,65.0,73.0,0.0,72.0,0,69.0,70.0,74.0,75.0,73.0
0,0.0,26.0,0.0,0.0,0.0,76.0,88.0,0.0,84.0,0.0,70.0,72.0,87.0,0.0,88.0,0,84.0,79.0,76.0,83.0,67.0
0,0.0,26.0,7.0,0.0,0.0,76.0,88.0,0.0,84.0,0.0,70.0,72.0,87.0,0.0,88.0,0,84.0,79.0,76.0,83.0,67.0
0,0.0,27.0,0.0,0.0,0.0,76.0,85.0,0.0,84.0,0.0,70.0,84.0,82.0,0.0,86.0,0,86.0,88.0,82.0,77.0,72.0
0,0.0,22.0,36.0,0.0,1.0,76.0,87.0,0.0,88.0,0.0,54.0,64.0,89.0,0.0,91.0,0,83.0,76.0,96.0,79.0,91.0
0,0.0,23.0,16.0,0.0,0.0,76.0,93.0,0.0,80.0,0.0,68.0,76.0,84.0,0.0,87.0,0,78.0,76.0,77.0,72.0,87.0
0,0.0,26.0,3.0,0.0,0.0,76.0,75.0,0.0,76.0,0.0,68.0,64.0,68.0,0.0,69.0,0,58.0,65.0,69.0,66.0,76.0
0,0.0,26.0,42.0,1.0,1.0,76.0,75.0,0.0,76.0,0.0,68.0,64.0,68.0,0.0,69.0,0,58.0,65.0,69.0,66.0,76.0
0,0.0,24.0,8.0,0.0,0.0,76.0,88.0,0.0,82.0,0.0,69.0,56.0,86.0,0.0,95.0,0,84.0,92.0,79.0,88.0,75.0
0,0.0,21.0,42.0,0.0,0.0,75.0,89.0,0.0,94.0,0.0,47.0,77.0,82.0,0.0,65.0,0,84.0,74.0,88.0,93.0,83.0
0,0.0,22.0,7.0,0.0,0.0,75.0,86.0,0.0,86.0,0.0,57.0,66.0,96.0,0.0,87.0,0,75.0,86.0,81.0,82.0,81.0
0,0.0,24.0,0.0,0.0,0.0,75.0,73.0,0.0,69.0,0.0,72.0,48.0,73.0,0.0,78.0,0,68.0,75.0,55.0,60.0,65.0
0,0.0,22.0,42.0,0.0,1.0,75.0,95.0,0.0,93.0,0.0,60.0,64.0,86.0,0.0,55.0,0,83.0,62.0,77.0,86.0,90.0
0,0.0,29.0,3.0,0.0,0.0,75.0,80.0,0.0,75.0,0.0,65.0,72.0,80.0,0.0,86.0,0,75.0,83.0,74.0,69.0,70.0
0,0.0,31.0,30.0,1.0,2.0,75.0,94.0,0.0,91.0,0.0,74.0,74.0,69.0,0.0,53.0,0,81.0,62.0,87.0,91.0,84.0
0,0.0,26.0,0.0,0.0,0.0,75.0,85.0,0.0,79.0,0.0,69.0,45.0,75.0,0.0,96.0,0,89.0,98.0,88.0,84.0,95.0
0,0.0,26.0,0.0,0.0,0.0,74.0,74.0,0.0,75.0,0.0,67.0,64.0,78.0,0.0,86.0,0,72.0,85.0,69.0,72.0,64.0
0,0.0,26.0,0.0,0.0,0.0,74.0,72.0,0.0,68.0,0.0,69.0,52.0,72.0,0.0,75.0,0,58.0,72.0,66.0,61.0,65.0
0,0.0,26.0,0.0,0.0,0.0,74.0,72.0,0.0,68.0,0.0,69.0,52.0,72.0,0.0,75.0,0,58.0,72.0,66.0,61.0,65.0
0,0.0,29.0,9.0,0.0,0.0,74.0,92.0,0.0,86.0,0.0,73.0,65.0,73.0,0.0,64.0,0,79.0,54.0,86.0,84.0,74.0
0,0.0,23.0,1.0,0.0,0.0,74.0,87.0,0.0,91.0,0.0,54.0,70.0,72.0,0.0,83.0,0,85.0,82.0,91.0,87.0,79.0
0,0.0,26.0,6.0,0.0,0.0,74.0,89.0,0.0,79.0,0.0,74.0,60.0,88.0,0.0,82.0,0,75.0,80.0,86.0,78.0,93.0
0,0.0,26.0,25.0,0.0,0.0,74.0,89.0,0.0,79.0,0.0,74.0,60.0,88.0,0.0,82.0,0,75.0,80.0,86.0,78.0,93.0
0,0.0,25.0,11.0,0.0,0.0,74.0,86.0,0.0,80.0,0.0,68.0,70.0,72.0,0.0,87.0,0,83.0,93.0,92.0,88.0,77.0
0,0.0,25.0,5.0,0.0,0.0,74.0,86.0,0.0,80.0,0.0,68.0,70.0,72.0,0.0,87.0,0,83.0,93.0,92.0,88.0,77.0
0,0.0,29.0,21.0,0.0,0.0,74.0,81.0,0.0,78.0,0.0,80.0,75.0,86.0,0.0,92.0,0,84.0,91.0,74.0,66.0,65.0
0,0.0,23.0,2.0,0.0,0.0,74.0,93.0,0.0,96.0,0.0,64.0,75.0,73.0,0.0,49.0,0,78.0,41.0,90.0,94.0,86.0
0,0.0,24.0,26.0,0.0,0.0,74.0,86.0,0.0,86.0,0.0,70.0,72.0,81.0,0.0,65.0,0,82.0,78.0,88.0,73.0,74.0
0,0.0,29.0,0.0,0.0,0.0,74.0,84.0,0.0,79.0,0.0,85.0,67.0,86.0,0.0,84.0,0,79.0,81.0,64.0,72.0,72.0
0,0.0,23.0,7.0,0.0,0.0,74.0,90.0,0.0,93.0,0.0,69.0,73.0,72.0,0.0,47.0,0,84.0,58.0,88.0,94.0,94.0
0,0.0,23.0,1.0,0.0,0.0,74.0,92.0,0.0,92.0,0.0,67.0,76.0,70.0,0.0,64.0,0,80.0,66.0,92.0,77.0,83.0
0,0.0,22.0,20.0,1.0,9.0,74.0,77.0,0.0,74.0,0.0,60.0,78.0,77.0,0.0,82.0,0,77.0,75.0,70.0,74.0,89.0
0,0.0,24.0,0.0,0.0,0.0,74.0,93.0,0.0,85.0,0.0,70.0,78.0,80.0,0.0,64.0,0,76.0,78.0,74.0,85.0,87.0
0,0.0,25.0,4.0,0.0,0.0,74.0,82.0,0.0,86.0,0.0,69.0,68.0,88.0,0.0,87.0,0,85.0,84.0,85.0,73.0,72.0
0,0.0,28.0,0.0,0.0,0.0,74.0,82.0,0.0,78.0,0.0,77.0,72.0,87.0,0.0,88.0,0,81.0,88.0,74.0,69.0,68.0
0,0.0,27.0,0.0,0.0,0.0,74.0,91.0,0.0,94.0,0.0,67.0,76.0,75.0,0.0,46.0,0,85.0,48.0,85.0,92.0,90.0
0,0.0,26.0,16.0,0.0,0.0,74.0,85.0,0.0,86.0,0.0,73.0,64.0,77.0,0.0,89.0,0,90.0,88.0,85.0,76.0,72.0
0,0.0,28.0,13.0,0.0,0.0,73.0,87.0,0.0,84.0,0.0,76.0,73.0,85.0,0.0,60.0,0,77.0,63.0,80.0,84.0,85.0
0,0.0,24.0,0.0,0.0,0.0,73.0,73.0,0.0,71.0,0.0,61.0,77.0,80.0,0.0,77.0,0,66.0,74.0,65.0,60.0,74.0
0,0.0,29.0,11.0,0.0,0.0,73.0,80.0,0.0,81.0,0.0,84.0,80.0,85.0,0.0,83.0,0,77.0,80.0,75.0,65.0,90.0
0,0.0,24.0,5.0,0.0,1.0,73.0,80.0,0.0,72.0,0.0,69.0,72.0,67.0,0.0,58.0,0,61.0,74.0,65.0,62.0,65.0
0,0.0,25.0,1.0,0.0,0.0,73.0,80.0,0.0,85.0,0.0,59.0,82.0,81.0,0.0,79.0,0,86.0,82.0,78.0,80.0,75.0
0,0.0,23.0,1.0,0.0,0.0,73.0,90.0,0.0,91.0,0.0,54.0,69.0,78.0,0.0,83.0,0,90.0,65.0,78.0,85.0,79.0
0,0.0,28.0,31.0,0.0,0.0,73.0,85.0,0.0,80.0,0.0,70.0,69.0,83.0,0.0,86.0,0,83.0,88.0,81.0,77.0,68.0
0,0.0,21.0,61.0,2.0,3.0,73.0,85.0,0.0,87.0,0.0,52.0,75.0,81.0,0.0,94.0,0,76.0,93.0,87.0,83.0,90.0
0,0.0,25.0,1.0,0.0,0.0,72.0,90.0,0.0,86.0,0.0,60.0,70.0,76.0,0.0,75.0,0,84.0,65.0,74.0,78.0,93.0
0,0.0,21.0,17.0,0.0,0.0,72.0,91.0,0.0,94.0,0.0,52.0,67.0,74.0,0.0,55.0,0,87.0,55.0,81.0,94.0,89.0
0,0.0,26.0,4.0,0.0,0.0,72.0,84.0,0.0,82.0,0.0,64.0,50.0,85.0,0.0,84.0,0,86.0,76.0,79.0,82.0,75.0
0,0.0,26.0,3.0,0.0,0.0,72.0,85.0,0.0,83.0,0.0,66.0,54.0,75.0,0.0,92.0,0,82.0,83.0,76.0,84.0,75.0
0,0.0,23.0,1.0,0.0,0.0,72.0,73.0,0.0,71.0,0.0,49.0,74.0,75.0,0.0,76.0,0,68.0,75.0,61.0,62.0,86.0
0,0.0,27.0,26.0,0.0,0.0,72.0,89.0,0.0,85.0,0.0,69.0,72.0,75.0,0.0,77.0,0,79.0,74.0,79.0,81.0,69.0
0,0.0,24.0,0.0,0.0,0.0,72.0,94.0,0.0,93.0,0.0,53.0,64.0,74.0,0.0,62.0,0,78.0,66.0,87.0,90.0,75.0
0,0.0,23.0,0.0,0.0,0.0,72.0,87.0,0.0,88.0,0.0,64.0,68.0,83.0,0.0,85.0,0,80.0,88.0,86.0,73.0,90.0
0,0.0,23.0,1.0,0.0,0.0,72.0,76.0,0.0,78.0,0.0,60.0,61.0,72.0,0.0,71.0,0,63.0,66.0,67.0,65.0,82.0
0,0.0,23.0,0.0,0.0,0.0,72.0,76.0,0.0,78.0,0.0,60.0,61.0,72.0,0.0,71.0,0,63.0,66.0,67.0,65.0,82.0
0,0.0,26.0,9.0,0.0,0.0,72.0,93.0,0.0,92.0,0.0,72.0,76.0,72.0,0.0,41.0,0,78.0,45.0,86.0,92.0,74.0
0,0.0,27.0,16.0,0.0,0.0,71.0,88.0,0.0,90.0,0.0,75.0,75.0,74.0,0.0,52.0,0,77.0,45.0,83.0,87.0,84.0
0,0.0,22.0,31.0,0.0,0.0,71.0,85.0,0.0,93.0,0.0,63.0,67.0,72.0,0.0,59.0,0,78.0,76.0,93.0,83.0,75.0
0,0.0,26.0,3.0,0.0,0.0,71.0,72.0,0.0,74.0,0.0,68.0,66.0,65.0,0.0,62.0,0,55.0,66.0,70.0,65.0,69.0
0,0.0,23.0,0.0,0.0,0.0,71.0,76.0,0.0,73.0,0.0,51.0,59.0,74.0,0.0,81.0,0,66.0,74.0,55.0,54.0,75.0
0,0.0,27.0,5.0,0.0,0.0,71.0,83.0,0.0,75.0,0.0,77.0,49.0,86.0,0.0,86.0,0,79.0,90.0,74.0,71.0,80.0
0,0.0,25.0,0.0,0.0,0.0,71.0,69.0,0.0,76.0,0.0,56.0,68.0,77.0,0.0,75.0,0,68.0,70.0,65.0,64.0,64.0
0,0.0,25.0,13.0,0.0,0.0,71.0,95.0,0.0,92.0,0.0,69.0,71.0,75.0,0.0,44.0,0,82.0,60.0,80.0,85.0,83.0
0,0.0,23.0,0.0,0.0,0.0,71.0,88.0,0.0,89.0,0.0,64.0,75.0,77.0,0.0,79.0,0,76.0,87.0,77.0,73.0,74.0
0,0.0,23.0,5.0,0.0,0.0,71.0,88.0,0.0,89.0,0.0,64.0,75.0,77.0,0.0,79.0,0,76.0,87.0,77.0,73.0,74.0
0,0.0,26.0,4.0,0.0,1.0,70.0,92.0,0.0,89.0,0.0,68.0,74.0,73.0,0.0,52.0,0,74.0,60.0,83.0,86.0,91.0
0,0.0,28.0,0.0,0.0,0.0,70.0,85.0,0.0,83.0,0.0,69.0,66.0,79.0,0.0,83.0,0,75.0,81.0,75.0,72.0,75.0
0,0.0,27.0,7.0,0.0,0.0,70.0,85.0,0.0,83.0,0.0,72.0,76.0,76.0,0.0,80.0,0,76.0,82.0,72.0,77.0,67.0
0,0.0,22.0,11.0,0.0,0.0,70.0,87.0,0.0,91.0,0.0,48.0,72.0,88.0,0.0,66.0,0,79.0,54.0,80.0,85.0,76.0
0,0.0,21.0,0.0,0.0,0.0,70.0,86.0,0.0,83.0,0.0,45.0,73.0,84.0,0.0,87.0,0,89.0,85.0,85.0,74.0,78.0
0,0.0,26.0,0.0,0.0,0.0,70.0,69.0,0.0,72.0,0.0,68.0,61.0,71.0,0.0,68.0,0,55.0,80.0,45.0,62.0,55.0
0,0.0,22.0,11.0,0.0,0.0,70.0,87.0,0.0,93.0,0.0,49.0,65.0,77.0,0.0,83.0,0,87.0,72.0,75.0,76.0,82.0
0,0.0,26.0,0.0,0.0,0.0,70.0,82.0,0.0,73.0,0.0,66.0,62.0,73.0,0.0,77.0,0,68.0,82.0,67.0,66.0,65.0
0,0.0,22.0,9.0,0.0,0.0,70.0,92.0,0.0,82.0,0.0,52.0,65.0,71.0,0.0,88.0,0,82.0,87.0,86.0,81.0,97.0
0,0.0,28.0,0.0,0.0,0.0,70.0,69.0,0.0,67.0,0.0,68.0,58.0,72.0,0.0,74.0,0,55.0,74.0,55.0,45.0,62.0
0,0.0,24.0,0.0,0.0,0.0,70.0,91.0,0.0,88.0,0.0,54.0,74.0,75.0,0.0,68.0,0,84.0,60.0,76.0,85.0,85.0
0,0.0,26.0,1.0,0.0,0.0,69.0,81.0,0.0,72.0,0.0,64.0,55.0,78.0,0.0,78.0,0,75.0,79.0,74.0,78.0,65.0
0,0.0,25.0,0.0,0.0,0.0,69.0,85.0,0.0,88.0,0.0,64.0,62.0,75.0,0.0,61.0,0,77.0,65.0,80.0,86.0,68.0
0,0.0,25.0,0.0,0.0,0.0,69.0,81.0,0.0,87.0,0.0,63.0,65.0,77.0,0.0,80.0,0,75.0,74.0,81.0,83.0,74.0
0,0.0,21.0,7.0,0.0,0.0,69.0,88.0,0.0,87.0,0.0,51.0,77.0,79.0,0.0,76.0,0,77.0,63.0,76.0,78.0,90.0
0,0.0,25.0,0.0,0.0,0.0,69.0,86.0,0.0,85.0,0.0,56.0,65.0,80.0,0.0,85.0,0,74.0,86.0,74.0,76.0,87.0
0,0.0,25.0,1.0,0.0,0.0,69.0,96.0,0.0,87.0,0.0,60.0,70.0,71.0,0.0,64.0,0,76.0,55.0,72.0,84.0,85.0
0,0.0,25.0,7.0,0.0,0.0,69.0,93.0,0.0,94.0,0.0,65.0,74.0,65.0,0.0,47.0,0,73.0,45.0,87.0,92.0,87.0
0,0.0,27.0,0.0,0.0,0.0,69.0,67.0,0.0,74.0,0.0,61.0,70.0,72.0,0.0,76.0,0,63.0,72.0,65.0,61.0,76.0
0,0.0,24.0,4.0,0.0,0.0,69.0,93.0,0.0,92.0,0.0,45.0,74.0,73.0,0.0,46.0,0,84.0,45.0,88.0,92.0,91.0
0,0.0,25.0,7.0,0.0,0.0,69.0,84.0,0.0,78.0,0.0,67.0,61.0,90.0,0.0,90.0,0,77.0,87.0,67.0,76.0,69.0
0,0.0,25.0,1.0,0.0,0.0,69.0,84.0,0.0,78.0,0.0,67.0,61.0,90.0,0.0,90.0,0,77.0,87.0,67.0,76.0,69.0
0,0.0,26.0,4.0,0.0,0.0,69.0,90.0,0.0,92.0,0.0,62.0,64.0,74.0,0.0,72.0,0,63.0,67.0,85.0,79.0,75.0
0,0.0,27.0,1.0,0.0,0.0,69.0,84.0,0.0,83.0,0.0,72.0,65.0,83.0,0.0,86.0,0,71.0,76.0,68.0,73.0,85.0
0,0.0,23.0,21.0,0.0,0.0,68.0,80.0,0.0,87.0,0.0,62.0,82.0,79.0,0.0,59.0,0,84.0,64.0,76.0,82.0,91.0
0,0.0,24.0,0.0,0.0,0.0,68.0,83.0,0.0,85.0,0.0,56.0,62.0,82.0,0.0,75.0,0,75.0,72.0,75.0,74.0,79.0
0,0.0,23.0,2.0,0.0,0.0,68.0,87.0,0.0,89.0,0.0,53.0,74.0,83.0,0.0,78.0,0,75.0,69.0,77.0,74.0,86.0
0,0.0,22.0,3.0,0.0,0.0,68.0,82.0,0.0,81.0,0.0,58.0,75.0,86.0,0.0,86.0,0,76.0,88.0,75.0,65.0,77.0
0,0.0,27.0,0.0,0.0,0.0,68.0,92.0,0.0,92.0,0.0,54.0,65.0,71.0,0.0,49.0,0,76.0,57.0,84.0,88.0,85.0
0,0.0,25.0,7.0,0.0,0.0,68.0,81.0,0.0,77.0,0.0,68.0,45.0,86.0,0.0,90.0,0,79.0,92.0,81.0,72.0,65.0
0,0.0,23.0,0.0,0.0,0.0,68.0,85.0,0.0,80.0,0.0,63.0,66.0,75.0,0.0,70.0,0,87.0,60.0,93.0,71.0,85.0
0,0.0,25.0,3.0,0.0,0.0,68.0,97.0,0.0,92.0,0.0,58.0,73.0,69.0,0.0,54.0,0,70.0,64.0,79.0,86.0,77.0
0,0.0,24.0,0.0,0.0,0.0,68.0,84.0,0.0,88.0,0.0,57.0,65.0,83.0,0.0,81.0,0,76.0,73.0,80.0,72.0,84.0
0,0.0,25.0,0.0,0.0,0.0,68.0,86.0,0.0,92.0,0.0,53.0,71.0,77.0,0.0,61.0,0,76.0,80.0,73.0,74.0,87.0
0,0.0,24.0,0.0,0.0,0.0,68.0,83.0,0.0,86.0,0.0,55.0,56.0,92.0,0.0,87.0,0,65.0,82.0,75.0,72.0,74.0
0,0.0,27.0,0.0,0.0,0.0,68.0,82.0,0.0,83.0,0.0,72.0,70.0,76.0,0.0,85.0,0,75.0,80.0,74.0,78.0,68.0
0,0.0,24.0,0.0,0.0,0.0,68.0,85.0,0.0,90.0,0.0,50.0,71.0,75.0,0.0,78.0,0,85.0,64.0,82.0,80.0,84.0
