Height,Weight,Age,wAV,AP1,PB,POVR,PKPW,PKAC
0,0.0,0.0,20.0,0.0,0.0,66.0,89.0,91.0
0,0.0,0.0,14.0,1.0,1.0,66.0,93.0,85.0
0,0.0,0.0,24.0,0.0,2.0,64.0,96.0,85.0
0,0.0,0.0,0.0,0.0,0.0,63.0,92.0,80.0
0,0.0,0.0,0.0,0.0,0.0,61.0,89.0,87.0
0,0.0,0.0,10.0,0.0,0.0,61.0,89.0,87.0
0,0.0,0.0,0.0,0.0,0.0,61.0,89.0,87.0
0,0.0,0.0,0.0,0.0,0.0,61.0,89.0,87.0
0,0.0,0.0,14.0,0.0,0.0,61.0,89.0,87.0
0,0.0,0.0,88.0,3.0,6.0,61.0,89.0,87.0
0,0.0,0.0,0.0,0.0,0.0,60.0,95.0,84.0
0,0.0,0.0,0.0,0.0,0.0,60.0,92.0,83.0
0,0.0,0.0,0.0,0.0,0.0,59.0,89.0,83.0
0,0.0,0.0,0.0,0.0,0.0,59.0,87.0,88.0
0,0.0,0.0,29.0,1.0,1.0,58.0,95.0,83.0
0,0.0,0.0,11.0,0.0,0.0,57.0,88.0,89.0
0,0.0,0.0,0.0,0.0,0.0,49.0,92.0,81.0
0,0.0,31.0,34.0,3.0,3.0,95.0,98.0,92.0
0,0.0,27.0,18.0,1.0,2.0,94.0,97.0,94.0
0,0.0,35.0,41.0,0.0,1.0,94.0,98.0,90.0
0,0.0,27.0,29.0,0.0,1.0,94.0,99.0,93.0
0,0.0,31.0,0.0,0.0,0.0,93.0,92.0,93.0
0,0.0,29.0,21.0,0.0,1.0,92.0,97.0,94.0
0,0.0,23.0,14.0,1.0,1.0,92.0,96.0,98.0
0,0.0,34.0,18.0,0.0,0.0,91.0,92.0,96.0
0,0.0,33.0,27.0,0.0,0.0,91.0,96.0,92.0
0,0.0,31.0,25.0,0.0,1.0,90.0,87.0,97.0
0,0.0,32.0,23.0,0.0,0.0,89.0,94.0,93.0
0,0.0,38.0,0.0,0.0,0.0,89.0,87.0,90.0
0,0.0,29.0,37.0,2.0,4.0,89.0,92.0,92.0
0,0.0,37.0,44.0,6.0,7.0,89.0,92.0,87.0
0,0.0,31.0,24.0,0.0,2.0,88.0,89.0,96.0
0,0.0,23.0,0.0,0.0,0.0,88.0,95.0,96.0
0,0.0,35.0,0.0,0.0,0.0,88.0,92.0,88.0
0,0.0,40.0,0.0,0.0,0.0,87.0,87.0,89.0
0,0.0,38.0,0.0,0.0,0.0,87.0,87.0,93.0
0,0.0,31.0,0.0,0.0,0.0,86.0,95.0,92.0
0,0.0,31.0,0.0,0.0,0.0,86.0,89.0,95.0
0,0.0,27.0,0.0,0.0,0.0,85.0,90.0,95.0
0,0.0,37.0,0.0,0.0,0.0,85.0,91.0,88.0
0,0.0,31.0,26.0,0.0,0.0,85.0,94.0,88.0
0,0.0,28.0,23.0,0.0,1.0,84.0,90.0,94.0
0,0.0,36.0,0.0,0.0,0.0,84.0,86.0,89.0
0,0.0,29.0,0.0,0.0,0.0,84.0,99.0,86.0
0,0.0,27.0,6.0,0.0,0.0,84.0,94.0,93.0
0,0.0,31.0,22.0,0.0,0.0,83.0,91.0,91.0
0,0.0,35.0,0.0,0.0,0.0,83.0,86.0,90.0
0,0.0,25.0,0.0,0.0,0.0,83.0,88.0,96.0
0,0.0,31.0,0.0,0.0,0.0,82.0,96.0,84.0
0,0.0,34.0,0.0,0.0,0.0,82.0,92.0,87.0
0,0.0,34.0,34.0,0.0,1.0,82.0,92.0,87.0
0,0.0,27.0,0.0,0.0,0.0,82.0,94.0,90.0
0,0.0,28.0,0.0,0.0,0.0,81.0,94.0,92.0
0,0.0,25.0,0.0,0.0,0.0,81.0,97.0,89.0
0,0.0,30.0,0.0,0.0,0.0,81.0,88.0,94.0
0,0.0,38.0,0.0,0.0,0.0,81.0,96.0,75.0
0,0.0,25.0,0.0,0.0,0.0,81.0,88.0,96.0
0,0.0,28.0,0.0,0.0,0.0,81.0,94.0,90.0
0,0.0,26.0,8.0,0.0,0.0,80.0,91.0,93.0
0,0.0,32.0,0.0,0.0,0.0,79.0,92.0,88.0
0,0.0,31.0,0.0,0.0,0.0,79.0,90.0,87.0
0,0.0,25.0,29.0,1.0,1.0,79.0,99.0,87.0
0,0.0,26.0,29.0,0.0,0.0,78.0,91.0,88.0
0,0.0,27.0,0.0,0.0,0.0,78.0,96.0,86.0
0,0.0,24.0,24.0,0.0,2.0,78.0,96.0,90.0
0,0.0,26.0,0.0,0.0,0.0,78.0,95.0,88.0
0,0.0,39.0,0.0,0.0,0.0,77.0,91.0,88.0
0,0.0,37.0,0.0,0.0,0.0,77.0,85.0,84.0
0,0.0,28.0,35.0,0.0,1.0,76.0,88.0,87.0
0,0.0,26.0,0.0,0.0,0.0,76.0,95.0,86.0
0,0.0,27.0,0.0,0.0,0.0,76.0,93.0,87.0
0,0.0,30.0,8.0,0.0,0.0,73.0,89.0,86.0
0,0.0,28.0,33.0,0.0,0.0,73.0,98.0,78.0
0,0.0,23.0,0.0,0.0,0.0,73.0,95.0,89.0
0,0.0,22.0,22.0,0.0,0.0,71.0,95.0,86.0
0,0.0,24.0,8.0,0.0,0.0,71.0,90.0,90.0
0,0.0,25.0,0.0,0.0,0.0,71.0,91.0,88.0
0,0.0,24.0,0.0,0.0,0.0,71.0,94.0,88.0
0,0.0,25.0,0.0,0.0,0.0,69.0,95.0,84.0
0,0.0,23.0,11.0,0.0,0.0,69.0,90.0,88.0
0,0.0,24.0,0.0,0.0,0.0,68.0,94.0,85.0
0,0.0,23.0,6.0,0.0,0.0,68.0,90.0,92.0
0,0.0,28.0,0.0,0.0,0.0,67.0,92.0,86.0
0,0.0,24.0,0.0,0.0,0.0,67.0,92.0,86.0
0,0.0,24.0,10.0,0.0,0.0,67.0,92.0,86.0
0,0.0,24.0,0.0,0.0,0.0,67.0,92.0,86.0
0,0.0,24.0,0.0,0.0,0.0,67.0,92.0,86.0
0,0.0,24.0,14.0,0.0,0.0,67.0,92.0,86.0
0,0.0,24.0,88.0,3.0,6.0,67.0,92.0,86.0
0,0.0,26.0,2.0,0.0,0.0,67.0,97.0,79.0
0,0.0,23.0,20.0,0.0,0.0,66.0,89.0,91.0
0,0.0,24.0,0.0,0.0,0.0,65.0,87.0,89.0
0,0.0,23.0,21.0,0.0,0.0,63.0,94.0,86.0
0,0.0,0.0,21.0,0.0,1.0,96.0,98.0,97.0
0,0.0,0.0,0.0,0.0,0.0,95.0,99.0,95.0
0,0.0,0.0,34.0,3.0,3.0,95.0,97.0,95.0
0,0.0,0.0,0.0,0.0,0.0,93.0,96.0,90.0
0,0.0,0.0,0.0,0.0,0.0,93.0,98.0,93.0
0,0.0,0.0,29.0,0.0,1.0,93.0,94.0,95.0
0,0.0,0.0,37.0,2.0,4.0,92.0,92.0,93.0
0,0.0,0.0,44.0,6.0,7.0,92.0,94.0,87.0
0,0.0,0.0,0.0,0.0,0.0,90.0,93.0,96.0
0,0.0,0.0,0.0,0.0,0.0,90.0,93.0,87.0
0,0.0,0.0,26.0,0.0,0.0,90.0,93.0,92.0
0,0.0,0.0,0.0,0.0,0.0,89.0,91.0,94.0
0,0.0,0.0,0.0,0.0,0.0,88.0,90.0,87.0
0,0.0,0.0,0.0,0.0,0.0,87.0,95.0,92.0
0,0.0,0.0,0.0,0.0,0.0,87.0,91.0,93.0
0,0.0,0.0,27.0,0.0,0.0,87.0,89.0,93.0
0,0.0,0.0,29.0,1.0,1.0,87.0,97.0,93.0
0,0.0,0.0,0.0,0.0,0.0,87.0,93.0,97.0
0,0.0,0.0,0.0,0.0,0.0,86.0,93.0,86.0
0,0.0,0.0,24.0,0.0,2.0,86.0,92.0,92.0
0,0.0,0.0,0.0,0.0,0.0,86.0,97.0,89.0
0,0.0,0.0,0.0,0.0,0.0,85.0,91.0,89.0
0,0.0,0.0,35.0,0.0,1.0,85.0,92.0,92.0
0,0.0,0.0,11.0,0.0,0.0,85.0,96.0,94.0
0,0.0,0.0,18.0,0.0,0.0,84.0,91.0,90.0
0,0.0,0.0,23.0,0.0,0.0,84.0,86.0,90.0
0,0.0,0.0,25.0,0.0,1.0,84.0,91.0,87.0
0,0.0,0.0,0.0,0.0,0.0,83.0,93.0,91.0
0,0.0,0.0,0.0,0.0,0.0,83.0,88.0,92.0
0,0.0,0.0,18.0,1.0,2.0,83.0,92.0,86.0
0,0.0,0.0,0.0,0.0,0.0,83.0,90.0,88.0
0,0.0,0.0,34.0,0.0,1.0,83.0,90.0,88.0
0,0.0,0.0,0.0,0.0,0.0,83.0,86.0,94.0
0,0.0,0.0,33.0,0.0,0.0,82.0,95.0,89.0
0,0.0,0.0,0.0,0.0,0.0,82.0,98.0,92.0
0,0.0,0.0,21.0,0.0,0.0,81.0,94.0,94.0
0,0.0,0.0,14.0,1.0,1.0,81.0,92.0,87.0
0,0.0,0.0,23.0,0.0,1.0,80.0,89.0,90.0
0,0.0,0.0,0.0,0.0,0.0,80.0,85.0,86.0
0,0.0,0.0,0.0,0.0,0.0,80.0,87.0,91.0
0,0.0,0.0,0.0,0.0,0.0,79.0,90.0,83.0
0,0.0,0.0,0.0,0.0,0.0,79.0,85.0,91.0
0,0.0,0.0,0.0,0.0,0.0,78.0,88.0,83.0
0,0.0,0.0,24.0,0.0,2.0,78.0,91.0,92.0
0,0.0,0.0,0.0,0.0,0.0,76.0,94.0,82.0
0,0.0,0.0,41.0,0.0,1.0,76.0,93.0,74.0
0,0.0,0.0,22.0,0.0,0.0,75.0,92.0,82.0
0,0.0,0.0,29.0,0.0,0.0,75.0,90.0,81.0
0,0.0,0.0,0.0,0.0,0.0,74.0,88.0,88.0
0,0.0,0.0,0.0,0.0,0.0,72.0,88.0,84.0
0,0.0,0.0,8.0,0.0,0.0,71.0,89.0,82.0
0,0.0,0.0,0.0,0.0,0.0,70.0,90.0,89.0
0,0.0,0.0,0.0,0.0,0.0,69.0,84.0,79.0
0,0.0,0.0,0.0,0.0,0.0,69.0,88.0,82.0
0,0.0,0.0,0.0,0.0,0.0,68.0,89.0,84.0
0,0.0,0.0,10.0,0.0,0.0,68.0,89.0,84.0
0,0.0,0.0,0.0,0.0,0.0,68.0,89.0,84.0
0,0.0,0.0,0.0,0.0,0.0,68.0,89.0,84.0
0,0.0,0.0,14.0,0.0,0.0,68.0,89.0,84.0
0,0.0,0.0,88.0,3.0,6.0,68.0,89.0,84.0
0,0.0,0.0,0.0,0.0,0.0,67.0,90.0,87.0
0,0.0,0.0,8.0,0.0,0.0,66.0,92.0,76.0
0,0.0,0.0,0.0,0.0,0.0,66.0,92.0,81.0
0,0.0,0.0,22.0,0.0,0.0,65.0,93.0,81.0
0,0.0,0.0,0.0,0.0,0.0,65.0,90.0,85.0
0,0.0,0.0,8.0,0.0,0.0,65.0,82.0,84.0
0,0.0,0.0,-1.0,0.0,0.0,64.0,87.0,90.0
0,0.0,0.0,0.0,0.0,0.0,64.0,94.0,82.0
0,0.0,0.0,6.0,0.0,0.0,64.0,88.0,85.0
0,0.0,0.0,0.0,0.0,0.0,62.0,87.0,82.0
0,0.0,0.0,20.0,0.0,0.0,61.0,90.0,75.0
0,0.0,0.0,0.0,0.0,0.0,59.0,87.0,81.0
0,0.0,0.0,0.0,0.0,0.0,58.0,90.0,79.0
0,0.0,0.0,18.0,0.0,0.0,54.0,92.0,82.0
73,240.0,0.0,18.0,1.0,2.0,95.0,97.0,92.0
73,215.0,0.0,37.0,2.0,4.0,95.0,94.0,95.0
72,189.0,0.0,0.0,0.0,0.0,95.0,98.0,95.0
72,195.0,0.0,0.0,0.0,0.0,93.0,93.0,96.0
77,236.0,0.0,0.0,0.0,0.0,93.0,97.0,97.0
72,208.0,0.0,0.0,0.0,0.0,92.0,92.0,97.0
71,200.0,0.0,0.0,0.0,0.0,91.0,92.0,89.0
69,203.0,0.0,0.0,0.0,0.0,91.0,90.0,94.0
73,210.0,0.0,21.0,0.0,0.0,91.0,96.0,95.0
76,235.0,0.0,29.0,0.0,1.0,91.0,95.0,91.0
72,209.0,0.0,0.0,0.0,0.0,90.0,88.0,91.0
72,217.0,0.0,0.0,0.0,0.0,90.0,89.0,94.0
74,228.0,0.0,0.0,0.0,0.0,89.0,96.0,93.0
73,185.0,0.0,34.0,3.0,3.0,89.0,94.0,93.0
72,185.0,0.0,0.0,0.0,0.0,88.0,94.0,86.0
74,214.0,0.0,0.0,0.0,0.0,88.0,90.0,94.0
72,202.0,0.0,0.0,0.0,0.0,87.0,89.0,92.0
72,202.0,0.0,34.0,0.0,1.0,87.0,89.0,92.0
74,205.0,0.0,0.0,0.0,0.0,87.0,98.0,89.0
73,258.0,0.0,41.0,0.0,1.0,87.0,97.0,83.0
76,210.0,0.0,0.0,0.0,0.0,87.0,89.0,93.0
75,210.0,0.0,24.0,0.0,2.0,86.0,89.0,94.0
75,202.0,0.0,24.0,0.0,2.0,86.0,95.0,92.0
72,200.0,0.0,0.0,0.0,0.0,86.0,87.0,96.0
74,215.0,0.0,23.0,0.0,0.0,85.0,87.0,91.0
73,210.0,0.0,26.0,0.0,0.0,85.0,91.0,88.0
70,195.0,0.0,0.0,0.0,0.0,85.0,96.0,89.0
73,222.0,0.0,25.0,0.0,1.0,85.0,91.0,87.0
73,215.0,0.0,0.0,0.0,0.0,85.0,97.0,91.0
75,188.0,0.0,0.0,0.0,0.0,84.0,93.0,92.0
73,207.0,0.0,33.0,0.0,0.0,84.0,93.0,91.0
74,237.0,0.0,44.0,6.0,7.0,84.0,86.0,87.0
75,200.0,0.0,0.0,0.0,0.0,83.0,95.0,91.0
73,214.0,0.0,23.0,0.0,1.0,82.0,88.0,90.0
71,200.0,0.0,0.0,0.0,0.0,82.0,88.0,93.0
77,249.0,0.0,21.0,0.0,1.0,82.0,93.0,89.0
72,198.0,0.0,0.0,0.0,0.0,81.0,86.0,91.0
74,215.0,0.0,11.0,0.0,0.0,81.0,89.0,93.0
72,196.0,0.0,29.0,1.0,1.0,81.0,95.0,88.0
72,193.0,0.0,0.0,0.0,0.0,80.0,94.0,91.0
73,222.0,0.0,35.0,0.0,1.0,80.0,88.0,90.0
72,192.0,0.0,0.0,0.0,0.0,80.0,94.0,90.0
69,206.0,0.0,20.0,0.0,0.0,80.0,95.0,88.0
74,210.0,0.0,0.0,0.0,0.0,79.0,91.0,82.0
74,218.0,0.0,29.0,0.0,0.0,79.0,90.0,85.0
70,175.0,0.0,14.0,1.0,1.0,79.0,94.0,84.0
75,220.0,0.0,18.0,0.0,0.0,78.0,88.0,87.0
72,205.0,0.0,0.0,0.0,0.0,78.0,92.0,89.0
72,205.0,0.0,10.0,0.0,0.0,78.0,92.0,89.0
72,205.0,0.0,0.0,0.0,0.0,78.0,92.0,89.0
72,205.0,0.0,0.0,0.0,0.0,78.0,92.0,89.0
72,205.0,0.0,14.0,0.0,0.0,78.0,92.0,89.0
72,205.0,0.0,88.0,3.0,6.0,78.0,92.0,89.0
74,221.0,0.0,27.0,0.0,0.0,78.0,85.0,91.0
71,197.0,0.0,0.0,0.0,0.0,78.0,86.0,90.0
70,190.0,0.0,22.0,0.0,0.0,76.0,91.0,83.0
75,205.0,0.0,0.0,0.0,0.0,76.0,87.0,89.0
69,190.0,0.0,8.0,0.0,0.0,76.0,93.0,84.0
76,220.0,0.0,18.0,0.0,0.0,73.0,91.0,87.0
73,217.0,0.0,0.0,0.0,0.0,73.0,84.0,94.0
75,201.0,0.0,0.0,0.0,0.0,72.0,97.0,78.0
68,160.0,0.0,0.0,0.0,0.0,72.0,85.0,88.0
74,215.0,0.0,0.0,0.0,0.0,72.0,90.0,88.0
67,182.0,0.0,0.0,0.0,0.0,71.0,92.0,85.0
71,200.0,0.0,0.0,0.0,0.0,69.0,88.0,85.0
71,198.0,0.0,0.0,0.0,0.0,68.0,84.0,78.0
73,200.0,0.0,0.0,0.0,0.0,66.0,95.0,78.0
71,225.0,0.0,0.0,0.0,0.0,66.0,87.0,88.0
74,243.0,0.0,0.0,0.0,0.0,66.0,92.0,81.0
74,193.0,0.0,22.0,0.0,0.0,66.0,93.0,81.0
72,203.0,0.0,6.0,0.0,0.0,66.0,87.0,86.0
70,182.0,0.0,0.0,0.0,0.0,65.0,90.0,85.0
75,205.0,0.0,0.0,0.0,0.0,64.0,89.0,84.0
73,200.0,0.0,0.0,0.0,0.0,63.0,86.0,79.0
72,191.0,0.0,0.0,0.0,0.0,61.0,90.0,80.0
72,215.0,0.0,0.0,0.0,0.0,59.0,88.0,86.0
70,190.0,0.0,0.0,0.0,0.0,57.0,91.0,77.0
74,185.0,0.0,0.0,0.0,0.0,52.0,92.0,73.0
78,240.0,0.0,14.0,0.0,0.0,51.0,91.0,78.0
0,0.0,0.0,18.0,1.0,2.0,86.0,97.0,98.0
0,0.0,0.0,0.0,0.0,0.0,85.0,94.0,96.0
0,0.0,0.0,0.0,0.0,0.0,85.0,97.0,93.0
0,0.0,0.0,37.0,2.0,4.0,85.0,94.0,96.0
0,0.0,0.0,0.0,0.0,0.0,85.0,90.0,95.0
0,0.0,0.0,0.0,0.0,0.0,84.0,88.0,93.0
0,0.0,0.0,25.0,0.0,1.0,84.0,91.0,94.0
0,0.0,0.0,0.0,0.0,0.0,84.0,96.0,93.0
0,0.0,0.0,0.0,0.0,0.0,83.0,89.0,93.0
0,0.0,0.0,34.0,0.0,1.0,83.0,89.0,93.0
0,0.0,0.0,0.0,0.0,0.0,83.0,98.0,91.0
0,0.0,0.0,0.0,0.0,0.0,83.0,97.0,89.0
0,0.0,0.0,29.0,0.0,1.0,83.0,94.0,90.0
0,0.0,0.0,0.0,0.0,0.0,82.0,97.0,89.0
0,0.0,0.0,24.0,0.0,2.0,82.0,95.0,89.0
0,0.0,0.0,24.0,0.0,2.0,82.0,89.0,91.0
0,0.0,0.0,0.0,0.0,0.0,82.0,93.0,92.0
0,0.0,0.0,10.0,0.0,0.0,82.0,93.0,92.0
0,0.0,0.0,0.0,0.0,0.0,82.0,93.0,92.0
0,0.0,0.0,0.0,0.0,0.0,82.0,93.0,92.0
0,0.0,0.0,14.0,0.0,0.0,82.0,93.0,92.0
0,0.0,0.0,88.0,3.0,6.0,82.0,93.0,92.0
0,0.0,0.0,0.0,0.0,0.0,82.0,94.0,91.0
0,0.0,0.0,0.0,0.0,0.0,82.0,97.0,90.0
0,0.0,0.0,0.0,0.0,0.0,81.0,90.0,89.0
0,0.0,0.0,0.0,0.0,0.0,81.0,92.0,90.0
0,0.0,0.0,11.0,0.0,0.0,81.0,90.0,90.0
0,0.0,0.0,0.0,0.0,0.0,81.0,96.0,88.0
0,0.0,0.0,33.0,0.0,0.0,81.0,93.0,89.0
0,0.0,0.0,0.0,0.0,0.0,81.0,89.0,91.0
0,0.0,0.0,0.0,0.0,0.0,81.0,90.0,88.0
0,0.0,0.0,29.0,0.0,0.0,81.0,90.0,87.0
0,0.0,0.0,14.0,1.0,1.0,81.0,94.0,86.0
0,0.0,0.0,0.0,0.0,0.0,80.0,92.0,89.0
0,0.0,0.0,18.0,0.0,0.0,80.0,91.0,86.0
0,0.0,0.0,22.0,0.0,0.0,80.0,91.0,87.0
0,0.0,0.0,0.0,0.0,0.0,80.0,88.0,88.0
0,0.0,0.0,34.0,3.0,3.0,80.0,94.0,88.0
0,0.0,0.0,0.0,0.0,0.0,80.0,95.0,88.0
0,0.0,0.0,0.0,0.0,0.0,80.0,93.0,90.0
0,0.0,0.0,21.0,0.0,0.0,80.0,96.0,88.0
0,0.0,0.0,0.0,0.0,0.0,79.0,94.0,86.0
0,0.0,0.0,0.0,0.0,0.0,79.0,96.0,87.0
0,0.0,0.0,0.0,0.0,0.0,79.0,92.0,94.0
0,0.0,0.0,27.0,0.0,0.0,79.0,85.0,88.0
0,0.0,0.0,35.0,0.0,1.0,79.0,93.0,90.0
0,0.0,0.0,41.0,0.0,1.0,79.0,97.0,85.0
0,0.0,0.0,0.0,0.0,0.0,79.0,88.0,87.0
0,0.0,0.0,0.0,0.0,0.0,79.0,91.0,88.0
0,0.0,0.0,0.0,0.0,0.0,78.0,92.0,87.0
0,0.0,0.0,0.0,0.0,0.0,78.0,90.0,87.0
0,0.0,0.0,29.0,1.0,1.0,78.0,95.0,86.0
0,0.0,0.0,14.0,0.0,0.0,77.0,91.0,85.0
0,0.0,0.0,23.0,0.0,1.0,77.0,88.0,86.0
0,0.0,0.0,0.0,0.0,0.0,77.0,89.0,89.0
0,0.0,0.0,0.0,0.0,0.0,77.0,96.0,83.0
0,0.0,0.0,23.0,0.0,0.0,77.0,87.0,85.0
0,0.0,0.0,22.0,0.0,0.0,77.0,93.0,86.0
0,0.0,0.0,0.0,0.0,0.0,77.0,92.0,87.0
0,0.0,0.0,44.0,6.0,7.0,77.0,88.0,84.0
0,0.0,0.0,0.0,0.0,0.0,76.0,87.0,86.0
0,0.0,0.0,0.0,0.0,0.0,76.0,84.0,91.0
0,0.0,0.0,0.0,0.0,0.0,76.0,93.0,85.0
0,0.0,0.0,5.0,0.0,0.0,76.0,95.0,90.0
0,0.0,0.0,0.0,0.0,0.0,76.0,91.0,87.0
0,0.0,0.0,0.0,0.0,0.0,76.0,91.0,84.0
0,0.0,0.0,0.0,0.0,0.0,76.0,91.0,86.0
0,0.0,0.0,8.0,0.0,0.0,76.0,93.0,83.0
0,0.0,0.0,0.0,0.0,0.0,76.0,90.0,84.0
0,0.0,0.0,0.0,0.0,0.0,75.0,94.0,90.0
0,0.0,0.0,0.0,0.0,0.0,75.0,85.0,88.0
0,0.0,0.0,0.0,0.0,0.0,74.0,87.0,83.0
0,0.0,0.0,6.0,0.0,0.0,74.0,88.0,84.0
0,0.0,0.0,17.0,0.0,0.0,72.0,88.0,84.0
0,0.0,0.0,0.0,0.0,0.0,72.0,92.0,85.0
0,0.0,0.0,0.0,0.0,0.0,72.0,91.0,83.0
0,0.0,0.0,0.0,0.0,0.0,71.0,95.0,78.0
0,0.0,0.0,0.0,0.0,0.0,71.0,88.0,89.0
0,0.0,0.0,0.0,0.0,0.0,69.0,90.0,79.0
0,0.0,0.0,0.0,0.0,0.0,69.0,90.0,79.0
0,0.0,0.0,0.0,0.0,0.0,69.0,92.0,78.0
0,0.0,0.0,0.0,0.0,0.0,68.0,88.0,84.0
0,0.0,0.0,0.0,0.0,0.0,67.0,90.0,85.0
0,0.0,0.0,0.0,0.0,0.0,65.0,89.0,83.0
73,180.0,27.0,0.0,0.0,0.0,87.0,98.0,98.0
77,241.0,27.0,0.0,0.0,0.0,86.0,97.0,96.0
75,205.0,28.0,24.0,0.0,2.0,85.0,95.0,94.0
69,203.0,42.0,0.0,0.0,0.0,85.0,96.0,96.0
72,192.0,28.0,0.0,0.0,0.0,85.0,98.0,92.0
72,206.0,44.0,0.0,0.0,0.0,84.0,88.0,93.0
72,195.0,29.0,0.0,0.0,0.0,84.0,92.0,94.0
73,222.0,35.0,25.0,0.0,1.0,84.0,91.0,93.0
76,235.0,31.0,29.0,0.0,1.0,84.0,94.0,94.0
72,205.0,28.0,0.0,0.0,0.0,83.0,93.0,92.0
72,205.0,28.0,10.0,0.0,0.0,83.0,93.0,92.0
72,205.0,28.0,0.0,0.0,0.0,83.0,93.0,92.0
72,205.0,28.0,0.0,0.0,0.0,83.0,93.0,92.0
72,205.0,28.0,14.0,0.0,0.0,83.0,93.0,92.0
72,205.0,28.0,88.0,3.0,6.0,83.0,93.0,92.0
70,201.0,33.0,0.0,0.0,0.0,83.0,98.0,93.0
72,208.0,29.0,0.0,0.0,0.0,82.0,92.0,88.0
74,185.0,26.0,0.0,0.0,0.0,82.0,92.0,91.0
74,218.0,30.0,29.0,0.0,0.0,82.0,90.0,92.0
75,210.0,35.0,24.0,0.0,2.0,81.0,89.0,87.0
73,211.0,27.0,21.0,0.0,0.0,81.0,96.0,86.0
75,201.0,26.0,0.0,0.0,0.0,80.0,97.0,90.0
71,200.0,42.0,0.0,0.0,0.0,80.0,92.0,89.0
69,192.0,28.0,8.0,0.0,0.0,80.0,94.0,89.0
73,258.0,39.0,41.0,0.0,1.0,80.0,97.0,87.0
74,230.0,41.0,44.0,6.0,7.0,80.0,88.0,86.0
76,217.0,26.0,18.0,0.0,0.0,79.0,91.0,85.0
68,160.0,25.0,0.0,0.0,0.0,79.0,95.0,88.0
73,185.0,35.0,34.0,3.0,3.0,79.0,96.0,84.0
72,191.0,29.0,29.0,1.0,1.0,79.0,95.0,88.0
73,216.0,27.0,0.0,0.0,0.0,79.0,98.0,84.0
71,184.0,23.0,0.0,0.0,0.0,79.0,96.0,88.0
72,200.0,36.0,0.0,0.0,0.0,79.0,90.0,88.0
73,222.0,32.0,35.0,0.0,1.0,78.0,93.0,87.0
73,214.0,25.0,0.0,0.0,0.0,78.0,91.0,83.0
70,190.0,26.0,0.0,0.0,0.0,78.0,96.0,84.0
77,195.0,26.0,0.0,0.0,0.0,78.0,91.0,83.0
74,214.0,31.0,0.0,0.0,0.0,78.0,90.0,83.0
75,205.0,26.0,0.0,0.0,0.0,77.0,91.0,82.0
74,214.0,27.0,11.0,0.0,0.0,77.0,90.0,82.0
73,207.0,32.0,33.0,0.0,0.0,77.0,94.0,84.0
72,217.0,35.0,0.0,0.0,0.0,77.0,89.0,82.0
71,197.0,29.0,0.0,0.0,0.0,77.0,85.0,87.0
72,190.0,35.0,0.0,0.0,0.0,76.0,94.0,85.0
76,210.0,32.0,0.0,0.0,0.0,76.0,96.0,85.0
74,205.0,32.0,0.0,0.0,0.0,76.0,88.0,81.0
72,215.0,26.0,0.0,0.0,0.0,76.0,93.0,84.0
74,221.0,37.0,27.0,0.0,0.0,76.0,85.0,81.0
75,200.0,26.0,0.0,0.0,0.0,76.0,95.0,82.0
74,205.0,30.0,0.0,0.0,0.0,76.0,97.0,84.0
73,215.0,33.0,37.0,2.0,4.0,76.0,94.0,82.0
75,188.0,27.0,0.0,0.0,0.0,76.0,93.0,81.0
71,200.0,31.0,0.0,0.0,0.0,75.0,88.0,84.0
69,167.0,22.0,22.0,0.0,1.0,75.0,91.0,86.0
72,195.0,27.0,6.0,0.0,0.0,75.0,88.0,80.0
73,202.0,24.0,0.0,0.0,0.0,75.0,93.0,84.0
76,219.0,23.0,0.0,0.0,0.0,75.0,93.0,81.0
74,220.0,27.0,0.0,0.0,0.0,75.0,91.0,80.0
69,206.0,27.0,20.0,0.0,0.0,74.0,94.0,82.0
76,221.0,24.0,17.0,0.0,0.0,74.0,88.0,79.0
72,190.0,25.0,0.0,0.0,0.0,74.0,94.0,81.0
71,190.0,25.0,0.0,0.0,0.0,74.0,91.0,78.0
74,203.0,26.0,22.0,0.0,0.0,74.0,94.0,81.0
77,229.0,23.0,14.0,0.0,0.0,73.0,91.0,76.0
71,228.0,26.0,0.0,0.0,0.0,73.0,89.0,76.0
72,202.0,22.0,12.0,0.0,0.0,73.0,96.0,80.0
73,203.0,23.0,0.0,0.0,0.0,73.0,92.0,80.0
73,211.0,32.0,23.0,0.0,1.0,72.0,88.0,75.0
74,206.0,24.0,5.0,0.0,0.0,72.0,95.0,75.0
76,209.0,25.0,0.0,0.0,0.0,72.0,91.0,75.0
76,199.0,22.0,25.0,0.0,0.0,72.0,91.0,82.0
70,187.0,27.0,14.0,1.0,1.0,72.0,94.0,79.0
74,195.0,22.0,0.0,0.0,0.0,71.0,89.0,79.0
72,190.0,23.0,0.0,0.0,0.0,71.0,88.0,86.0
74,215.0,25.0,0.0,0.0,0.0,70.0,90.0,77.0
73,200.0,27.0,0.0,0.0,0.0,70.0,95.0,77.0
73,204.0,25.0,0.0,0.0,0.0,69.0,87.0,76.0
70,182.0,27.0,0.0,0.0,0.0,66.0,90.0,83.0
0,0.0,0.0,0.0,0.0,0.0,86.0,98.0,98.0
0,0.0,0.0,0.0,0.0,0.0,86.0,97.0,97.0
