Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PTAK,PPWM,PFNM,PBSH,PPUR,PPRC,PHTP
0,0.0,0.0,16.0,0.0,0.0,70.0,62.0,73.0,61.0,87.0,75.0,82.0,73.0,64.0,82.0,72.0,66.0,50.0
0,0.0,0.0,22.0,0.0,0.0,70.0,75.0,85.0,67.0,92.0,64.0,82.0,81.0,49.0,83.0,88.0,44.0,69.0
0,0.0,0.0,0.0,0.0,0.0,70.0,62.0,75.0,62.0,89.0,69.0,82.0,75.0,59.0,81.0,70.0,74.0,66.0
0,0.0,0.0,0.0,0.0,0.0,70.0,63.0,83.0,62.0,87.0,58.0,74.0,82.0,64.0,76.0,78.0,49.0,74.0
0,0.0,0.0,22.0,0.0,0.0,70.0,81.0,87.0,75.0,71.0,53.0,77.0,85.0,57.0,74.0,90.0,63.0,66.0
0,0.0,0.0,17.0,0.0,0.0,70.0,69.0,80.0,68.0,89.0,66.0,74.0,81.0,48.0,80.0,74.0,77.0,75.0
0,0.0,0.0,0.0,0.0,0.0,70.0,57.0,68.0,60.0,88.0,70.0,75.0,81.0,45.0,79.0,69.0,68.0,65.0
0,0.0,0.0,8.0,0.0,0.0,70.0,82.0,88.0,77.0,74.0,65.0,65.0,84.0,63.0,64.0,77.0,55.0,82.0
0,0.0,0.0,6.0,0.0,0.0,70.0,69.0,79.0,74.0,75.0,71.0,75.0,81.0,57.0,66.0,78.0,67.0,65.0
0,0.0,0.0,0.0,0.0,0.0,70.0,39.0,53.0,48.0,95.0,78.0,80.0,75.0,38.0,88.0,62.0,68.0,60.0
0,0.0,0.0,28.0,0.0,0.0,70.0,68.0,77.0,62.0,78.0,62.0,78.0,81.0,44.0,88.0,82.0,75.0,92.0
0,0.0,0.0,8.0,0.0,0.0,69.0,69.0,80.0,70.0,80.0,67.0,77.0,79.0,52.0,82.0,73.0,65.0,72.0
0,0.0,0.0,33.0,0.0,0.0,69.0,60.0,74.0,54.0,87.0,68.0,77.0,77.0,43.0,80.0,73.0,69.0,58.0
0,0.0,0.0,0.0,0.0,0.0,69.0,66.0,75.0,65.0,81.0,74.0,77.0,79.0,52.0,75.0,67.0,74.0,55.0
0,0.0,0.0,22.0,0.0,0.0,69.0,78.0,84.0,74.0,78.0,46.0,73.0,74.0,88.0,73.0,69.0,52.0,81.0
0,0.0,0.0,0.0,0.0,0.0,69.0,74.0,81.0,66.0,74.0,65.0,74.0,55.0,83.0,74.0,84.0,67.0,70.0
0,0.0,0.0,2.0,0.0,0.0,69.0,75.0,92.0,72.0,83.0,40.0,77.0,74.0,87.0,79.0,74.0,38.0,80.0
0,0.0,0.0,0.0,0.0,0.0,69.0,64.0,78.0,59.0,85.0,72.0,79.0,75.0,65.0,82.0,69.0,55.0,55.0
0,0.0,0.0,1.0,0.0,0.0,69.0,79.0,87.0,71.0,86.0,44.0,81.0,84.0,64.0,80.0,78.0,43.0,94.0
0,0.0,0.0,0.0,0.0,0.0,69.0,60.0,72.0,61.0,86.0,67.0,72.0,78.0,55.0,72.0,79.0,66.0,60.0
0,0.0,0.0,1.0,0.0,0.0,69.0,74.0,69.0,64.0,90.0,68.0,87.0,78.0,40.0,82.0,75.0,64.0,79.0
0,0.0,0.0,13.0,0.0,0.0,69.0,74.0,69.0,64.0,90.0,68.0,87.0,78.0,40.0,82.0,75.0,64.0,79.0
0,0.0,0.0,5.0,0.0,0.0,69.0,57.0,70.0,53.0,91.0,62.0,87.0,73.0,42.0,87.0,66.0,60.0,66.0
0,0.0,0.0,0.0,0.0,0.0,69.0,65.0,83.0,62.0,81.0,63.0,71.0,85.0,62.0,73.0,71.0,49.0,72.0
0,0.0,0.0,0.0,0.0,0.0,69.0,74.0,81.0,72.0,80.0,60.0,76.0,85.0,53.0,75.0,77.0,55.0,74.0
0,0.0,0.0,2.0,0.0,0.0,69.0,83.0,76.0,73.0,73.0,40.0,74.0,88.0,67.0,85.0,83.0,54.0,69.0
0,0.0,0.0,0.0,0.0,0.0,69.0,75.0,72.0,74.0,69.0,58.0,83.0,82.0,59.0,68.0,84.0,73.0,86.0
0,0.0,0.0,18.0,0.0,0.0,69.0,66.0,74.0,66.0,89.0,65.0,82.0,78.0,42.0,86.0,83.0,69.0,81.0
0,0.0,0.0,2.0,0.0,0.0,69.0,56.0,71.0,50.0,86.0,65.0,76.0,80.0,44.0,83.0,82.0,65.0,64.0
0,0.0,0.0,28.0,0.0,0.0,69.0,64.0,84.0,63.0,91.0,65.0,73.0,76.0,50.0,74.0,83.0,49.0,75.0
0,0.0,0.0,4.0,0.0,0.0,68.0,61.0,77.0,62.0,84.0,62.0,73.0,80.0,65.0,74.0,72.0,47.0,50.0
0,0.0,0.0,7.0,0.0,0.0,68.0,65.0,69.0,53.0,90.0,59.0,76.0,74.0,40.0,92.0,73.0,68.0,72.0
0,0.0,0.0,34.0,0.0,0.0,68.0,74.0,79.0,66.0,80.0,47.0,82.0,85.0,56.0,83.0,88.0,49.0,76.0
0,0.0,0.0,0.0,0.0,0.0,68.0,75.0,80.0,76.0,74.0,65.0,77.0,75.0,50.0,76.0,82.0,62.0,79.0
0,0.0,0.0,4.0,0.0,0.0,68.0,68.0,90.0,66.0,82.0,56.0,84.0,82.0,49.0,73.0,85.0,56.0,64.0
0,0.0,0.0,5.0,0.0,0.0,68.0,54.0,78.0,60.0,90.0,47.0,78.0,67.0,76.0,83.0,78.0,50.0,65.0
0,0.0,0.0,17.0,0.0,0.0,68.0,73.0,86.0,76.0,78.0,61.0,70.0,63.0,82.0,64.0,77.0,53.0,74.0
0,0.0,0.0,7.0,0.0,0.0,68.0,55.0,78.0,62.0,92.0,68.0,80.0,74.0,58.0,80.0,71.0,65.0,70.0
0,0.0,0.0,25.0,0.0,0.0,67.0,56.0,70.0,54.0,88.0,69.0,78.0,72.0,45.0,73.0,66.0,65.0,70.0
0,0.0,0.0,2.0,0.0,0.0,67.0,79.0,82.0,73.0,72.0,56.0,75.0,78.0,54.0,75.0,65.0,68.0,75.0
0,0.0,0.0,5.0,0.0,0.0,67.0,55.0,73.0,56.0,92.0,58.0,77.0,81.0,37.0,89.0,77.0,54.0,76.0
0,0.0,0.0,0.0,0.0,0.0,67.0,71.0,82.0,74.0,77.0,54.0,73.0,76.0,62.0,74.0,87.0,64.0,70.0
0,0.0,0.0,14.0,0.0,0.0,67.0,70.0,80.0,67.0,84.0,66.0,74.0,78.0,64.0,71.0,70.0,50.0,77.0
0,0.0,0.0,21.0,0.0,0.0,67.0,59.0,88.0,57.0,80.0,66.0,75.0,84.0,43.0,78.0,76.0,54.0,74.0
0,0.0,0.0,3.0,0.0,0.0,67.0,75.0,76.0,69.0,76.0,55.0,72.0,73.0,82.0,67.0,84.0,50.0,66.0
0,0.0,0.0,1.0,0.0,0.0,67.0,76.0,80.0,73.0,69.0,60.0,74.0,61.0,77.0,66.0,82.0,57.0,79.0
0,0.0,0.0,0.0,0.0,0.0,67.0,74.0,91.0,70.0,80.0,58.0,69.0,84.0,66.0,68.0,77.0,45.0,62.0
0,0.0,0.0,14.0,0.0,0.0,67.0,74.0,82.0,71.0,77.0,68.0,71.0,69.0,79.0,57.0,80.0,50.0,65.0
0,0.0,0.0,7.0,0.0,0.0,66.0,64.0,83.0,58.0,90.0,48.0,83.0,81.0,48.0,70.0,77.0,61.0,88.0
0,0.0,0.0,2.0,0.0,0.0,66.0,49.0,68.0,53.0,93.0,54.0,84.0,82.0,30.0,92.0,75.0,57.0,65.0
0,0.0,0.0,0.0,0.0,0.0,66.0,65.0,73.0,64.0,82.0,57.0,85.0,85.0,38.0,84.0,65.0,74.0,80.0
0,0.0,0.0,0.0,0.0,0.0,66.0,63.0,70.0,61.0,82.0,75.0,77.0,73.0,45.0,80.0,73.0,80.0,69.0
0,0.0,0.0,50.0,0.0,1.0,66.0,83.0,81.0,73.0,82.0,44.0,74.0,83.0,64.0,77.0,72.0,44.0,71.0
0,0.0,0.0,8.0,0.0,0.0,66.0,69.0,82.0,65.0,87.0,51.0,70.0,77.0,60.0,65.0,82.0,62.0,75.0
0,0.0,0.0,5.0,0.0,0.0,66.0,53.0,74.0,51.0,90.0,61.0,80.0,73.0,42.0,84.0,79.0,50.0,67.0
0,0.0,0.0,26.0,0.0,0.0,66.0,67.0,79.0,65.0,84.0,61.0,81.0,76.0,49.0,69.0,75.0,56.0,66.0
0,0.0,0.0,0.0,0.0,0.0,66.0,71.0,75.0,68.0,88.0,56.0,80.0,74.0,48.0,67.0,75.0,66.0,64.0
0,0.0,0.0,0.0,0.0,0.0,66.0,71.0,75.0,68.0,88.0,56.0,80.0,74.0,48.0,67.0,75.0,66.0,64.0
0,0.0,0.0,0.0,0.0,0.0,66.0,71.0,75.0,68.0,88.0,56.0,80.0,74.0,48.0,67.0,75.0,66.0,64.0
0,0.0,0.0,8.0,0.0,0.0,66.0,71.0,75.0,68.0,88.0,56.0,80.0,74.0,48.0,67.0,75.0,66.0,64.0
0,0.0,0.0,6.0,0.0,0.0,66.0,71.0,75.0,68.0,88.0,56.0,80.0,74.0,48.0,67.0,75.0,66.0,64.0
0,0.0,0.0,0.0,0.0,0.0,66.0,60.0,76.0,63.0,79.0,65.0,80.0,75.0,66.0,69.0,63.0,65.0,60.0
0,0.0,0.0,0.0,0.0,0.0,66.0,67.0,74.0,68.0,79.0,53.0,82.0,77.0,57.0,74.0,62.0,70.0,70.0
0,0.0,0.0,1.0,0.0,0.0,65.0,67.0,83.0,64.0,85.0,64.0,70.0,66.0,62.0,64.0,78.0,51.0,70.0
0,0.0,0.0,0.0,0.0,0.0,65.0,50.0,68.0,48.0,91.0,53.0,81.0,82.0,44.0,88.0,64.0,50.0,75.0
0,0.0,0.0,0.0,0.0,0.0,65.0,62.0,66.0,64.0,81.0,50.0,73.0,66.0,73.0,85.0,77.0,54.0,66.0
0,0.0,0.0,0.0,0.0,0.0,65.0,62.0,66.0,64.0,81.0,50.0,73.0,66.0,73.0,85.0,77.0,54.0,66.0
0,0.0,0.0,0.0,0.0,0.0,65.0,62.0,66.0,64.0,81.0,50.0,73.0,66.0,73.0,85.0,77.0,54.0,66.0
0,0.0,0.0,10.0,0.0,0.0,65.0,62.0,66.0,64.0,81.0,50.0,73.0,66.0,73.0,85.0,77.0,54.0,66.0
0,0.0,0.0,0.0,0.0,0.0,65.0,68.0,82.0,65.0,79.0,64.0,76.0,76.0,54.0,72.0,76.0,39.0,72.0
0,0.0,0.0,15.0,0.0,0.0,65.0,73.0,85.0,71.0,75.0,49.0,79.0,54.0,75.0,81.0,72.0,65.0,66.0
0,0.0,0.0,0.0,0.0,0.0,65.0,74.0,82.0,74.0,70.0,58.0,74.0,55.0,82.0,68.0,74.0,55.0,75.0
0,0.0,0.0,3.0,0.0,0.0,65.0,50.0,78.0,53.0,92.0,66.0,64.0,80.0,50.0,65.0,64.0,61.0,70.0
0,0.0,0.0,12.0,0.0,0.0,65.0,75.0,66.0,64.0,80.0,60.0,69.0,82.0,62.0,77.0,74.0,50.0,80.0
0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,75.0,63.0,84.0,61.0,70.0,73.0,54.0,74.0,58.0,64.0,62.0
0,0.0,0.0,0.0,0.0,0.0,65.0,80.0,77.0,73.0,75.0,59.0,71.0,76.0,62.0,70.0,69.0,50.0,73.0
0,0.0,0.0,1.0,0.0,0.0,65.0,69.0,84.0,68.0,77.0,55.0,77.0,86.0,65.0,69.0,64.0,33.0,78.0
0,0.0,0.0,10.0,0.0,0.0,65.0,55.0,85.0,62.0,93.0,43.0,83.0,87.0,40.0,88.0,72.0,37.0,84.0
0,0.0,0.0,6.0,0.0,0.0,65.0,64.0,86.0,68.0,90.0,43.0,74.0,76.0,54.0,75.0,80.0,55.0,80.0
0,0.0,0.0,6.0,0.0,0.0,65.0,75.0,85.0,72.0,65.0,55.0,64.0,64.0,84.0,65.0,79.0,56.0,71.0
0,0.0,0.0,1.0,0.0,0.0,65.0,75.0,85.0,72.0,65.0,55.0,64.0,64.0,84.0,65.0,79.0,56.0,71.0
0,0.0,0.0,0.0,0.0,0.0,65.0,55.0,76.0,58.0,88.0,65.0,78.0,81.0,45.0,79.0,52.0,35.0,50.0
0,0.0,0.0,9.0,0.0,0.0,65.0,55.0,76.0,58.0,88.0,65.0,78.0,81.0,45.0,79.0,52.0,35.0,50.0
0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,87.0,75.0,65.0,46.0,77.0,74.0,76.0,62.0,88.0,38.0,83.0
0,0.0,0.0,0.0,0.0,0.0,64.0,75.0,77.0,66.0,69.0,55.0,69.0,69.0,83.0,72.0,75.0,46.0,70.0
0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,84.0,72.0,66.0,56.0,68.0,67.0,76.0,66.0,81.0,60.0,65.0
0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,84.0,72.0,66.0,56.0,68.0,67.0,76.0,66.0,81.0,60.0,65.0
0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,84.0,72.0,66.0,56.0,68.0,67.0,76.0,66.0,81.0,60.0,65.0
0,0.0,0.0,1.0,0.0,0.0,64.0,64.0,78.0,58.0,82.0,51.0,78.0,77.0,52.0,81.0,71.0,54.0,64.0
0,0.0,0.0,0.0,0.0,0.0,64.0,56.0,69.0,63.0,93.0,46.0,82.0,68.0,44.0,87.0,60.0,66.0,65.0
0,0.0,0.0,0.0,0.0,0.0,64.0,66.0,76.0,65.0,83.0,64.0,77.0,79.0,48.0,78.0,73.0,52.0,74.0
0,0.0,0.0,0.0,0.0,0.0,64.0,63.0,77.0,64.0,85.0,57.0,74.0,76.0,42.0,77.0,71.0,60.0,70.0
0,0.0,0.0,0.0,0.0,0.0,64.0,56.0,68.0,53.0,92.0,58.0,76.0,80.0,40.0,82.0,65.0,43.0,78.0
0,0.0,0.0,13.0,0.0,0.0,64.0,61.0,72.0,57.0,87.0,48.0,75.0,85.0,55.0,82.0,74.0,37.0,68.0
0,0.0,0.0,0.0,0.0,0.0,64.0,61.0,72.0,57.0,87.0,48.0,75.0,85.0,55.0,82.0,74.0,37.0,68.0
0,0.0,0.0,0.0,0.0,0.0,64.0,67.0,80.0,64.0,81.0,53.0,72.0,78.0,60.0,67.0,79.0,57.0,66.0
0,0.0,0.0,0.0,0.0,0.0,64.0,75.0,79.0,69.0,84.0,46.0,82.0,85.0,48.0,74.0,73.0,55.0,85.0
0,0.0,0.0,17.0,0.0,0.0,64.0,74.0,87.0,72.0,76.0,48.0,71.0,86.0,66.0,66.0,72.0,46.0,69.0
0,0.0,0.0,0.0,0.0,0.0,64.0,66.0,72.0,60.0,87.0,50.0,78.0,76.0,56.0,74.0,66.0,49.0,71.0
0,0.0,0.0,0.0,0.0,0.0,64.0,70.0,84.0,68.0,77.0,53.0,74.0,64.0,77.0,66.0,72.0,52.0,65.0
0,0.0,0.0,0.0,0.0,0.0,64.0,70.0,77.0,69.0,78.0,52.0,72.0,82.0,64.0,75.0,73.0,49.0,75.0
0,0.0,0.0,1.0,0.0,0.0,63.0,61.0,84.0,58.0,85.0,51.0,72.0,81.0,48.0,69.0,70.0,58.0,67.0
0,0.0,0.0,0.0,0.0,0.0,63.0,61.0,84.0,58.0,85.0,51.0,72.0,81.0,48.0,69.0,70.0,58.0,67.0
0,0.0,0.0,14.0,0.0,0.0,63.0,77.0,89.0,82.0,73.0,56.0,65.0,57.0,78.0,60.0,82.0,45.0,78.0
0,0.0,0.0,0.0,0.0,0.0,63.0,67.0,76.0,65.0,84.0,54.0,74.0,79.0,54.0,75.0,69.0,63.0,76.0
0,0.0,0.0,4.0,0.0,0.0,63.0,67.0,81.0,68.0,89.0,65.0,70.0,76.0,50.0,79.0,75.0,46.0,68.0
0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,79.0,65.0,84.0,55.0,75.0,76.0,52.0,78.0,71.0,60.0,72.0
0,0.0,0.0,0.0,0.0,0.0,63.0,67.0,81.0,68.0,83.0,57.0,77.0,75.0,53.0,82.0,64.0,56.0,66.0
0,0.0,0.0,17.0,0.0,0.0,63.0,75.0,88.0,80.0,64.0,44.0,70.0,67.0,81.0,57.0,79.0,73.0,50.0
0,0.0,0.0,6.0,0.0,0.0,63.0,74.0,84.0,68.0,75.0,50.0,76.0,63.0,83.0,58.0,66.0,59.0,55.0
0,0.0,0.0,0.0,0.0,0.0,63.0,74.0,86.0,78.0,77.0,51.0,72.0,70.0,65.0,76.0,75.0,45.0,70.0
0,0.0,0.0,0.0,0.0,0.0,63.0,73.0,84.0,77.0,72.0,49.0,77.0,64.0,81.0,66.0,78.0,42.0,74.0
0,0.0,0.0,6.0,0.0,0.0,63.0,69.0,71.0,60.0,85.0,52.0,74.0,76.0,49.0,74.0,81.0,49.0,71.0
0,0.0,0.0,0.0,0.0,0.0,63.0,64.0,74.0,62.0,87.0,53.0,75.0,75.0,44.0,83.0,65.0,41.0,70.0
0,0.0,0.0,0.0,0.0,0.0,63.0,74.0,76.0,69.0,73.0,48.0,76.0,77.0,64.0,76.0,68.0,55.0,70.0
0,0.0,0.0,0.0,0.0,0.0,63.0,62.0,74.0,55.0,93.0,51.0,77.0,71.0,37.0,84.0,58.0,55.0,71.0
0,0.0,0.0,0.0,0.0,0.0,63.0,52.0,70.0,48.0,92.0,46.0,70.0,80.0,64.0,80.0,56.0,44.0,68.0
0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,72.0,56.0,77.0,63.0,68.0,77.0,47.0,75.0,67.0,52.0,75.0
0,0.0,0.0,0.0,0.0,0.0,62.0,67.0,87.0,75.0,80.0,35.0,69.0,76.0,85.0,65.0,79.0,39.0,84.0
0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,66.0,63.0,85.0,46.0,77.0,73.0,55.0,77.0,65.0,61.0,66.0
0,0.0,0.0,0.0,0.0,0.0,62.0,77.0,74.0,69.0,78.0,46.0,72.0,75.0,66.0,69.0,74.0,53.0,72.0
0,0.0,0.0,0.0,0.0,0.0,62.0,63.0,69.0,61.0,85.0,59.0,76.0,79.0,35.0,68.0,65.0,72.0,65.0
0,0.0,0.0,2.0,0.0,0.0,62.0,55.0,65.0,62.0,87.0,47.0,77.0,78.0,55.0,75.0,62.0,54.0,65.0
0,0.0,0.0,3.0,0.0,0.0,62.0,67.0,74.0,66.0,81.0,56.0,78.0,82.0,46.0,80.0,83.0,54.0,65.0
0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,73.0,61.0,80.0,61.0,71.0,70.0,61.0,66.0,75.0,44.0,66.0
0,0.0,0.0,0.0,0.0,0.0,62.0,63.0,74.0,64.0,84.0,60.0,74.0,76.0,49.0,67.0,80.0,40.0,75.0
0,0.0,0.0,41.0,0.0,1.0,62.0,70.0,84.0,74.0,73.0,49.0,76.0,62.0,82.0,64.0,72.0,57.0,67.0
0,0.0,0.0,18.0,0.0,0.0,62.0,73.0,78.0,64.0,67.0,55.0,75.0,76.0,44.0,77.0,74.0,66.0,74.0
0,0.0,0.0,0.0,0.0,0.0,62.0,47.0,71.0,52.0,76.0,58.0,76.0,82.0,53.0,72.0,69.0,65.0,72.0
0,0.0,0.0,0.0,0.0,0.0,62.0,72.0,84.0,65.0,74.0,45.0,75.0,80.0,62.0,66.0,81.0,55.0,64.0
0,0.0,0.0,15.0,0.0,0.0,62.0,68.0,74.0,65.0,82.0,64.0,72.0,75.0,49.0,73.0,69.0,64.0,72.0
0,0.0,0.0,2.0,0.0,0.0,62.0,70.0,85.0,66.0,89.0,43.0,68.0,82.0,56.0,78.0,69.0,52.0,74.0
0,0.0,0.0,45.0,0.0,1.0,61.0,71.0,85.0,66.0,77.0,43.0,85.0,83.0,46.0,81.0,69.0,48.0,72.0
0,0.0,0.0,0.0,0.0,0.0,61.0,64.0,72.0,63.0,88.0,51.0,77.0,73.0,37.0,85.0,65.0,43.0,61.0
0,0.0,0.0,0.0,0.0,0.0,61.0,64.0,82.0,68.0,89.0,48.0,79.0,64.0,52.0,68.0,72.0,46.0,84.0
0,0.0,0.0,1.0,0.0,0.0,61.0,65.0,63.0,56.0,87.0,49.0,74.0,78.0,49.0,77.0,63.0,54.0,70.0
0,0.0,0.0,6.0,0.0,0.0,61.0,74.0,77.0,69.0,71.0,49.0,73.0,87.0,60.0,64.0,80.0,47.0,74.0
0,0.0,0.0,1.0,0.0,0.0,61.0,64.0,87.0,68.0,77.0,44.0,75.0,72.0,78.0,66.0,64.0,39.0,82.0
0,0.0,0.0,0.0,0.0,0.0,61.0,70.0,73.0,63.0,85.0,57.0,75.0,82.0,53.0,61.0,79.0,49.0,70.0
0,0.0,0.0,1.0,0.0,0.0,61.0,74.0,79.0,65.0,81.0,44.0,72.0,76.0,54.0,63.0,71.0,70.0,72.0
0,0.0,0.0,0.0,0.0,0.0,60.0,69.0,70.0,65.0,72.0,49.0,78.0,81.0,48.0,83.0,74.0,54.0,72.0
0,0.0,0.0,0.0,0.0,0.0,60.0,61.0,72.0,64.0,71.0,62.0,69.0,75.0,45.0,73.0,74.0,67.0,63.0
0,0.0,0.0,6.0,0.0,0.0,60.0,70.0,82.0,68.0,84.0,38.0,73.0,74.0,47.0,83.0,74.0,45.0,75.0
0,0.0,0.0,0.0,0.0,0.0,60.0,68.0,76.0,70.0,79.0,39.0,82.0,75.0,51.0,81.0,72.0,43.0,66.0
0,0.0,0.0,1.0,0.0,0.0,60.0,66.0,82.0,69.0,85.0,39.0,72.0,64.0,81.0,65.0,66.0,42.0,70.0
0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,65.0,55.0,88.0,50.0,78.0,84.0,42.0,76.0,52.0,47.0,65.0
0,0.0,0.0,0.0,0.0,0.0,60.0,65.0,75.0,62.0,82.0,52.0,69.0,71.0,55.0,72.0,77.0,44.0,66.0
0,0.0,0.0,54.0,0.0,1.0,60.0,59.0,77.0,66.0,82.0,39.0,79.0,83.0,51.0,82.0,67.0,39.0,88.0
0,0.0,0.0,0.0,0.0,0.0,60.0,63.0,72.0,65.0,88.0,52.0,75.0,80.0,62.0,69.0,72.0,56.0,66.0
0,0.0,0.0,0.0,0.0,0.0,60.0,67.0,82.0,68.0,79.0,41.0,82.0,73.0,45.0,85.0,74.0,45.0,82.0
0,0.0,0.0,0.0,0.0,0.0,60.0,57.0,66.0,55.0,84.0,52.0,73.0,72.0,54.0,78.0,59.0,44.0,72.0
0,0.0,0.0,0.0,0.0,0.0,59.0,62.0,80.0,66.0,80.0,62.0,72.0,65.0,54.0,57.0,75.0,44.0,70.0
0,0.0,0.0,0.0,0.0,0.0,59.0,63.0,71.0,71.0,82.0,49.0,71.0,77.0,51.0,72.0,62.0,45.0,73.0
0,0.0,0.0,0.0,0.0,0.0,59.0,43.0,64.0,46.0,91.0,38.0,75.0,71.0,54.0,84.0,56.0,69.0,66.0
0,0.0,0.0,63.0,0.0,0.0,59.0,68.0,67.0,62.0,84.0,57.0,84.0,73.0,42.0,80.0,84.0,40.0,86.0
0,0.0,0.0,0.0,0.0,0.0,59.0,62.0,77.0,64.0,83.0,54.0,67.0,80.0,46.0,65.0,67.0,49.0,68.0
0,0.0,0.0,34.0,0.0,0.0,59.0,54.0,66.0,48.0,94.0,57.0,78.0,78.0,65.0,85.0,66.0,45.0,52.0
0,0.0,0.0,0.0,0.0,0.0,59.0,66.0,68.0,73.0,75.0,47.0,72.0,64.0,77.0,62.0,76.0,72.0,82.0
0,0.0,0.0,0.0,0.0,0.0,58.0,85.0,80.0,77.0,71.0,44.0,64.0,56.0,80.0,62.0,67.0,55.0,65.0
0,0.0,0.0,0.0,0.0,0.0,58.0,67.0,76.0,64.0,80.0,42.0,72.0,78.0,54.0,65.0,74.0,51.0,68.0
0,0.0,0.0,0.0,0.0,0.0,58.0,60.0,70.0,57.0,90.0,37.0,77.0,78.0,45.0,76.0,64.0,50.0,72.0
0,0.0,0.0,0.0,0.0,0.0,58.0,74.0,73.0,76.0,66.0,54.0,65.0,57.0,74.0,83.0,77.0,35.0,65.0
0,0.0,0.0,0.0,0.0,0.0,58.0,69.0,84.0,71.0,77.0,49.0,65.0,79.0,45.0,68.0,75.0,59.0,70.0
0,0.0,0.0,0.0,0.0,0.0,58.0,72.0,76.0,68.0,83.0,54.0,79.0,81.0,37.0,69.0,84.0,39.0,69.0
0,0.0,0.0,3.0,0.0,0.0,58.0,78.0,86.0,74.0,65.0,60.0,65.0,45.0,82.0,49.0,82.0,45.0,60.0
0,0.0,0.0,0.0,0.0,0.0,57.0,49.0,66.0,54.0,87.0,44.0,73.0,74.0,49.0,76.0,69.0,49.0,55.0
0,0.0,0.0,0.0,0.0,0.0,56.0,66.0,75.0,58.0,81.0,42.0,72.0,75.0,40.0,77.0,66.0,48.0,62.0
0,0.0,0.0,0.0,0.0,0.0,56.0,62.0,74.0,65.0,76.0,56.0,73.0,75.0,38.0,65.0,66.0,51.0,60.0
0,0.0,0.0,0.0,0.0,0.0,56.0,48.0,74.0,52.0,92.0,44.0,69.0,75.0,38.0,81.0,66.0,37.0,73.0
0,0.0,0.0,0.0,0.0,0.0,56.0,67.0,82.0,63.0,82.0,56.0,69.0,73.0,46.0,74.0,65.0,51.0,66.0
0,0.0,0.0,0.0,0.0,0.0,56.0,49.0,57.0,54.0,90.0,56.0,68.0,72.0,41.0,75.0,55.0,42.0,65.0
0,0.0,0.0,0.0,0.0,0.0,55.0,69.0,76.0,63.0,78.0,49.0,67.0,80.0,42.0,68.0,66.0,60.0,60.0
0,0.0,0.0,0.0,0.0,0.0,54.0,69.0,76.0,72.0,74.0,49.0,76.0,67.0,52.0,64.0,73.0,53.0,70.0
0,0.0,0.0,0.0,0.0,0.0,54.0,45.0,66.0,56.0,86.0,44.0,72.0,72.0,35.0,83.0,66.0,49.0,58.0
0,0.0,0.0,0.0,0.0,0.0,54.0,77.0,85.0,74.0,67.0,43.0,66.0,74.0,59.0,62.0,80.0,32.0,72.0
0,0.0,0.0,0.0,0.0,0.0,53.0,83.0,77.0,75.0,74.0,39.0,64.0,62.0,76.0,55.0,69.0,43.0,65.0
0,0.0,0.0,0.0,0.0,0.0,53.0,58.0,66.0,64.0,84.0,48.0,73.0,76.0,47.0,66.0,82.0,55.0,65.0
0,0.0,0.0,0.0,0.0,0.0,53.0,64.0,75.0,68.0,84.0,47.0,64.0,79.0,55.0,75.0,54.0,42.0,72.0
0,0.0,0.0,0.0,0.0,0.0,52.0,54.0,72.0,53.0,85.0,35.0,71.0,61.0,55.0,74.0,67.0,41.0,70.0
0,0.0,0.0,0.0,0.0,0.0,52.0,69.0,73.0,67.0,73.0,40.0,74.0,74.0,55.0,70.0,65.0,40.0,66.0
0,0.0,0.0,0.0,0.0,0.0,52.0,84.0,76.0,78.0,79.0,35.0,64.0,74.0,49.0,72.0,61.0,34.0,75.0
0,0.0,0.0,0.0,0.0,0.0,52.0,90.0,84.0,81.0,62.0,48.0,65.0,54.0,60.0,63.0,66.0,35.0,65.0
0,0.0,0.0,0.0,0.0,0.0,49.0,55.0,62.0,52.0,81.0,49.0,84.0,76.0,37.0,80.0,63.0,50.0,54.0
0,0.0,24.0,110.0,5.0,5.0,99.0,77.0,0.0,75.0,0.0,85.0,95.0,99.0,0.0,98.0,96.0,85.0,84.0
0,0.0,25.0,89.0,2.0,8.0,97.0,73.0,0.0,69.0,0.0,85.0,90.0,99.0,0.0,93.0,96.0,84.0,65.0
0,0.0,31.0,0.0,0.0,0.0,97.0,84.0,0.0,85.0,0.0,85.0,88.0,69.0,0.0,75.0,95.0,81.0,87.0
0,0.0,31.0,100.0,4.0,9.0,94.0,84.0,0.0,84.0,0.0,85.0,72.0,93.0,0.0,72.0,85.0,84.0,85.0
0,0.0,33.0,101.0,1.0,5.0,94.0,73.0,0.0,68.0,0.0,97.0,92.0,84.0,0.0,96.0,95.0,96.0,75.0
