Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PCTH,PSPC,PCIT,PSRR,PMRR,PDRR,PREL,PJMP,PCOD
0,0.0,0.0,47.0,0.0,0.0,65.0,93.0,91.0,90.0,56.0,41.0,77.0,78.0,69.0,0,0,0,82.0,94.0,0
0,0.0,0.0,7.0,0.0,0.0,65.0,93.0,91.0,90.0,56.0,41.0,77.0,78.0,69.0,0,0,0,82.0,94.0,0
0,0.0,0.0,43.0,0.0,0.0,65.0,94.0,90.0,88.0,41.0,58.0,76.0,74.0,77.0,0,0,0,46.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,94.0,90.0,88.0,41.0,58.0,76.0,74.0,77.0,0,0,0,46.0,88.0,0
0,0.0,0.0,36.0,0.0,0.0,65.0,94.0,90.0,88.0,41.0,58.0,76.0,74.0,77.0,0,0,0,46.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,90.0,92.0,88.0,54.0,55.0,77.0,74.0,75.0,0,0,0,55.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,92.0,89.0,85.0,60.0,61.0,73.0,81.0,65.0,0,0,0,76.0,90.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,90.0,92.0,88.0,54.0,48.0,77.0,73.0,75.0,0,0,0,71.0,87.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,89.0,84.0,87.0,58.0,60.0,76.0,80.0,67.0,0,0,0,72.0,93.0,0
0,0.0,0.0,6.0,0.0,0.0,65.0,90.0,92.0,89.0,60.0,49.0,76.0,72.0,76.0,0,0,0,56.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,87.0,92.0,93.0,35.0,61.0,81.0,83.0,72.0,0,0,0,45.0,82.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,88.0,84.0,88.0,72.0,49.0,74.0,79.0,81.0,0,0,0,77.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,88.0,84.0,88.0,72.0,49.0,74.0,79.0,81.0,0,0,0,77.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,92.0,94.0,89.0,44.0,57.0,76.0,76.0,69.0,0,0,0,49.0,91.0,0
0,0.0,0.0,2.0,0.0,0.0,65.0,92.0,94.0,96.0,42.0,52.0,73.0,77.0,80.0,0,0,0,58.0,89.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,96.0,93.0,87.0,67.0,51.0,71.0,74.0,64.0,0,0,0,67.0,94.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,83.0,87.0,90.0,44.0,49.0,83.0,69.0,87.0,0,0,0,48.0,82.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,91.0,85.0,83.0,63.0,52.0,72.0,78.0,73.0,0,0,0,74.0,87.0,0
0,0.0,0.0,1.0,0.0,0.0,64.0,88.0,87.0,87.0,50.0,50.0,82.0,79.0,84.0,0,0,0,65.0,89.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,93.0,90.0,88.0,55.0,52.0,76.0,75.0,69.0,0,0,0,67.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,84.0,79.0,83.0,52.0,51.0,76.0,65.0,82.0,0,0,0,80.0,82.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,84.0,89.0,88.0,45.0,67.0,82.0,76.0,78.0,0,0,0,37.0,75.0,0
0,0.0,0.0,13.0,0.0,0.0,64.0,91.0,87.0,84.0,64.0,48.0,76.0,74.0,80.0,0,0,0,79.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,85.0,83.0,81.0,68.0,45.0,73.0,73.0,84.0,0,0,0,82.0,89.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,87.0,88.0,87.0,52.0,60.0,73.0,75.0,71.0,0,0,0,67.0,87.0,0
0,0.0,0.0,0.0,0.0,0.0,64.0,87.0,92.0,93.0,42.0,53.0,85.0,83.0,65.0,0,0,0,50.0,86.0,0
0,0.0,0.0,10.0,0.0,0.0,64.0,87.0,92.0,93.0,42.0,53.0,85.0,83.0,65.0,0,0,0,50.0,86.0,0
0,0.0,0.0,1.0,0.0,0.0,64.0,95.0,93.0,86.0,54.0,53.0,73.0,69.0,74.0,0,0,0,65.0,91.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,85.0,84.0,81.0,69.0,54.0,72.0,85.0,77.0,0,0,0,86.0,92.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,86.0,87.0,88.0,72.0,42.0,72.0,76.0,69.0,0,0,0,72.0,89.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,94.0,93.0,87.0,55.0,60.0,74.0,76.0,66.0,0,0,0,52.0,89.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,93.0,82.0,87.0,59.0,51.0,72.0,82.0,77.0,0,0,0,73.0,85.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,86.0,85.0,88.0,57.0,49.0,76.0,78.0,83.0,0,0,0,70.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,90.0,91.0,88.0,55.0,50.0,69.0,74.0,66.0,0,0,0,67.0,96.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,87.0,93.0,88.0,35.0,62.0,75.0,65.0,69.0,0,0,0,48.0,82.0,0
0,0.0,0.0,38.0,0.0,0.0,63.0,94.0,94.0,89.0,52.0,46.0,73.0,83.0,69.0,0,0,0,73.0,82.0,0
0,0.0,0.0,3.0,0.0,0.0,63.0,94.0,94.0,89.0,52.0,46.0,73.0,83.0,69.0,0,0,0,73.0,82.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,90.0,90.0,87.0,63.0,50.0,72.0,73.0,74.0,0,0,0,75.0,91.0,0
0,0.0,0.0,2.0,0.0,0.0,63.0,93.0,94.0,93.0,71.0,48.0,74.0,82.0,77.0,0,0,0,55.0,90.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,91.0,87.0,84.0,62.0,55.0,72.0,65.0,72.0,0,0,0,74.0,89.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,87.0,85.0,82.0,74.0,46.0,82.0,84.0,81.0,0,0,0,67.0,84.0,0
0,0.0,0.0,8.0,0.0,0.0,63.0,87.0,85.0,82.0,74.0,46.0,82.0,84.0,81.0,0,0,0,67.0,84.0,0
0,0.0,0.0,0.0,0.0,0.0,63.0,94.0,89.0,88.0,45.0,55.0,78.0,84.0,81.0,0,0,0,45.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,96.0,92.0,83.0,68.0,49.0,75.0,59.0,76.0,0,0,0,69.0,95.0,0
0,0.0,0.0,1.0,0.0,0.0,62.0,88.0,91.0,90.0,45.0,50.0,80.0,82.0,75.0,0,0,0,45.0,82.0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,90.0,87.0,86.0,65.0,56.0,72.0,72.0,64.0,0,0,0,77.0,91.0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,91.0,88.0,90.0,52.0,52.0,74.0,63.0,75.0,0,0,0,47.0,91.0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,83.0,88.0,89.0,63.0,50.0,75.0,76.0,79.0,0,0,0,67.0,81.0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,84.0,87.0,86.0,48.0,64.0,78.0,69.0,77.0,0,0,0,43.0,75.0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,84.0,90.0,87.0,50.0,67.0,78.0,76.0,73.0,0,0,0,40.0,76.0,0
0,0.0,0.0,1.0,0.0,0.0,62.0,88.0,86.0,83.0,52.0,45.0,78.0,72.0,83.0,0,0,0,86.0,79.0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,91.0,81.0,83.0,51.0,59.0,76.0,82.0,76.0,0,0,0,64.0,84.0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,91.0,92.0,89.0,52.0,52.0,74.0,69.0,84.0,0,0,0,47.0,82.0,0
0,0.0,0.0,0.0,0.0,0.0,61.0,93.0,92.0,90.0,42.0,55.0,73.0,74.0,65.0,0,0,0,40.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,61.0,93.0,94.0,90.0,39.0,52.0,79.0,75.0,63.0,0,0,0,44.0,97.0,0
0,0.0,0.0,0.0,0.0,0.0,61.0,93.0,91.0,88.0,46.0,49.0,71.0,79.0,69.0,0,0,0,73.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,61.0,90.0,85.0,91.0,63.0,50.0,69.0,63.0,75.0,0,0,0,73.0,93.0,0
0,0.0,0.0,0.0,0.0,0.0,61.0,92.0,85.0,88.0,58.0,46.0,71.0,74.0,80.0,0,0,0,66.0,83.0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,90.0,84.0,86.0,63.0,54.0,74.0,81.0,65.0,0,0,0,66.0,88.0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,86.0,88.0,91.0,62.0,56.0,70.0,73.0,64.0,0,0,0,74.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,86.0,88.0,84.0,57.0,45.0,78.0,81.0,77.0,0,0,0,60.0,87.0,0
0,0.0,0.0,22.0,0.0,0.0,59.0,87.0,93.0,91.0,43.0,51.0,72.0,66.0,72.0,0,0,0,43.0,91.0,0
0,0.0,0.0,6.0,0.0,0.0,58.0,90.0,87.0,89.0,63.0,48.0,71.0,62.0,70.0,0,0,0,74.0,91.0,0
0,0.0,0.0,2.0,0.0,0.0,58.0,90.0,87.0,89.0,63.0,48.0,71.0,62.0,70.0,0,0,0,74.0,91.0,0
0,0.0,0.0,0.0,0.0,0.0,58.0,91.0,93.0,88.0,39.0,49.0,73.0,68.0,66.0,0,0,0,44.0,98.0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,96.0,95.0,87.0,50.0,54.0,68.0,68.0,65.0,0,0,0,47.0,86.0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,93.0,88.0,87.0,61.0,42.0,71.0,64.0,69.0,0,0,0,57.0,90.0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,95.0,95.0,88.0,60.0,40.0,65.0,63.0,74.0,0,0,0,47.0,97.0,0
0,0.0,0.0,0.0,0.0,0.0,55.0,92.0,90.0,88.0,72.0,40.0,72.0,73.0,59.0,0,0,0,55.0,94.0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,95.0,94.0,90.0,37.0,51.0,67.0,57.0,63.0,0,0,0,39.0,88.0,0
70,186.0,0.0,0.0,0.0,0.0,97.0,90.0,91.0,97.0,49.0,96.0,99.0,0.0,98.0,0,0,0,86.0,85.0,0
70,186.0,0.0,92.0,4.0,7.0,97.0,90.0,91.0,97.0,49.0,96.0,99.0,0.0,98.0,0,0,0,86.0,85.0,0
74,220.0,0.0,61.0,1.0,3.0,96.0,89.0,90.0,97.0,74.0,90.0,98.0,0.0,97.0,0,0,0,87.0,98.0,0
77,236.0,0.0,78.0,3.0,6.0,95.0,89.0,89.0,93.0,78.0,91.0,97.0,0.0,91.0,0,0,0,98.0,98.0,0
75,220.0,0.0,101.0,2.0,7.0,94.0,92.0,92.0,94.0,74.0,82.0,94.0,0.0,94.0,0,0,0,98.0,96.0,0
71,198.0,0.0,0.0,0.0,0.0,94.0,92.0,93.0,98.0,49.0,82.0,97.0,0.0,90.0,0,0,0,89.0,91.0,0
75,229.0,0.0,69.0,0.0,5.0,93.0,90.0,92.0,94.0,77.0,88.0,94.0,0.0,92.0,0,0,0,97.0,95.0,0
75,217.0,0.0,73.0,0.0,1.0,93.0,87.0,90.0,89.0,68.0,96.0,96.0,0.0,95.0,0,0,0,91.0,83.0,0
76,207.0,0.0,77.0,0.0,7.0,92.0,87.0,89.0,94.0,69.0,87.0,94.0,0.0,90.0,0,0,0,95.0,97.0,0
70,192.0,0.0,64.0,0.0,1.0,91.0,88.0,89.0,97.0,53.0,87.0,94.0,0.0,96.0,0,0,0,83.0,86.0,0
75,216.0,0.0,48.0,0.0,1.0,90.0,88.0,85.0,87.0,79.0,82.0,93.0,0.0,97.0,0,0,0,98.0,91.0,0
71,180.0,0.0,63.0,0.0,2.0,89.0,89.0,92.0,94.0,42.0,89.0,93.0,0.0,87.0,0,0,0,81.0,92.0,0
69,178.0,0.0,72.0,0.0,4.0,89.0,92.0,91.0,96.0,40.0,87.0,93.0,0.0,87.0,0,0,0,79.0,86.0,0
76,230.0,0.0,83.0,1.0,6.0,89.0,82.0,84.0,88.0,79.0,92.0,90.0,0.0,96.0,0,0,0,99.0,92.0,0
76,230.0,0.0,30.0,0.0,0.0,89.0,82.0,84.0,88.0,79.0,92.0,90.0,0.0,96.0,0,0,0,99.0,92.0,0
70,200.0,0.0,61.0,0.0,0.0,89.0,84.0,90.0,90.0,62.0,90.0,95.0,0.0,94.0,0,0,0,79.0,84.0,0
73,220.0,0.0,86.0,0.0,3.0,88.0,77.0,82.0,84.0,81.0,95.0,91.0,0.0,99.0,0,0,0,95.0,86.0,0
72,198.0,0.0,50.0,0.0,0.0,88.0,87.0,87.0,93.0,57.0,87.0,93.0,0.0,88.0,0,0,0,78.0,87.0,0
70,195.0,0.0,0.0,0.0,0.0,88.0,88.0,91.0,95.0,59.0,85.0,92.0,0.0,88.0,0,0,0,74.0,91.0,0
70,195.0,0.0,58.0,0.0,1.0,88.0,88.0,91.0,95.0,59.0,85.0,92.0,0.0,88.0,0,0,0,74.0,91.0,0
70,178.0,0.0,75.0,0.0,3.0,88.0,92.0,93.0,97.0,43.0,88.0,92.0,0.0,77.0,0,0,0,75.0,87.0,0
73,207.0,0.0,82.0,3.0,5.0,88.0,85.0,87.0,88.0,66.0,83.0,93.0,0.0,96.0,0,0,0,92.0,91.0,0
75,225.0,0.0,0.0,0.0,0.0,87.0,90.0,89.0,92.0,69.0,70.0,90.0,0.0,90.0,0,0,0,92.0,90.0,0
77,231.0,0.0,24.0,0.0,0.0,87.0,87.0,90.0,88.0,73.0,74.0,92.0,0.0,93.0,0,0,0,96.0,93.0,0
77,231.0,0.0,1.0,0.0,0.0,87.0,87.0,90.0,88.0,73.0,74.0,92.0,0.0,93.0,0,0,0,96.0,93.0,0
77,231.0,0.0,79.0,0.0,6.0,87.0,87.0,90.0,88.0,73.0,74.0,92.0,0.0,93.0,0,0,0,96.0,93.0,0
75,218.0,0.0,93.0,1.0,11.0,87.0,82.0,86.0,86.0,75.0,95.0,93.0,0.0,88.0,0,0,0,88.0,97.0,0
72,205.0,0.0,37.0,0.0,0.0,86.0,89.0,91.0,90.0,58.0,86.0,88.0,0.0,89.0,0,0,0,83.0,92.0,0
71,184.0,0.0,43.0,0.0,1.0,86.0,89.0,92.0,98.0,76.0,87.0,87.0,0.0,79.0,0,0,0,70.0,90.0,0
77,230.0,0.0,77.0,0.0,3.0,86.0,84.0,85.0,84.0,80.0,90.0,91.0,0.0,91.0,0,0,0,95.0,95.0,0
75,225.0,0.0,28.0,0.0,0.0,86.0,88.0,89.0,87.0,74.0,79.0,90.0,0.0,90.0,0,0,0,92.0,89.0,0
74,211.0,0.0,77.0,0.0,6.0,86.0,85.0,88.0,91.0,68.0,78.0,93.0,0.0,94.0,0,0,0,78.0,90.0,0
75,230.0,0.0,0.0,0.0,0.0,86.0,84.0,87.0,85.0,78.0,96.0,88.0,0.0,93.0,0,0,0,85.0,88.0,0
75,230.0,0.0,94.0,2.0,7.0,86.0,84.0,87.0,85.0,78.0,96.0,88.0,0.0,93.0,0,0,0,85.0,88.0,0
75,214.0,0.0,45.0,0.0,0.0,86.0,84.0,87.0,85.0,72.0,89.0,91.0,0.0,94.0,0,0,0,89.0,82.0,0
77,245.0,0.0,22.0,0.0,0.0,86.0,85.0,87.0,87.0,74.0,78.0,91.0,0.0,97.0,0,0,0,96.0,84.0,0
69,195.0,0.0,0.0,0.0,0.0,86.0,83.0,86.0,87.0,68.0,96.0,90.0,0.0,93.0,0,0,0,73.0,88.0,0
76,225.0,0.0,72.0,0.0,0.0,86.0,83.0,84.0,84.0,78.0,93.0,91.0,0.0,97.0,0,0,0,93.0,92.0,0
72,200.0,0.0,57.0,0.0,1.0,86.0,92.0,94.0,92.0,57.0,84.0,88.0,0.0,82.0,0,0,0,83.0,90.0,0
73,211.0,0.0,43.0,0.0,0.0,85.0,92.0,91.0,96.0,59.0,74.0,89.0,0.0,86.0,0,0,0,89.0,87.0,0
72,211.0,0.0,88.0,1.0,4.0,84.0,84.0,87.0,86.0,64.0,95.0,90.0,0.0,86.0,0,0,0,75.0,92.0,0
72,204.0,0.0,0.0,0.0,0.0,84.0,88.0,88.0,91.0,60.0,84.0,87.0,0.0,81.0,0,0,0,76.0,93.0,0
70,189.0,0.0,0.0,0.0,0.0,84.0,87.0,90.0,92.0,49.0,85.0,88.0,0.0,90.0,0,0,0,77.0,89.0,0
74,222.0,0.0,50.0,0.0,1.0,83.0,83.0,88.0,83.0,77.0,84.0,87.0,0.0,92.0,0,0,0,95.0,96.0,0
77,225.0,0.0,0.0,0.0,0.0,83.0,82.0,88.0,85.0,69.0,88.0,88.0,0.0,91.0,0,0,0,94.0,96.0,0
74,207.0,0.0,33.0,0.0,0.0,83.0,86.0,91.0,84.0,65.0,87.0,87.0,0.0,87.0,0,0,0,79.0,88.0,0
75,210.0,0.0,43.0,0.0,0.0,83.0,84.0,89.0,85.0,70.0,83.0,88.0,0.0,92.0,0,0,0,89.0,87.0,0
72,216.0,0.0,54.0,0.0,0.0,83.0,87.0,90.0,88.0,67.0,85.0,86.0,0.0,88.0,0,0,0,79.0,91.0,0
70,191.0,0.0,28.0,0.0,0.0,83.0,90.0,91.0,94.0,54.0,82.0,90.0,0.0,87.0,0,0,0,67.0,90.0,0
74,208.0,0.0,27.0,0.0,0.0,82.0,87.0,92.0,87.0,57.0,78.0,88.0,0.0,88.0,0,0,0,83.0,83.0,0
74,208.0,0.0,21.0,0.0,0.0,82.0,89.0,91.0,87.0,68.0,78.0,87.0,0.0,89.0,0,0,0,87.0,82.0,0
73,211.0,0.0,66.0,0.0,5.0,82.0,92.0,88.0,94.0,53.0,68.0,87.0,0.0,89.0,0,0,0,77.0,84.0,0
73,214.0,0.0,53.0,0.0,0.0,82.0,84.0,88.0,85.0,73.0,82.0,87.0,0.0,87.0,0,0,0,84.0,91.0,0
75,223.0,0.0,35.0,0.0,0.0,82.0,85.0,88.0,84.0,77.0,81.0,87.0,0.0,89.0,0,0,0,86.0,91.0,0
70,189.0,0.0,72.0,0.0,0.0,82.0,95.0,92.0,96.0,54.0,75.0,87.0,0.0,86.0,0,0,0,68.0,87.0,0
70,185.0,0.0,35.0,0.0,0.0,81.0,88.0,92.0,95.0,46.0,87.0,86.0,0.0,76.0,0,0,0,66.0,87.0,0
72,195.0,0.0,66.0,0.0,2.0,81.0,86.0,86.0,88.0,52.0,90.0,87.0,0.0,74.0,0,0,0,73.0,90.0,0
72,194.0,0.0,35.0,0.0,0.0,81.0,92.0,91.0,91.0,51.0,77.0,87.0,0.0,85.0,0,0,0,74.0,86.0,0
75,212.0,0.0,23.0,0.0,0.0,81.0,90.0,91.0,87.0,68.0,75.0,88.0,0.0,90.0,0,0,0,79.0,88.0,0
73,209.0,0.0,0.0,0.0,0.0,81.0,89.0,92.0,88.0,57.0,79.0,86.0,0.0,89.0,0,0,0,75.0,92.0,0
72,190.0,0.0,36.0,0.0,0.0,80.0,90.0,87.0,87.0,55.0,75.0,85.0,0.0,85.0,0,0,0,80.0,89.0,0
72,190.0,0.0,0.0,0.0,0.0,80.0,90.0,87.0,87.0,55.0,75.0,85.0,0.0,85.0,0,0,0,80.0,89.0,0
72,190.0,0.0,1.0,0.0,0.0,80.0,90.0,87.0,87.0,55.0,75.0,85.0,0.0,85.0,0,0,0,80.0,89.0,0
72,190.0,0.0,59.0,0.0,0.0,80.0,90.0,87.0,87.0,55.0,75.0,85.0,0.0,85.0,0,0,0,80.0,89.0,0
67,180.0,0.0,0.0,0.0,0.0,80.0,90.0,89.0,98.0,41.0,83.0,88.0,0.0,76.0,0,0,0,53.0,91.0,0
71,202.0,0.0,56.0,0.0,5.0,80.0,86.0,86.0,88.0,64.0,76.0,91.0,0.0,94.0,0,0,0,76.0,78.0,0
76,211.0,0.0,19.0,0.0,0.0,80.0,91.0,92.0,90.0,65.0,70.0,87.0,0.0,87.0,0,0,0,83.0,91.0,0
74,210.0,0.0,41.0,0.0,0.0,79.0,86.0,88.0,87.0,75.0,75.0,75.0,0.0,84.0,0,0,0,87.0,88.0,0
71,179.0,0.0,43.0,0.0,0.0,79.0,94.0,90.0,97.0,41.0,75.0,87.0,0.0,81.0,0,0,0,58.0,88.0,0
71,179.0,0.0,0.0,0.0,0.0,79.0,94.0,90.0,97.0,41.0,75.0,87.0,0.0,81.0,0,0,0,58.0,88.0,0
71,179.0,0.0,36.0,0.0,0.0,79.0,94.0,90.0,97.0,41.0,75.0,87.0,0.0,81.0,0,0,0,58.0,88.0,0
75,210.0,0.0,0.0,0.0,0.0,79.0,85.0,91.0,89.0,67.0,70.0,84.0,0.0,88.0,0,0,0,86.0,91.0,0
75,210.0,0.0,48.0,0.0,1.0,79.0,85.0,91.0,89.0,67.0,70.0,84.0,0.0,88.0,0,0,0,86.0,91.0,0
73,215.0,0.0,89.0,3.0,6.0,79.0,86.0,92.0,87.0,63.0,70.0,85.0,0.0,85.0,0,0,0,84.0,92.0,0
71,195.0,0.0,0.0,0.0,0.0,79.0,82.0,90.0,93.0,48.0,89.0,88.0,0.0,88.0,0,0,0,52.0,76.0,0
75,218.0,0.0,11.0,0.0,0.0,79.0,87.0,94.0,86.0,69.0,74.0,84.0,0.0,83.0,0,0,0,89.0,88.0,0
72,183.0,0.0,31.0,0.0,0.0,79.0,84.0,89.0,94.0,46.0,81.0,87.0,0.0,75.0,0,0,0,63.0,89.0,0
75,215.0,0.0,3.0,0.0,0.0,78.0,94.0,92.0,88.0,75.0,53.0,88.0,0.0,88.0,0,0,0,85.0,87.0,0
74,198.0,0.0,52.0,0.0,0.0,78.0,88.0,89.0,89.0,66.0,74.0,84.0,0.0,83.0,0,0,0,78.0,87.0,0
74,198.0,0.0,53.0,0.0,0.0,78.0,88.0,89.0,89.0,66.0,74.0,84.0,0.0,83.0,0,0,0,78.0,87.0,0
74,200.0,0.0,32.0,0.0,0.0,78.0,84.0,91.0,84.0,59.0,87.0,85.0,0.0,90.0,0,0,0,80.0,79.0,0
74,215.0,0.0,0.0,0.0,0.0,78.0,84.0,86.0,85.0,61.0,87.0,86.0,0.0,81.0,0,0,0,65.0,89.0,0
75,200.0,0.0,0.0,0.0,0.0,78.0,88.0,87.0,85.0,64.0,77.0,85.0,0.0,88.0,0,0,0,74.0,90.0,0
72,202.0,0.0,19.0,0.0,0.0,78.0,86.0,91.0,91.0,44.0,78.0,84.0,0.0,81.0,0,0,0,71.0,91.0,0
73,183.0,0.0,0.0,0.0,0.0,78.0,84.0,91.0,91.0,50.0,87.0,86.0,0.0,75.0,0,0,0,73.0,92.0,0
73,208.0,0.0,40.0,0.0,0.0,78.0,85.0,90.0,81.0,75.0,81.0,85.0,0.0,87.0,0,0,0,83.0,93.0,0
74,215.0,0.0,13.0,0.0,0.0,78.0,91.0,91.0,90.0,63.0,71.0,83.0,0.0,81.0,0,0,0,83.0,94.0,0
74,215.0,0.0,6.0,0.0,0.0,78.0,91.0,91.0,90.0,63.0,71.0,83.0,0.0,81.0,0,0,0,83.0,94.0,0
74,215.0,0.0,39.0,0.0,0.0,78.0,91.0,91.0,90.0,63.0,71.0,83.0,0.0,81.0,0,0,0,83.0,94.0,0
74,215.0,0.0,47.0,0.0,0.0,78.0,91.0,91.0,90.0,63.0,71.0,83.0,0.0,81.0,0,0,0,83.0,94.0,0
74,215.0,0.0,7.0,0.0,0.0,78.0,91.0,91.0,90.0,63.0,71.0,83.0,0.0,81.0,0,0,0,83.0,94.0,0
68,180.0,0.0,0.0,0.0,0.0,77.0,87.0,89.0,93.0,61.0,77.0,86.0,0.0,85.0,0,0,0,49.0,90.0,0
74,221.0,0.0,18.0,0.0,0.0,76.0,92.0,93.0,87.0,62.0,66.0,83.0,0.0,81.0,0,0,0,78.0,92.0,0
75,209.0,0.0,36.0,0.0,0.0,76.0,91.0,93.0,88.0,69.0,61.0,87.0,0.0,86.0,0,0,0,81.0,87.0,0
76,230.0,0.0,17.0,0.0,0.0,76.0,85.0,89.0,83.0,69.0,80.0,82.0,0.0,86.0,0,0,0,83.0,89.0,0
74,211.0,0.0,12.0,0.0,0.0,76.0,90.0,91.0,86.0,61.0,73.0,80.0,0.0,84.0,0,0,0,80.0,90.0,0
73,210.0,0.0,9.0,0.0,0.0,76.0,88.0,91.0,88.0,67.0,45.0,86.0,0.0,90.0,0,0,0,91.0,88.0,0
69,188.0,0.0,23.0,0.0,0.0,76.0,84.0,90.0,92.0,43.0,81.0,86.0,0.0,83.0,0,0,0,49.0,85.0,0
73,205.0,0.0,51.0,0.0,0.0,76.0,80.0,84.0,81.0,69.0,86.0,84.0,0.0,92.0,0,0,0,76.0,83.0,0
70,194.0,0.0,7.0,0.0,0.0,76.0,87.0,89.0,92.0,49.0,71.0,84.0,0.0,80.0,0,0,0,74.0,86.0,0
77,214.0,0.0,0.0,0.0,0.0,76.0,83.0,87.0,87.0,57.0,74.0,84.0,0.0,86.0,0,0,0,75.0,88.0,0
70,180.0,0.0,24.0,0.0,0.0,76.0,91.0,91.0,93.0,42.0,76.0,83.0,0.0,81.0,0,0,0,56.0,90.0,0
68,167.0,0.0,0.0,0.0,0.0,75.0,92.0,93.0,94.0,60.0,74.0,82.0,0.0,79.0,0,0,0,49.0,95.0,0
76,215.0,0.0,30.0,1.0,1.0,75.0,84.0,89.0,88.0,63.0,81.0,76.0,0.0,66.0,0,0,0,77.0,88.0,0
72,210.0,0.0,29.0,0.0,0.0,75.0,79.0,83.0,82.0,72.0,84.0,84.0,0.0,89.0,0,0,0,84.0,82.0,0
70,202.0,0.0,12.0,0.0,1.0,75.0,86.0,88.0,90.0,62.0,77.0,83.0,0.0,79.0,0,0,0,63.0,81.0,0
71,185.0,0.0,0.0,0.0,0.0,75.0,88.0,91.0,94.0,45.0,80.0,76.0,0.0,65.0,0,0,0,69.0,88.0,0
75,200.0,0.0,6.0,0.0,0.0,75.0,92.0,92.0,85.0,65.0,67.0,79.0,0.0,77.0,0,0,0,79.0,91.0,0
76,210.0,0.0,0.0,0.0,0.0,75.0,86.0,88.0,84.0,67.0,71.0,80.0,0.0,82.0,0,0,0,82.0,86.0,0
68,176.0,0.0,26.0,0.0,0.0,75.0,95.0,93.0,98.0,49.0,76.0,77.0,0.0,67.0,0,0,0,60.0,85.0,0
72,219.0,0.0,21.0,0.0,0.0,75.0,86.0,91.0,82.0,72.0,79.0,74.0,0.0,83.0,0,0,0,83.0,90.0,0
71,182.0,0.0,13.0,0.0,0.0,75.0,89.0,92.0,92.0,51.0,75.0,79.0,0.0,73.0,0,0,0,72.0,90.0,0
76,203.0,0.0,9.0,0.0,0.0,75.0,90.0,91.0,93.0,62.0,69.0,72.0,0.0,75.0,0,0,0,83.0,95.0,0
74,190.0,0.0,18.0,0.0,0.0,74.0,87.0,92.0,93.0,56.0,75.0,78.0,0.0,74.0,0,0,0,67.0,98.0,0
72,200.0,0.0,12.0,0.0,0.0,74.0,89.0,92.0,87.0,53.0,79.0,76.0,0.0,72.0,0,0,0,71.0,90.0,0
74,200.0,0.0,0.0,0.0,0.0,74.0,91.0,92.0,86.0,57.0,78.0,77.0,0.0,74.0,0,0,0,60.0,93.0,0
74,205.0,0.0,0.0,0.0,0.0,74.0,91.0,89.0,92.0,67.0,67.0,80.0,0.0,83.0,0,0,0,70.0,86.0,0
