Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PCTH,PMCV,PZCV,PPRS,PPRC,PJMP,PHTP
70,185.0,0.0,0.0,0.0,0.0,66.0,95.0,94.0,87.0,62.0,41.0,66.0,80.0,70.0,44.0,68.0,96.0,41.0
71,195.0,0.0,20.0,0.0,0.0,66.0,84.0,92.0,95.0,43.0,55.0,70.0,74.0,81.0,52.0,67.0,82.0,46.0
72,218.0,0.0,38.0,0.0,0.0,66.0,93.0,92.0,84.0,73.0,42.0,60.0,75.0,81.0,75.0,65.0,86.0,55.0
72,187.0,0.0,0.0,0.0,0.0,66.0,83.0,87.0,88.0,50.0,59.0,62.0,72.0,78.0,72.0,60.0,86.0,60.0
70,201.0,0.0,0.0,0.0,0.0,66.0,86.0,87.0,87.0,61.0,60.0,46.0,72.0,76.0,76.0,50.0,95.0,78.0
70,201.0,0.0,0.0,0.0,0.0,66.0,86.0,87.0,87.0,61.0,60.0,46.0,72.0,76.0,76.0,50.0,95.0,78.0
70,183.0,0.0,0.0,0.0,0.0,66.0,94.0,90.0,95.0,63.0,54.0,52.0,76.0,70.0,56.0,55.0,86.0,47.0
73,210.0,0.0,6.0,0.0,0.0,66.0,89.0,89.0,86.0,57.0,48.0,61.0,73.0,84.0,86.0,52.0,85.0,69.0
75,198.0,0.0,4.0,0.0,0.0,66.0,88.0,92.0,93.0,66.0,56.0,58.0,75.0,69.0,71.0,46.0,88.0,77.0
73,190.0,0.0,0.0,0.0,0.0,66.0,86.0,89.0,85.0,57.0,58.0,60.0,75.0,69.0,71.0,59.0,85.0,52.0
73,220.0,0.0,11.0,0.0,0.0,66.0,90.0,90.0,86.0,68.0,38.0,52.0,59.0,71.0,68.0,52.0,88.0,87.0
73,220.0,0.0,0.0,0.0,0.0,66.0,90.0,90.0,86.0,68.0,38.0,52.0,59.0,71.0,68.0,52.0,88.0,87.0
73,200.0,0.0,0.0,0.0,0.0,66.0,92.0,91.0,83.0,69.0,45.0,57.0,61.0,69.0,55.0,53.0,92.0,81.0
70,187.0,0.0,1.0,0.0,0.0,66.0,89.0,93.0,85.0,55.0,58.0,51.0,68.0,73.0,53.0,65.0,87.0,50.0
75,214.0,0.0,0.0,0.0,0.0,66.0,90.0,92.0,85.0,70.0,39.0,65.0,63.0,65.0,70.0,65.0,90.0,73.0
72,218.0,0.0,0.0,0.0,0.0,66.0,85.0,90.0,87.0,69.0,42.0,81.0,75.0,82.0,74.0,71.0,77.0,62.0
68,195.0,0.0,0.0,0.0,0.0,66.0,86.0,89.0,84.0,55.0,66.0,55.0,73.0,65.0,49.0,52.0,86.0,65.0
75,215.0,0.0,0.0,0.0,0.0,66.0,92.0,93.0,86.0,64.0,44.0,53.0,66.0,72.0,68.0,61.0,89.0,90.0
70,195.0,0.0,0.0,0.0,0.0,66.0,87.0,92.0,87.0,66.0,50.0,67.0,67.0,74.0,69.0,70.0,87.0,77.0
71,200.0,0.0,1.0,0.0,0.0,66.0,90.0,90.0,87.0,60.0,48.0,49.0,73.0,79.0,65.0,65.0,78.0,48.0
72,190.0,0.0,2.0,0.0,0.0,65.0,91.0,88.0,85.0,65.0,38.0,53.0,82.0,74.0,56.0,66.0,88.0,45.0
72,209.0,0.0,2.0,0.0,0.0,65.0,86.0,84.0,90.0,67.0,49.0,57.0,68.0,74.0,75.0,48.0,83.0,72.0
71,187.0,0.0,0.0,0.0,0.0,65.0,89.0,92.0,83.0,61.0,50.0,79.0,75.0,78.0,44.0,72.0,83.0,29.0
73,210.0,0.0,0.0,0.0,0.0,65.0,90.0,90.0,82.0,69.0,39.0,54.0,60.0,64.0,62.0,55.0,89.0,88.0
71,175.0,0.0,0.0,0.0,0.0,65.0,87.0,91.0,87.0,48.0,52.0,68.0,74.0,75.0,55.0,69.0,84.0,42.0
71,190.0,0.0,0.0,0.0,0.0,65.0,92.0,90.0,91.0,49.0,53.0,60.0,77.0,73.0,57.0,56.0,85.0,68.0
74,208.0,0.0,13.0,0.0,0.0,65.0,87.0,90.0,79.0,74.0,47.0,53.0,50.0,69.0,54.0,56.0,87.0,87.0
69,195.0,0.0,28.0,0.0,0.0,65.0,89.0,89.0,91.0,67.0,41.0,74.0,71.0,84.0,52.0,72.0,86.0,40.0
72,205.0,0.0,0.0,0.0,0.0,65.0,91.0,90.0,93.0,58.0,42.0,49.0,78.0,74.0,81.0,49.0,86.0,44.0
70,174.0,0.0,3.0,0.0,0.0,65.0,85.0,93.0,92.0,65.0,49.0,64.0,80.0,70.0,52.0,65.0,85.0,44.0
73,191.0,0.0,2.0,0.0,0.0,65.0,88.0,89.0,86.0,45.0,63.0,57.0,69.0,76.0,53.0,67.0,92.0,42.0
69,198.0,0.0,43.0,0.0,3.0,65.0,87.0,86.0,84.0,67.0,49.0,65.0,72.0,78.0,61.0,72.0,85.0,68.0
74,206.0,0.0,0.0,0.0,0.0,65.0,88.0,89.0,90.0,53.0,54.0,55.0,73.0,77.0,79.0,49.0,90.0,65.0
72,182.0,0.0,13.0,0.0,0.0,65.0,93.0,95.0,94.0,72.0,42.0,53.0,76.0,69.0,79.0,49.0,91.0,62.0
69,198.0,0.0,0.0,0.0,0.0,65.0,87.0,86.0,85.0,63.0,36.0,56.0,62.0,74.0,63.0,67.0,85.0,78.0
73,193.0,0.0,0.0,0.0,0.0,65.0,90.0,88.0,90.0,50.0,53.0,65.0,74.0,67.0,64.0,60.0,98.0,45.0
74,225.0,0.0,0.0,0.0,0.0,65.0,84.0,83.0,90.0,61.0,48.0,57.0,69.0,71.0,64.0,45.0,87.0,83.0
74,203.0,0.0,0.0,0.0,0.0,65.0,84.0,89.0,85.0,66.0,48.0,65.0,65.0,75.0,70.0,45.0,91.0,73.0
70,185.0,0.0,0.0,0.0,0.0,65.0,89.0,91.0,86.0,64.0,57.0,67.0,74.0,72.0,39.0,74.0,82.0,40.0
74,208.0,0.0,0.0,0.0,0.0,65.0,88.0,90.0,79.0,62.0,42.0,73.0,61.0,72.0,76.0,73.0,85.0,48.0
72,195.0,0.0,8.0,0.0,0.0,64.0,88.0,89.0,92.0,50.0,47.0,60.0,76.0,79.0,52.0,65.0,87.0,42.0
69,175.0,0.0,0.0,0.0,0.0,64.0,90.0,89.0,89.0,53.0,46.0,73.0,76.0,74.0,47.0,61.0,87.0,54.0
74,195.0,0.0,0.0,0.0,0.0,64.0,83.0,89.0,84.0,63.0,39.0,73.0,60.0,66.0,75.0,72.0,82.0,62.0
71,184.0,0.0,0.0,0.0,0.0,64.0,85.0,88.0,90.0,64.0,58.0,59.0,77.0,67.0,71.0,52.0,88.0,60.0
74,208.0,0.0,0.0,0.0,0.0,64.0,83.0,89.0,85.0,62.0,45.0,56.0,55.0,65.0,65.0,64.0,81.0,66.0
72,208.0,0.0,0.0,0.0,0.0,64.0,90.0,90.0,87.0,72.0,39.0,55.0,74.0,69.0,81.0,42.0,92.0,69.0
73,189.0,0.0,0.0,0.0,0.0,64.0,86.0,89.0,89.0,53.0,53.0,62.0,68.0,78.0,63.0,64.0,83.0,63.0
72,192.0,0.0,0.0,0.0,0.0,64.0,90.0,90.0,87.0,52.0,42.0,71.0,71.0,81.0,75.0,52.0,89.0,60.0
70,190.0,0.0,5.0,0.0,0.0,64.0,86.0,88.0,92.0,63.0,47.0,55.0,76.0,73.0,49.0,69.0,85.0,44.0
72,193.0,0.0,0.0,0.0,0.0,64.0,89.0,92.0,88.0,70.0,42.0,60.0,75.0,72.0,74.0,52.0,86.0,63.0
72,180.0,0.0,0.0,0.0,0.0,64.0,93.0,93.0,87.0,42.0,48.0,58.0,71.0,78.0,43.0,66.0,88.0,35.0
73,200.0,0.0,0.0,0.0,0.0,64.0,91.0,90.0,87.0,35.0,51.0,54.0,74.0,71.0,69.0,55.0,90.0,35.0
75,190.0,0.0,0.0,0.0,0.0,64.0,88.0,90.0,88.0,47.0,55.0,76.0,75.0,76.0,72.0,39.0,75.0,77.0
72,191.0,0.0,0.0,0.0,0.0,64.0,85.0,90.0,89.0,39.0,47.0,71.0,73.0,82.0,68.0,67.0,89.0,60.0
72,190.0,0.0,0.0,0.0,0.0,64.0,91.0,91.0,90.0,62.0,49.0,59.0,72.0,79.0,45.0,62.0,86.0,35.0
72,210.0,0.0,0.0,0.0,0.0,63.0,88.0,92.0,89.0,73.0,40.0,62.0,74.0,69.0,67.0,44.0,93.0,75.0
72,200.0,0.0,0.0,0.0,0.0,63.0,82.0,90.0,80.0,76.0,42.0,72.0,63.0,73.0,74.0,49.0,87.0,72.0
71,210.0,0.0,0.0,0.0,0.0,63.0,86.0,89.0,87.0,63.0,52.0,51.0,67.0,74.0,73.0,45.0,85.0,64.0
73,195.0,0.0,0.0,0.0,0.0,63.0,87.0,92.0,92.0,55.0,40.0,54.0,74.0,75.0,67.0,58.0,86.0,45.0
74,192.0,0.0,6.0,0.0,0.0,63.0,87.0,87.0,87.0,62.0,58.0,85.0,66.0,77.0,75.0,50.0,86.0,15.0
71,199.0,0.0,1.0,0.0,0.0,63.0,85.0,88.0,89.0,66.0,49.0,74.0,77.0,76.0,67.0,53.0,83.0,33.0
71,180.0,0.0,0.0,0.0,0.0,63.0,88.0,89.0,87.0,54.0,55.0,70.0,74.0,70.0,47.0,61.0,87.0,34.0
74,201.0,0.0,0.0,0.0,0.0,63.0,84.0,90.0,88.0,64.0,42.0,64.0,67.0,75.0,84.0,59.0,83.0,70.0
72,200.0,0.0,0.0,0.0,0.0,63.0,86.0,90.0,90.0,52.0,49.0,54.0,67.0,77.0,85.0,59.0,82.0,42.0
70,200.0,0.0,3.0,0.0,0.0,63.0,89.0,90.0,88.0,73.0,38.0,61.0,54.0,62.0,50.0,56.0,83.0,83.0
72,189.0,0.0,1.0,0.0,0.0,63.0,89.0,89.0,85.0,49.0,55.0,65.0,72.0,78.0,77.0,46.0,83.0,55.0
70,180.0,0.0,1.0,0.0,0.0,62.0,91.0,91.0,88.0,49.0,47.0,68.0,82.0,76.0,42.0,45.0,84.0,35.0
74,198.0,0.0,0.0,0.0,0.0,62.0,89.0,87.0,85.0,36.0,53.0,65.0,77.0,69.0,79.0,44.0,90.0,39.0
75,212.0,0.0,3.0,0.0,0.0,62.0,91.0,89.0,84.0,72.0,45.0,52.0,74.0,70.0,75.0,44.0,87.0,65.0
73,205.0,0.0,0.0,0.0,0.0,62.0,86.0,88.0,87.0,67.0,40.0,54.0,63.0,70.0,64.0,42.0,83.0,75.0
72,195.0,0.0,3.0,0.0,0.0,62.0,87.0,89.0,86.0,65.0,43.0,64.0,70.0,78.0,83.0,54.0,87.0,60.0
72,195.0,0.0,0.0,0.0,0.0,61.0,91.0,89.0,84.0,54.0,49.0,56.0,71.0,79.0,62.0,44.0,83.0,55.0
73,187.0,0.0,0.0,0.0,0.0,61.0,88.0,89.0,85.0,46.0,54.0,64.0,74.0,70.0,66.0,44.0,83.0,42.0
70,187.0,0.0,0.0,0.0,0.0,61.0,94.0,90.0,86.0,65.0,42.0,57.0,73.0,71.0,49.0,51.0,89.0,47.0
73,200.0,0.0,2.0,0.0,0.0,61.0,91.0,91.0,89.0,56.0,46.0,60.0,66.0,73.0,86.0,42.0,92.0,61.0
71,182.0,0.0,0.0,0.0,0.0,61.0,88.0,90.0,88.0,40.0,48.0,57.0,75.0,74.0,50.0,54.0,82.0,49.0
74,191.0,0.0,0.0,0.0,0.0,61.0,88.0,92.0,90.0,70.0,42.0,71.0,67.0,76.0,88.0,45.0,84.0,39.0
73,208.0,0.0,0.0,0.0,0.0,61.0,84.0,89.0,86.0,65.0,41.0,72.0,70.0,78.0,76.0,47.0,90.0,60.0
70,175.0,0.0,0.0,0.0,0.0,60.0,95.0,93.0,94.0,47.0,52.0,66.0,74.0,67.0,39.0,40.0,92.0,44.0
73,202.0,0.0,0.0,0.0,0.0,60.0,86.0,88.0,91.0,53.0,62.0,62.0,82.0,71.0,55.0,49.0,84.0,44.0
73,210.0,0.0,0.0,0.0,0.0,60.0,94.0,93.0,87.0,50.0,54.0,68.0,69.0,67.0,46.0,45.0,86.0,15.0
0,0.0,0.0,67.0,3.0,3.0,96.0,90.0,93.0,94.0,44.0,87.0,81.0,96.0,95.0,87.0,87.0,86.0,84.0
0,0.0,0.0,0.0,0.0,0.0,94.0,90.0,92.0,92.0,59.0,93.0,82.0,92.0,97.0,86.0,93.0,85.0,64.0
0,0.0,0.0,43.0,1.0,1.0,94.0,90.0,92.0,92.0,59.0,93.0,82.0,92.0,97.0,86.0,93.0,85.0,64.0
0,0.0,0.0,69.0,1.0,6.0,94.0,87.0,91.0,87.0,72.0,91.0,82.0,71.0,88.0,55.0,91.0,85.0,92.0
0,0.0,0.0,0.0,0.0,0.0,93.0,91.0,88.0,96.0,52.0,95.0,79.0,94.0,93.0,80.0,95.0,90.0,60.0
0,0.0,0.0,50.0,3.0,5.0,93.0,91.0,90.0,87.0,57.0,87.0,79.0,81.0,89.0,72.0,87.0,93.0,86.0
0,0.0,0.0,44.0,0.0,2.0,93.0,87.0,89.0,86.0,72.0,87.0,79.0,70.0,81.0,52.0,87.0,90.0,91.0
0,0.0,0.0,68.0,0.0,3.0,93.0,86.0,92.0,89.0,64.0,88.0,76.0,78.0,91.0,83.0,88.0,90.0,76.0
0,0.0,0.0,0.0,0.0,0.0,93.0,91.0,93.0,93.0,59.0,87.0,78.0,78.0,89.0,80.0,87.0,92.0,72.0
0,0.0,0.0,88.0,2.0,6.0,92.0,86.0,91.0,89.0,65.0,90.0,73.0,71.0,87.0,65.0,90.0,81.0,77.0
0,0.0,0.0,97.0,3.0,5.0,92.0,89.0,90.0,96.0,75.0,90.0,85.0,88.0,94.0,98.0,90.0,98.0,66.0
0,0.0,0.0,103.0,3.0,8.0,91.0,93.0,92.0,97.0,67.0,86.0,81.0,92.0,89.0,96.0,86.0,97.0,72.0
0,0.0,0.0,45.0,0.0,2.0,91.0,88.0,92.0,96.0,67.0,92.0,81.0,89.0,86.0,95.0,92.0,94.0,66.0
0,0.0,0.0,93.0,4.0,7.0,91.0,89.0,92.0,89.0,63.0,94.0,77.0,90.0,86.0,97.0,94.0,87.0,66.0
0,0.0,0.0,71.0,0.0,2.0,91.0,90.0,90.0,91.0,55.0,87.0,81.0,81.0,89.0,75.0,87.0,92.0,67.0
0,0.0,0.0,49.0,0.0,4.0,91.0,87.0,87.0,83.0,74.0,86.0,78.0,67.0,79.0,67.0,86.0,94.0,97.0
0,0.0,0.0,67.0,0.0,2.0,91.0,89.0,88.0,88.0,49.0,93.0,74.0,96.0,92.0,74.0,93.0,92.0,40.0
0,0.0,0.0,68.0,1.0,5.0,90.0,88.0,93.0,91.0,64.0,89.0,83.0,86.0,90.0,94.0,89.0,96.0,67.0
0,0.0,0.0,37.0,0.0,1.0,90.0,92.0,93.0,97.0,52.0,90.0,74.0,87.0,86.0,91.0,90.0,92.0,42.0
0,0.0,0.0,65.0,1.0,6.0,90.0,93.0,92.0,93.0,54.0,86.0,73.0,92.0,92.0,75.0,86.0,88.0,74.0
0,0.0,0.0,50.0,1.0,1.0,88.0,86.0,91.0,90.0,48.0,92.0,76.0,89.0,84.0,78.0,92.0,91.0,50.0
0,0.0,0.0,17.0,0.0,1.0,88.0,93.0,93.0,94.0,58.0,82.0,77.0,93.0,89.0,66.0,82.0,92.0,65.0
0,0.0,0.0,4.0,0.0,0.0,88.0,87.0,91.0,93.0,65.0,90.0,72.0,84.0,88.0,96.0,90.0,96.0,71.0
0,0.0,0.0,2.0,0.0,0.0,88.0,87.0,91.0,93.0,65.0,90.0,72.0,84.0,88.0,96.0,90.0,96.0,71.0
0,0.0,0.0,38.0,0.0,0.0,88.0,87.0,91.0,93.0,65.0,90.0,72.0,84.0,88.0,96.0,90.0,96.0,71.0
0,0.0,0.0,26.0,0.0,0.0,87.0,90.0,91.0,92.0,52.0,82.0,73.0,94.0,87.0,83.0,82.0,94.0,62.0
0,0.0,0.0,53.0,0.0,2.0,87.0,94.0,92.0,92.0,46.0,90.0,78.0,89.0,80.0,68.0,90.0,96.0,50.0
0,0.0,0.0,33.0,0.0,1.0,87.0,85.0,91.0,81.0,55.0,87.0,82.0,73.0,86.0,55.0,87.0,85.0,67.0
0,0.0,0.0,0.0,0.0,0.0,87.0,89.0,91.0,89.0,58.0,81.0,78.0,77.0,86.0,50.0,81.0,92.0,74.0
0,0.0,0.0,63.0,0.0,2.0,87.0,89.0,91.0,89.0,58.0,81.0,78.0,77.0,86.0,50.0,81.0,92.0,74.0
0,0.0,0.0,0.0,0.0,0.0,86.0,84.0,86.0,88.0,67.0,82.0,66.0,71.0,84.0,65.0,82.0,85.0,89.0
0,0.0,0.0,62.0,0.0,3.0,86.0,89.0,91.0,97.0,61.0,82.0,78.0,86.0,86.0,95.0,82.0,94.0,72.0
0,0.0,0.0,0.0,0.0,0.0,86.0,94.0,89.0,88.0,50.0,88.0,69.0,87.0,85.0,75.0,88.0,90.0,50.0
0,0.0,0.0,38.0,0.0,0.0,86.0,87.0,92.0,82.0,66.0,79.0,74.0,75.0,86.0,59.0,79.0,88.0,84.0
0,0.0,0.0,75.0,2.0,5.0,85.0,90.0,93.0,87.0,57.0,84.0,80.0,85.0,85.0,85.0,84.0,90.0,68.0
0,0.0,0.0,41.0,0.0,3.0,85.0,88.0,91.0,82.0,68.0,77.0,63.0,70.0,82.0,53.0,77.0,85.0,91.0
0,0.0,0.0,0.0,0.0,0.0,85.0,87.0,90.0,91.0,54.0,90.0,80.0,85.0,80.0,84.0,90.0,91.0,47.0
0,0.0,0.0,0.0,0.0,0.0,85.0,91.0,93.0,95.0,48.0,85.0,76.0,86.0,81.0,71.0,85.0,86.0,50.0
0,0.0,0.0,32.0,0.0,0.0,85.0,87.0,89.0,84.0,71.0,76.0,72.0,75.0,83.0,75.0,76.0,91.0,85.0
0,0.0,0.0,0.0,0.0,0.0,85.0,89.0,88.0,88.0,58.0,83.0,72.0,86.0,90.0,83.0,83.0,87.0,60.0
0,0.0,0.0,24.0,0.0,0.0,85.0,86.0,85.0,82.0,78.0,75.0,67.0,77.0,84.0,75.0,75.0,86.0,75.0
0,0.0,0.0,29.0,0.0,0.0,84.0,86.0,90.0,87.0,67.0,81.0,73.0,68.0,85.0,88.0,81.0,85.0,84.0
0,0.0,0.0,50.0,0.0,2.0,84.0,87.0,88.0,87.0,63.0,87.0,82.0,82.0,89.0,80.0,87.0,87.0,45.0
0,0.0,0.0,41.0,0.0,0.0,84.0,88.0,91.0,87.0,53.0,85.0,73.0,83.0,87.0,84.0,85.0,83.0,66.0
0,0.0,0.0,20.0,0.0,0.0,84.0,90.0,92.0,85.0,60.0,82.0,75.0,88.0,82.0,75.0,82.0,88.0,63.0
0,0.0,0.0,33.0,0.0,0.0,84.0,86.0,88.0,82.0,67.0,77.0,77.0,71.0,83.0,66.0,77.0,88.0,90.0
0,0.0,0.0,34.0,0.0,0.0,83.0,93.0,92.0,90.0,67.0,80.0,78.0,88.0,78.0,74.0,80.0,93.0,39.0
0,0.0,0.0,26.0,0.0,0.0,83.0,93.0,92.0,91.0,55.0,81.0,69.0,85.0,85.0,69.0,81.0,82.0,72.0
0,0.0,0.0,36.0,0.0,0.0,83.0,90.0,91.0,93.0,64.0,79.0,70.0,85.0,81.0,81.0,79.0,91.0,65.0
0,0.0,0.0,0.0,0.0,0.0,83.0,87.0,90.0,86.0,67.0,74.0,68.0,73.0,86.0,72.0,74.0,85.0,95.0
0,0.0,0.0,51.0,0.0,1.0,83.0,84.0,90.0,84.0,64.0,81.0,79.0,65.0,80.0,88.0,81.0,91.0,73.0
0,0.0,0.0,34.0,0.0,1.0,83.0,87.0,89.0,87.0,56.0,75.0,79.0,70.0,81.0,75.0,75.0,83.0,83.0
0,0.0,0.0,0.0,0.0,0.0,83.0,87.0,92.0,81.0,64.0,76.0,66.0,67.0,77.0,70.0,76.0,94.0,92.0
0,0.0,0.0,38.0,0.0,3.0,83.0,85.0,89.0,91.0,66.0,82.0,81.0,64.0,80.0,85.0,82.0,91.0,58.0
0,0.0,0.0,33.0,0.0,1.0,82.0,86.0,89.0,86.0,62.0,76.0,72.0,75.0,81.0,84.0,76.0,84.0,55.0
0,0.0,0.0,63.0,2.0,3.0,82.0,90.0,89.0,90.0,68.0,83.0,80.0,84.0,79.0,89.0,83.0,87.0,62.0
0,0.0,0.0,0.0,0.0,0.0,82.0,86.0,88.0,81.0,65.0,77.0,71.0,60.0,71.0,60.0,77.0,77.0,87.0
0,0.0,0.0,79.0,3.0,7.0,82.0,93.0,94.0,90.0,70.0,71.0,65.0,85.0,84.0,87.0,71.0,93.0,79.0
0,0.0,0.0,33.0,0.0,0.0,82.0,87.0,89.0,91.0,52.0,75.0,73.0,77.0,80.0,60.0,75.0,92.0,55.0
0,0.0,0.0,61.0,0.0,3.0,82.0,88.0,88.0,86.0,47.0,82.0,80.0,77.0,81.0,63.0,82.0,89.0,50.0
0,0.0,0.0,0.0,0.0,0.0,82.0,90.0,89.0,88.0,63.0,79.0,70.0,82.0,89.0,77.0,79.0,87.0,68.0
0,0.0,0.0,51.0,0.0,0.0,82.0,87.0,89.0,83.0,60.0,91.0,64.0,71.0,83.0,85.0,91.0,85.0,69.0
0,0.0,0.0,41.0,0.0,0.0,82.0,87.0,89.0,83.0,60.0,91.0,64.0,71.0,83.0,85.0,91.0,85.0,69.0
0,0.0,0.0,25.0,0.0,0.0,82.0,85.0,90.0,81.0,60.0,81.0,75.0,70.0,81.0,47.0,81.0,83.0,82.0
0,0.0,0.0,0.0,0.0,0.0,81.0,88.0,92.0,87.0,59.0,83.0,67.0,84.0,77.0,84.0,83.0,88.0,52.0
0,0.0,0.0,0.0,0.0,0.0,81.0,79.0,87.0,81.0,64.0,78.0,64.0,78.0,80.0,72.0,78.0,82.0,85.0
0,0.0,0.0,28.0,0.0,0.0,81.0,90.0,93.0,84.0,66.0,75.0,48.0,77.0,79.0,54.0,75.0,90.0,74.0
0,0.0,0.0,0.0,0.0,0.0,81.0,90.0,90.0,87.0,64.0,78.0,72.0,80.0,83.0,57.0,78.0,86.0,72.0
0,0.0,0.0,0.0,0.0,0.0,81.0,91.0,93.0,97.0,70.0,69.0,62.0,80.0,83.0,82.0,69.0,99.0,60.0
0,0.0,0.0,0.0,0.0,0.0,81.0,91.0,93.0,97.0,70.0,69.0,62.0,80.0,83.0,82.0,69.0,99.0,60.0
0,0.0,0.0,38.0,0.0,1.0,81.0,91.0,93.0,97.0,70.0,69.0,62.0,80.0,83.0,82.0,69.0,99.0,60.0
0,0.0,0.0,0.0,0.0,0.0,81.0,86.0,91.0,87.0,56.0,77.0,62.0,71.0,84.0,73.0,77.0,89.0,75.0
0,0.0,0.0,0.0,0.0,0.0,81.0,88.0,90.0,91.0,70.0,81.0,76.0,80.0,78.0,95.0,81.0,88.0,70.0
0,0.0,0.0,1.0,0.0,0.0,81.0,88.0,90.0,91.0,70.0,81.0,76.0,80.0,78.0,95.0,81.0,88.0,70.0
0,0.0,0.0,0.0,0.0,0.0,81.0,88.0,90.0,91.0,70.0,81.0,76.0,80.0,78.0,95.0,81.0,88.0,70.0
0,0.0,0.0,94.0,0.0,5.0,81.0,88.0,90.0,91.0,70.0,81.0,76.0,80.0,78.0,95.0,81.0,88.0,70.0
0,0.0,0.0,33.0,0.0,0.0,81.0,88.0,90.0,91.0,70.0,81.0,76.0,80.0,78.0,95.0,81.0,88.0,70.0
0,0.0,0.0,34.0,0.0,0.0,81.0,87.0,90.0,91.0,49.0,82.0,73.0,86.0,77.0,83.0,82.0,85.0,55.0
0,0.0,0.0,48.0,1.0,2.0,80.0,91.0,92.0,90.0,57.0,81.0,78.0,72.0,83.0,84.0,81.0,91.0,73.0
0,0.0,0.0,7.0,0.0,0.0,80.0,91.0,92.0,90.0,57.0,81.0,78.0,72.0,83.0,84.0,81.0,91.0,73.0
0,0.0,0.0,0.0,0.0,0.0,80.0,84.0,89.0,88.0,54.0,86.0,73.0,81.0,78.0,75.0,86.0,90.0,44.0
0,0.0,0.0,55.0,0.0,1.0,80.0,88.0,89.0,90.0,53.0,75.0,73.0,79.0,83.0,74.0,75.0,83.0,45.0
0,0.0,0.0,10.0,0.0,0.0,80.0,87.0,86.0,89.0,52.0,82.0,73.0,80.0,83.0,84.0,82.0,96.0,45.0
0,0.0,0.0,11.0,0.0,0.0,80.0,88.0,87.0,89.0,66.0,79.0,77.0,85.0,79.0,72.0,79.0,87.0,74.0
0,0.0,0.0,30.0,0.0,0.0,80.0,88.0,87.0,89.0,66.0,79.0,77.0,85.0,79.0,72.0,79.0,87.0,74.0
0,0.0,0.0,34.0,0.0,0.0,80.0,85.0,90.0,88.0,65.0,68.0,67.0,79.0,79.0,83.0,68.0,90.0,90.0
0,0.0,0.0,45.0,0.0,0.0,80.0,91.0,93.0,88.0,60.0,83.0,76.0,73.0,78.0,82.0,83.0,87.0,60.0
0,0.0,0.0,70.0,0.0,2.0,80.0,85.0,84.0,85.0,46.0,91.0,72.0,80.0,79.0,55.0,91.0,87.0,65.0
0,0.0,0.0,49.0,1.0,3.0,80.0,91.0,90.0,90.0,56.0,80.0,67.0,76.0,80.0,92.0,80.0,96.0,70.0
0,0.0,0.0,0.0,0.0,0.0,79.0,86.0,90.0,89.0,63.0,72.0,75.0,67.0,81.0,74.0,72.0,89.0,81.0
0,0.0,0.0,35.0,0.0,0.0,79.0,82.0,88.0,84.0,58.0,78.0,70.0,71.0,79.0,64.0,78.0,86.0,54.0
0,0.0,0.0,16.0,0.0,0.0,79.0,87.0,91.0,88.0,62.0,73.0,68.0,65.0,78.0,46.0,73.0,73.0,90.0
0,0.0,0.0,13.0,0.0,0.0,79.0,87.0,89.0,88.0,53.0,74.0,64.0,87.0,85.0,79.0,74.0,79.0,59.0
0,0.0,0.0,36.0,0.0,0.0,79.0,89.0,91.0,90.0,51.0,83.0,70.0,81.0,74.0,67.0,83.0,90.0,60.0
0,0.0,0.0,30.0,0.0,0.0,79.0,80.0,86.0,82.0,60.0,73.0,63.0,70.0,79.0,81.0,73.0,88.0,86.0
0,0.0,0.0,9.0,0.0,0.0,79.0,83.0,88.0,83.0,62.0,73.0,58.0,72.0,80.0,81.0,73.0,85.0,71.0
0,0.0,0.0,42.0,0.0,1.0,78.0,86.0,91.0,88.0,60.0,87.0,67.0,69.0,79.0,82.0,87.0,86.0,74.0
0,0.0,0.0,1.0,0.0,0.0,78.0,86.0,90.0,87.0,55.0,79.0,65.0,83.0,76.0,83.0,79.0,86.0,49.0
0,0.0,0.0,25.0,0.0,0.0,78.0,86.0,90.0,87.0,55.0,79.0,65.0,83.0,76.0,83.0,79.0,86.0,49.0
0,0.0,0.0,0.0,0.0,0.0,78.0,81.0,84.0,82.0,61.0,82.0,75.0,64.0,78.0,70.0,82.0,81.0,64.0
0,0.0,0.0,0.0,0.0,0.0,78.0,81.0,84.0,82.0,61.0,82.0,75.0,64.0,78.0,70.0,82.0,81.0,64.0
0,0.0,0.0,11.0,0.0,0.0,78.0,81.0,84.0,82.0,61.0,82.0,75.0,64.0,78.0,70.0,82.0,81.0,64.0
0,0.0,0.0,16.0,0.0,0.0,78.0,88.0,89.0,89.0,52.0,83.0,52.0,73.0,80.0,74.0,83.0,86.0,55.0
0,0.0,0.0,28.0,0.0,0.0,78.0,87.0,89.0,88.0,68.0,68.0,75.0,72.0,81.0,74.0,68.0,86.0,86.0
0,0.0,0.0,52.0,0.0,0.0,78.0,88.0,89.0,82.0,55.0,84.0,77.0,71.0,82.0,84.0,84.0,81.0,55.0
0,0.0,0.0,19.0,0.0,0.0,78.0,86.0,87.0,92.0,42.0,83.0,74.0,77.0,81.0,71.0,83.0,93.0,44.0
0,0.0,0.0,18.0,0.0,0.0,78.0,90.0,92.0,87.0,43.0,77.0,68.0,78.0,82.0,70.0,77.0,88.0,46.0
