Last Name,First Name,College/Univ,Round,Pick,Draft Class,Position,PhotoID,Player Assets ID,CommID,PresID,PLPO,Height,Weight,From,To,AP1,PB,St,wAV,League,Race,Hometown,Home State,Wiki_Image_URL,PFR_Image_URL,isHOF
Johnson,DeVeren,Sacred Heart,6,208,2002,WR,,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,,False
Williams,Chad,Southern Miss,6,209,2002,DB,9313.0,,,,plpo_WilliamsChad,74.0,204.0,2002.0,2006.0,0.0,0.0,0.0,9.0,NFL,,,"Baton Rouge, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Chad_Williams_%284880656%29_%28cropped%29.jpg/250px-Chad_Williams_%284880656%29_%28cropped%29.jpg,,False
Fletcher,Bryan,UCLA,6,210,2002,TE,,,,,,77.0,230.0,2002.0,2007.0,0.0,0.0,1.0,8.0,NFL,,,"Louis, Missouri",,,False
Royal,Robert,LSU,5,160,2002,TE,,,,,,76.0,257.0,2002.0,2010.0,0.0,0.0,6.0,9.0,NFL,,,"New Orleans, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Robert_Royal_and_Angelo_Crowell.jpg/250px-Robert_Royal_and_Angelo_Crowell.jpg,,False
Monk,Quincy,North Carolina,7,245,2002,LB,,,,,,75.0,250.0,2002.0,2004.0,0.0,0.0,0.0,1.0,NFL,,,"Jacksonville, North",,,False
Epstein,Hayden,Michigan,7,247,2002,K,,,,,,74.0,214.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,,"San Diego, California",,,False
Doman,Brandon,BYU,5,163,2002,QB,,,,,,73.0,210.0,2002.0,,0.0,0.0,0.0,,NFL,,,"Salt Lake City, Utah",https://upload.wikimedia.org/wikipedia/commons/5/5b/Brandon_Doman_2012.jpg,,False
Coleman,Kenyon,UCLA,5,147,2002,DE,,,,,,77.0,293.0,2002.0,2012.0,0.0,0.0,5.0,38.0,NFL,,,"Fontana, California",,,False
Anderson,Damien,Northwestern,UD,UD,2002,RB,,,,,,,,2002.0,,,,,,,,,,,,False
Atkins,James,Virginia Union,UD,UD,2002,DT,,,,,,,,2002.0,,,,,,,,,,,,False
Ball,Jason,New Hampshire,UD,UD,2002,C,,,,,,,,2002.0,,,,,,,,,,,,False
Evans,Joey,North Carolina,7,219,2002,DE,,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,,False
Womack,Antwoine,Virginia,7,237,2002,RB,,,,,,71.0,225.0,2002.0,,0.0,0.0,0.0,,NFL,,,"Hampton, Virginia",,,False
Brock,Raheem,Temple,7,238,2002,DE,,,,,,76.0,274.0,2002.0,2011.0,0.0,0.0,6.0,43.0,NFL,,,"Philadelphia, Pennsylvania",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Raheem_Brock.JPG/250px-Raheem_Brock.JPG,,False
Newson,Kendall,Middle Tenn. St.,7,222,2002,WR,,,,,,73.0,197.0,2002.0,2003.0,0.0,0.0,0.0,1.0,NFL,,,"Decatur, Georgia",,,False
Branch,Bruce,Penn State,UD,UD,2002,CB,,,,,,,,2002.0,,,,,,,,,,,,False
Green,Howard,LSU,6,190,2002,DT,,,,,,74.0,340.0,2002.0,2011.0,0.0,0.0,2.0,11.0,NFL,,,"Donaldsonville, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Howard_Green_preseason_Jets-v-Eagles%2C_Sep_2009_-_67.jpg/250px-Howard_Green_preseason_Jets-v-Eagles%2C_Sep_2009_-_67.jpg,,False
Putzier,Jeb,Boise St.,6,191,2002,TE,,,,,,76.0,256.0,2002.0,2008.0,0.0,0.0,1.0,12.0,NFL,,,"Eagle, Idaho",,,False
Coleman,Reggie,Tennessee,6,192,2002,T,,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,,False
Brutley,Daryon,Northern Iowa,UD,UD,2002,CB,,,,,,,,2002.0,,,,,,,,,,,,False
Young,Chris,Georgia Tech,7,228,2002,DB,,,,,,72.0,210.0,2002.0,2004.0,0.0,0.0,0.0,2.0,NFL,,,"Senoia, Georgia",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
G. White,Stylez,Minnesota,7,229,2002,DE,,,,,,,,2002.0,2010.0,0.0,0.0,2.0,15.0,NFL,,,,,,False
Campbell,Kelly,Georgia Tech,UD,UD,2002,WR,,,,,,,,2002.0,,,,,,,,,,,,False
Allen,Matt,Troy State,UD,UD,2002,P,,,,,,,,2002.0,,,,,,,,,,,,False
Manuel,Marquand,Florida,6,181,2002,DB,,,,,,72.0,213.0,2002.0,2009.0,0.0,0.0,3.0,22.0,NFL,,,"Miami, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Marquand_Manuel.jpg/250px-Marquand_Manuel.jpg,,False
Pugh,David,Virginia Tech,6,182,2002,DT,,,,,,74.0,270.0,2002.0,2002.0,0.0,0.0,0.0,1.0,NFL,,,"Madison Heights, Virginia",,,False
Hill,Kahlil,Iowa,6,184,2002,WR,,,,,,,,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,,"Iowa City, Iowa",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Mays,Lee,Texas-El Paso,6,202,2002,WR,,,,,,74.0,192.0,2002.0,2006.0,0.0,0.0,0.0,2.0,NFL,,,"Houston, Texas",https://upload.wikimedia.org/wikipedia/en/3/30/Lee_Mays.jpg,,False
Greisen,Nick,Wisconsin,5,152,2002,LB,,,,,,73.0,242.0,2002.0,2008.0,0.0,0.0,2.0,21.0,NFL,,,"Sturgeon Bay, Wisconsin",,,False
Walker,Ramon,Pittsburgh,5,153,2002,DB,,,,,,71.0,197.0,2002.0,2005.0,0.0,0.0,0.0,3.0,NFL,,,"Akron, Ohio",,,False
Hunter,Javin,Notre Dame,6,206,2002,WR,,,,,,73.0,190.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,,"Detroit, Michigan",,,False
Nash,Keyon,Albany State (GA),6,189,2002,DB,,,,,,75.0,215.0,2002.0,2004.0,0.0,0.0,0.0,0.0,NFL,,,"Colquitt, Georgia",,,False
Henry,Leonard,East Carolina,7,241,2002,RB,,,,,,73.0,210.0,2002.0,2004.0,0.0,0.0,0.0,1.0,NFL,,,"Clinton, North",,,False
Keisel,Brett,BYU,7,242,2002,DE,1765.0,,,,plpo_KeiselBrett,77.0,285.0,2002.0,2014.0,0.0,1.0,8.0,58.0,NFL,,,"Provo, Utah",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Brett_Keisel_2013.jpg/250px-Brett_Keisel_2013.jpg,,False
Massey,Chris,Marshall,7,243,2002,RB,,,,,,72.0,245.0,2002.0,2011.0,0.0,0.0,0.0,13.0,NFL,,,"Chesapeake, West",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Chris_Massey_2011.JPG/250px-Chris_Massey_2011.JPG,,False
Stamper,John,South Carolina,6,193,2002,DE,,,,,,76.0,265.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,,"Andrews, South",,,False
Bryant,Matt,Baylor,UD,UD,2002,K,591.0,BryantMatt_15694,,,plpo_BryantMatt,,,2002.0,,,,,,,,,,,,False
Byrdsong,Shawn,Mississippi State,UD,UD,2002,CB,,,,,,,,2002.0,,,,,,,,,,,,False
Ned,Larry,San Diego St.,6,197,2002,RB,,,,,,71.0,217.0,2002.0,2004.0,0.0,0.0,0.0,0.0,NFL,,,"Eunice, Louisiana",,,False
Ballard,Clenton,Texas St.,6,180,2002,DT,,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,,False
Fisher,Tony,Notre Dame,UD,UD,2002,RB,,,,,,,,2002.0,,,,,,,,,,,,False
Floyd,Marcus,Indiana,UD,UD,2002,CB,,,,,,,,2002.0,,,,,,,,,,,,False
Fox,Vernon,Fresno State,UD,UD,2002,SS,,,,,,,,2002.0,,,,,,,,,,,,False
Givens,David,Notre Dame,7,253,2002,WR,,,,,,72.0,215.0,2002.0,2006.0,0.0,0.0,2.0,22.0,NFL,,,"Youngstown, Ohio",https://upload.wikimedia.org/wikipedia/commons/a/a1/David_Givens.jpg,,False
Barry,Kevin,Arizona,UD,UD,2002,RT,,,,,,,,2002.0,,,,,,,,,,,,False
Blakley,Dwayne,Missouri,UD,UD,2002,TE,,,,,,,,2002.0,,,,,,,,,,,,False
Gaines,Teddy,Tennessee,7,256,2002,DB,,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,,False
Harrison,James,Kent State,UD,UD,2002,ROLB,6241.0,,,,plpo_HarrisonJames,,,2002.0,,,,,,,,,,,,False
Monroe,Derrius,Virginia Tech,7,224,2002,DE,,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,,False
Hill,Darrell,Northern Illinois,7,225,2002,WR,,,,,,74.0,200.0,2002.0,2004.0,0.0,0.0,0.0,0.0,NFL,,,"Chicago, Illinois",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Hill_in_October_2003.jpg/250px-Hill_in_October_2003.jpg,,False
Jones,Daryl,Miami (FL),7,226,2002,WR,,,,,,69.0,190.0,2002.0,2004.0,0.0,0.0,0.0,1.0,NFL,,,"Dallas, Texas",,,False
Hill,Shaun,Maryland,UD,UD,2002,QB,1510.0,,,,plpo_HillShaun,,,2002.0,,,,,,,,,,,,False
Adams,Charlie,Hofstra,UD,UD,2002,WR,,,,,,,,2002.0,,,,,,,,,,,,False
Aldridge,Kevin,SMU,UD,UD,2002,RE,,,,,,,,2002.0,,,,,,,,,,,,False
Irons,Grant,Notre Dame,UD,UD,2002,LE,,,,,,,,2002.0,,,,,,,,,,,,False
Filipović,Filip,South Dakota,UD,UD,2002,P,,,,,,,,2002.0,,,,,,,,,,,,False
Burford,Seth,Cal Poly-San Luis Obispo,7,216,2002,QB,,,,,,75.0,241.0,2002.0,,0.0,0.0,0.0,,NFL,,,"Oakdale, California",,,False
Coleman,Michael,Widener,7,217,2002,WR,,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,,False
Beasley,Chad,Virginia Tech,7,218,2002,T,,,,,,77.0,300.0,2002.0,2003.0,0.0,0.0,0.0,2.0,NFL,,,"Clair Township, Pennsylvania",,,False
Pate,Wes,S.F. Austin,7,236,2002,QB,,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,,False
O'Sullivan,J.T.,UC Davis,6,186,2002,QB,,,,,,,,2002.0,2009.0,0.0,0.0,0.0,6.0,NFL,,,,,,False
Hartwig,Justin,Kansas,6,187,2002,C,,,,,,77.0,312.0,2002.0,2009.0,0.0,0.0,6.0,41.0,NFL,,,"Mankato, Minnesota",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Heitmann,Eric,Stanford,7,239,2002,G,,,,,,75.0,312.0,2002.0,2009.0,0.0,0.0,7.0,40.0,NFL,,,"Katy, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Eric-Heitmann-vsRams-Nov-18-2007.jpg/250px-Eric-Heitmann-vsRams-Nov-18-2007.jpg,,False
Banks,Mike,Iowa St.,7,223,2002,TE,,,,,,76.0,262.0,2002.0,2003.0,0.0,0.0,0.0,0.0,NFL,,,"Mason City, Iowa",,,False
Bredenburg,Vinny,ND,UD,UD,2002,QB,,,,,,,,2002.0,,,,,,,,,,,,False
Brewer,Jack,Minnesota,UD,UD,2002,FS,,,,,,,,2002.0,,,,,,,,,,,,False
Brooks,Ahmad,Texas,UD,UD,2002,CB,527.0,,,,plpo_BrooksAhmad,,,2002.0,,,,,,,,,,,,False
Gonzalez,Joaquin,Miami (FL),7,227,2002,T,,,,,,77.0,310.0,2002.0,2005.0,0.0,0.0,1.0,9.0,NFL,,,"Miami, Florida",,,False
Hutchinson,Chad,Stanford,UD,UD,2002,QB,,,,,,,,2002.0,,,,,,,,,,,,False
Hymes,Randy,Grambling State,UD,UD,2002,WR,,,,,,,,2002.0,,,,,,,,,,,,False
Grau,Jeff,UCLA,7,230,2002,C,,,,,,75.0,257.0,2002.0,2003.0,0.0,0.0,0.0,4.0,NFL,,,"Inglewood, California",,,False
Pucillo,Mike,Auburn,7,215,2002,G,,,,,,76.0,306.0,2002.0,2007.0,0.0,0.0,1.0,9.0,NFL,,,"Cleveland, Ohio",,,False
Fowler,Melvin,Maryland,3,76,2002,C,,,,,,75.0,295.0,2002.0,2008.0,0.0,0.0,4.0,25.0,NFL,,,"Brooklyn, New",,,False
Palepoi,Anton,UNLV,2,60,2002,DE,,,,,,76.0,297.0,2002.0,2005.0,0.0,0.0,0.0,4.0,NFL,,,,,,False
Denney,Ryan,BYU,2,61,2002,DE,,,,,,79.0,264.0,2002.0,2010.0,0.0,0.0,2.0,23.0,NFL,,,"Denver, Colorado",,,False
Randle El,Antwaan,Indiana,2,62,2002,WR,,,,,,70.0,185.0,2002.0,2010.0,0.0,0.0,4.0,43.0,NFL,,,"Riverdale, Illinois",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Antwaan_Randle_El_2006.jpg/250px-Antwaan_Randle_El_2006.jpg,,False
Bryant,Antonio,Pittsburgh,2,63,2002,WR,10805.0,,,,plpo_legends_BryantAntonio,73.0,205.0,2002.0,2009.0,0.0,0.0,6.0,38.0,NFL,,,"Miami, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Antonio_Bryant.jpg/250px-Antonio_Bryant.jpg,,False
Haynesworth,Albert,Tennessee,1,15,2002,DT,6242.0,,,,plpo_legends_HaynesworthAlbert,78.0,350.0,2002.0,2011.0,2.0,2.0,7.0,55.0,NFL,,,"Hartsville, South",https://upload.wikimedia.org/wikipedia/commons/7/75/Albert-Haynesworth-Feb-4-09-090204-N-9758L-030.jpg,,False
Gaffney,Jabar,Florida,2,33,2002,WR,,,,,,74.0,200.0,2002.0,2012.0,0.0,0.0,6.0,42.0,NFL,,,"San Antonio, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Jabar_Gaffney.jpg/250px-Jabar_Gaffney.jpg,,False
Foster,DeShaun,UCLA,2,34,2002,RB,,,,,,,,2002.0,2008.0,0.0,0.0,3.0,32.0,NFL,,,"Charlotte, North",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/2025-0724_-_DeShaun_Foster.jpg/250px-2025-0724_-_DeShaun_Foster.jpg,,False
Gurode,Andre,Colorado,2,37,2002,G,,,,,,76.0,320.0,2002.0,2013.0,0.0,5.0,8.0,65.0,NFL,,,"Houston, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Andre_Gurode.JPG/250px-Andre_Gurode.JPG,,False
Smith,Raonall,Washington St.,2,38,2002,LB,,,,,,76.0,220.0,2002.0,2007.0,0.0,0.0,0.0,6.0,NFL,,,"Mesa, Arizona",,,False
Fonoti,Toniu,Nebraska,2,39,2002,G,,,,,,76.0,340.0,2002.0,2006.0,0.0,0.0,2.0,17.0,NFL,,,,,,False
Jefferson,Joe,Western Kentucky,3,74,2002,DB,,,,,,,,2002.0,2005.0,0.0,0.0,0.0,3.0,NFL,,,,,,False
Ross,Derek,Ohio St.,3,75,2002,DB,,,,,,,,2002.0,2004.0,0.0,0.0,1.0,6.0,NFL,,,"Rock Hill, South",,,False
Witherspoon,Will,Georgia,3,73,2002,LB,,,,,,73.0,240.0,2002.0,2013.0,0.0,0.0,8.0,59.0,NFL,,,"San Antonio, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Will_Witherspoon_Al_Anbar_cropped.jpg/250px-Will_Witherspoon_Al_Anbar_cropped.jpg,,False
Grant,Charles,Georgia,1,25,2002,DE,10565.0,,,,plpo_GrantCharles,75.0,285.0,2002.0,2009.0,0.0,0.0,7.0,46.0,NFL,,,"Colquitt, Georgia",,,False
Sheppard,Lito,Florida,1,26,2002,DB,,,,,,70.0,194.0,2002.0,2011.0,1.0,2.0,7.0,48.0,NFL,,,"Jacksonville, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Lito_Sheppard_8-11-05_050811-N-4729H-171.jpg/250px-Lito_Sheppard_8-11-05_050811-N-4729H-171.jpg,,False
McKinnie,Bryant,Miami (FL),1,7,2002,T,10832.0,,,,plpo_legends_McKinnieBryant,80.0,352.0,2002.0,2013.0,0.0,1.0,11.0,64.0,NFL,,,"Woodbury, New",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/2009-0805-BMcKinnie.jpg/250px-2009-0805-BMcKinnie.jpg,,False
Pearson,Mike,Florida,2,40,2002,T,,,,,,79.0,297.0,2002.0,2005.0,0.0,0.0,2.0,17.0,NFL,,,"Tampa, Florida",,,False
Freeman,Eddie,Ala-Birmingham,2,43,2002,DE,,,,,,77.0,315.0,2002.0,2003.0,0.0,0.0,0.0,1.0,NFL,,,"Mobile, Alabama",,,False
Stevens,Jerramy,Washington,1,28,2002,TE,,,,,,79.0,260.0,2002.0,2010.0,0.0,0.0,2.0,18.0,NFL,,,"Boise, Idaho",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Jerramy_Stevens.jpg/250px-Jerramy_Stevens.jpg,,False
Colombo,Marc,Boston Col.,1,29,2002,T,,,,,,80.0,320.0,2002.0,2011.0,0.0,0.0,6.0,42.0,NFL,,,"Bridgewater, Massachusetts",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Marc_Colombo_2007.jpg/250px-Marc_Colombo_2007.jpg,,False
Simmons,Kendall,Auburn,1,30,2002,G,,,,,,75.0,315.0,2002.0,2009.0,0.0,0.0,5.0,35.0,NFL,,,"Ripley, Mississippi",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Kendall_Simmons_and_Big_Ben.jpg/250px-Kendall_Simmons_and_Big_Ben.jpg,,False
Reed,Josh,LSU,2,36,2002,WR,,,,,,70.0,210.0,2002.0,2009.0,0.0,0.0,3.0,27.0,NFL,,,"Rayne, Louisiana",,,False
Jammer,Quentin,Texas,1,5,2002,DB,,,,,,72.0,204.0,2002.0,2013.0,0.0,0.0,10.0,52.0,NFL,,,"Angleton, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Quentin_Jammer.JPG/250px-Quentin_Jammer.JPG,,False
Jones,Levi,Arizona St.,1,10,2002,T,,,,,,77.0,310.0,2002.0,2009.0,0.0,0.0,7.0,42.0,NFL,,,"Eloy, Arizona",,,False
Carr,David,Fresno St.,1,1,2002,QB,,,,,,75.0,212.0,2002.0,2012.0,0.0,0.0,5.0,45.0,NFL,,,"Bakersfield, California",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/David_Carr_handoff-1544021_01.jpg/250px-David_Carr_handoff-1544021_01.jpg,,False
Peppers,Julius,North Carolina,1,2,2002,DE,2380.0,PeppersJulius_14816,,,plpo_legends_PeppersJulius,,,2002.0,2018.0,3.0,9.0,16.0,130.0,NFL,,,,,,False
Harrington,Joey,Oregon,1,3,2002,QB,10819.0,,,,plpo_legends_HarringtonJoey,76.0,210.0,2002.0,2007.0,0.0,0.0,6.0,31.0,NFL,,,"Portland, Oregon",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Joey_Harrington.JPG/250px-Joey_Harrington.JPG,,False
Thompson,Lamont,Washington St.,2,41,2002,DB,,,,,,73.0,220.0,2002.0,2007.0,0.0,0.0,3.0,17.0,NFL,,,"Richmond, California",,,False
Tripplett,Larry,Washington,2,42,2002,DT,,,,,,74.0,295.0,2002.0,2007.0,0.0,0.0,4.0,27.0,NFL,,,"Los Angeles, California",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Larry_Tripplett_%28cropped%29.jpg/250px-Larry_Tripplett_%28cropped%29.jpg,,False
Sims,Ryan,North Carolina,1,6,2002,DT,,,,,,76.0,315.0,2002.0,2010.0,0.0,0.0,3.0,22.0,NFL,,,"Spartanburg, South",,,False
Mustard,Chad,North Dakota,UD,UD,2002,TE,,,,,,,,2002.0,,,,,,,,,,,,False
Nece,Ryan,UCLA,UD,UD,2002,LOLB,,,,,,,,2002.0,,,,,,,,,,,,False
Demps,Will,San Diego State,UD,UD,2002,FS,,,,,,,,2002.0,,,,,,,,,,,,False
Ena,Justin,BYU,UD,UD,2002,LOLB,,,,,,,,2002.0,,,,,,,,,,,,False
Campbell,Khary,Bowling Green,UD,UD,2002,MLB,,,,,,,,2002.0,,,,,,,,,,,,False
Chatman,Jesse,Eastern Washington,UD,UD,2002,RB,,,,,,,,2002.0,,,,,,,,,,,,False
Chatman,Antonio,Cincinnati,UD,UD,2002,WR,,,,,,,,2002.0,,,,,,,,,,,,False
Clark,Ryan,LSU,UD,UD,2002,FS,,,,,,,,2002.0,,,,,,,,,,,,False
Gray,Quinn,Florida A&M,UD,UD,2002,QB,,,,,,,,2002.0,,,,,,,,,,,,False
Lockett,Aaron,Kansas St.,7,254,2002,WR,,,,,,67.0,163.0,2002.0,,0.0,0.0,0.0,,NFL,,,"Tulsa, Oklahoma",,,False
Quaccia,Zack,Stanford,7,255,2002,C,,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,,False
Harris,Quentin,Syracuse,UD,UD,2002,CB,,,,,,,,2002.0,,,,,,,,,,,,False
Davis,Rashied,San Jose State,UD,UD,2002,WR,,,,,,,,2002.0,,,,,,,,,,,,False
Davis,Nick,Wisconsin,UD,UD,2002,WR,,,,,,,,2002.0,,,,,,,,,,,,False
Davis,Keith,Sam Houston State,UD,UD,2002,SS,,,,,,,,2002.0,,,,,,,,,,,,False
Davison,Andrew,Kansas,UD,UD,2002,CB,,,,,,,,2002.0,,,,,,,,,,,,False
Lake,Antwan,West Virginia,UD,UD,2002,LE,,,,,,,,2002.0,,,,,,,,,,,,False
Lewis,D.D.,Texas,UD,UD,2002,MLB,,,,,,,,2002.0,,,,,,,,,,,,False
Wilkins,Marcus,Texas,UD,UD,2002,LOLB,,,,,,,,2002.0,,,,,,,,,,,,False
Wragge,Tony,New Mexico State,UD,UD,2002,LG,,,,,,,,2002.0,,,,,,,,,,,,False
Jennings,Michael,Florida State,UD,UD,2002,WR,,,,,,,,2002.0,,,,,,,,,,,,False
McKie,Jason,Temple,UD,UD,2002,FB,,,,,,,,2002.0,,,,,,,,,,,,False
Mitchell,Qasim,North Carolina A&T,UD,UD,2002,RG,,,,,,,,2002.0,,,,,,,,,,,,False
Joyce,Eric,Tennessee State,UD,UD,2002,CB,,,,,,,,2002.0,,,,,,,,,,,,False
Smith,Corey,NC State,UD,UD,2002,LE,,,,,,,,2002.0,,,,,,,,,,,,False
Pinnock,Andrew,South Carolina,7,229,2003,FB,,,,,,70.0,250.0,2003.0,2007.0,0.0,0.0,0.0,1.0,NFL,,,"Hartford, Connecticut",,,False
Sharpe,Montique,Wake Forest,7,230,2003,DT,,,,,,74.0,296.0,2003.0,2003.0,0.0,0.0,0.0,0.0,NFL,,,"Washington, D",,,False
Moore,Casey,Stanford,7,247,2003,RB,,,,,,,,2003.0,,0.0,0.0,0.0,,NFL,,,"Largo, Florida",,,False
June,Cato,Michigan,6,198,2003,LB,,,,,,72.0,225.0,2003.0,2009.0,0.0,1.0,5.0,38.0,NFL,,,"Riverside, California",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/20070130_Cato_June_at_Super_Bowl_XLI_press_conference_edit2.jpg/250px-20070130_Cato_June_at_Super_Bowl_XLI_press_conference_edit2.jpg,,False
Dielman,Kris,Indiana,UD,UD,2003,LG,,,,,,,,2003.0,,,,,,,,,,,,False
Dorenbos,Jon,UTEP,UD,UD,2003,C,4631.0,,,,plpo_DorenbosJon,,,2003.0,,,,,,,,,,,,False
Kingsbury,Kliff,Texas Tech,6,201,2003,QB,,,,,,75.0,220.0,2003.0,2005.0,0.0,0.0,0.0,0.0,NFL,,,"San Antonio, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Kliff_Kingsbury_Preseason_Week_1_-_Commanders_at_Jets_%28cropped%29.jpg/250px-Kliff_Kingsbury_Preseason_Week_1_-_Commanders_at_Jets_%28cropped%29.jpg,,False
Smith,Zuriel,Hampton,6,186,2003,WR,,,,,,74.0,196.0,2003.0,2003.0,0.0,0.0,0.0,0.0,NFL,,,"Richmond, Virginia",,,False
Adams,Blue,Cincinnati,7,220,2003,DB,,,,,,69.0,182.0,2003.0,2007.0,0.0,0.0,0.0,3.0,NFL,,,"Miami, Florida",,,False
Howry,Kee,Oregon,7,221,2003,WR,,,,,,70.0,178.0,2003.0,2005.0,0.0,0.0,0.0,0.0,NFL,,,"Los Angeles, California",,,False
Ford,Carl,Toledo,7,256,2003,WR,,,,,,72.0,180.0,2003.0,2005.0,0.0,0.0,0.0,0.0,NFL,,,"Monroe, Michigan",,,False
Cesaire,Jacques,Southern Connecticut,UD,UD,2003,LE,,,,,,,,2003.0,,,,,,,,,,,,False
Ciurciu,Vinny,Boston College,UD,UD,2003,MLB,,,,,,,,2003.0,,,,,,,,,,,,False
Patterson,Elton,Central Florida,7,259,2003,DE,,,,,,74.0,271.0,2003.0,2004.0,0.0,0.0,0.0,1.0,NFL,,,"Tallahassee, Florida",,,False
McBriar,Mat,Hawaii,UD,UD,2003,P,2024.0,,,,plpo_McBriarMat,,,2003.0,,,,,,,,,,,,False
Cole,Colin,Iowa,UD,UD,2003,DT,766.0,,,,plpo_ColeColin,,,2003.0,,,,,,,,,,,,False
Cooper,Stephen,Maine,UD,UD,2003,ROLB,,,,,,,,2003.0,,,,,,,,,,,,False
Gardner,Talman,Florida St.,7,231,2003,WR,,,,,,73.0,205.0,2003.0,2004.0,0.0,0.0,0.0,0.0,NFL,,,"New Orleans, Louisiana",,,False
Nist,Corey,Walsh,UD,UD,2003,RG,,,,,,,,2003.0,,,,,,,,,,,,False
Bickel,Jared,USF,UD,UD,2003,FS,,,,,,,,2003.0,,,,,,,,,,,,False
Bickerstaff,Erik,Wisconsin,UD,UD,2003,RB,,,,,,,,2003.0,,,,,,,,,,,,False
Osgood,Kassim,SDSt.,UD,UD,2003,WR,2316.0,,,,plpo_OsgoodKassim,,,2003.0,,,,,,,,,,,,False
Jenkins,Cullen,Central Michigan,UD,UD,2003,LE,1637.0,,,,plpo_JenkinsCullen,,,2003.0,,,,,,,,,,,,False
Bogle,Phil,New Haven,UD,UD,2003,RG,,,,,,,,2003.0,,,,,,,,,,,,False
Smith,Trent,Oklahoma,7,223,2003,TE,,,,,,77.0,245.0,2003.0,2005.0,0.0,0.0,0.0,0.0,NFL,,,"Norman, Oklahoma",,,False
Drake,Charles,Michigan,7,240,2003,DB,,,,,,73.0,205.0,2003.0,,0.0,0.0,0.0,,NFL,,,,https://upload.wikimedia.org/wikipedia/en/8/87/Charles_Drake_%28American_football%29.jpg,,False
Odom,Joe,Purdue,6,191,2003,LB,,,,,,73.0,240.0,2003.0,2005.0,0.0,0.0,0.0,6.0,NFL,,,"Alton, Illinois",,,False
Henson,Drew,Michigan,6,192,2003,QB,,,,,,76.0,235.0,2003.0,2008.0,0.0,0.0,0.0,0.0,NFL,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Drew_henson2003.jpg/250px-Drew_henson2003.jpg,,False
Kelley,Ethan,Baylor,7,243,2003,DT,,,,,,74.0,320.0,2003.0,2007.0,0.0,0.0,1.0,6.0,NFL,,,"Amarillo, Texas",,,False
