Last Name,First Name,College/Univ,Round,Pick,Draft Class,Position,Jersey,PhotoID,Player Assets ID,CommID,PLPO,Height,Weight,From,To,AP1,PB,St,wAV,League,Race,Home State,Wiki_Image_URL,PFR_Image_URL,isHOF
Garcia,Frank,Arizona State,UD,UD,1979,P,65,,,,,74,302,1979,,,,,,,,,,,FALSE
Garlich,Chris,Missouri,UD,UD,1979,LB,,,,,,,,1979,,,,,,,,,,,FALSE
Gaunty,Steve,Northern Colorado,UD,UD,1979,WR,,,,,,,,1979,,,,,,,,,,,FALSE
Green,Cleveland,Southern,UD,UD,1979,OT,,,,,,75,265,1979,,,,,,,,,,,FALSE
Hall,Dino,Glassboro State,UD,UD,1979,RB,,,,,,,,1979,,,,,,,,,,,FALSE
Harrell,James,Florida,UD,UD,1979,LB,,,,,,73,224,1979,,,,,,,,,,,FALSE
Keating,Chris,Maine,UD,UD,1979,LB,,,,,,,,1979,,,,,,,,,,,FALSE
Kenney,Steve,Clemson,UD,UD,1979,G,,,,,,,,1979,,,,,,,,,,,FALSE
Kimball,Bobby,Oklahoma,UD,UD,1979,WR,,,,,,,,1979,,,,,,,,,,,FALSE
Knapple,Jeff,Northern Colorado,UD,UD,1979,QB,,,,,,,,1979,,,,,,,,,,,FALSE
Latimer,Al,Clemson,UD,UD,1979,CB,,,,,,,,1979,,,,,,,,,,,FALSE
Lee,Jeff,Nebraska,UD,UD,1979,WR,,,,,,,,1979,,,,,,,,,,,FALSE
Lewis,Leo,Missouri,UD,UD,1979,WR,,,,,,68,170,1979,,,,,,,,,,,FALSE
Loyd,Mike,Missouri Southern,UD,UD,1979,QB,,,,,,,,1979,,,,,,,,,,,FALSE
Martin,Saladin,San Diego State,UD,UD,1979,CB,,,,,,72,180,1979,,,,,,,,,,,FALSE
McKibben,Mike,Kent State,UD,UD,1979,LB,,,,,,,,1979,,,,,,,,,,,FALSE
McLaughlin,Joe,UMass,UD,UD,1979,LB,,,,,,,,1979,,,,,,,,,,,FALSE
Melville,Dan,California,UD,UD,1979,P,,,,,,,,1979,,,,,,,,,,,FALSE
Mikeska,Russ,Texas A&M,UD,UD,1979,TE,,,,,,,,1979,,,,,,,,,,,FALSE
Nord,Keith,St. Cloud State,UD,UD,1979,S,,,,,,72,197,1979,,,,,,,,,,,FALSE
Norman,Tony,Iowa State,UD,UD,1979,DE,,,,,,,,1979,,,,,,,,,,,FALSE
Olkewicz,Neal,Maryland,UD,UD,1979,LB,,,,,,72,230,1979,,,,,,,,,,,FALSE
Patterson,Don,Georgia Tech,UD,UD,1979,CB,,,,,,,,1979,,,,,,,,,,,FALSE
Ryan,Jim,William & Mary,UD,UD,1979,LB,,,,,,,,1979,,,,,,,,,,,FALSE
Stevenson,Mark,Western Illinois,UD,UD,1979,G/C,,,,,,75,285,1979,,,,,,,,,,,FALSE
Sully,Ivory,Delaware,UD,UD,1979,S,,,,,,72,198,1979,,,,,,,,,,,FALSE
Talton,Ken,Cornell,UD,UD,1979,RB,,,,,,,,1979,,,,,,,,,,,FALSE
Turner,Wylie,Angelo State,UD,UD,1979,CB,,,,,,70,182,1979,,,,,,,,,,,FALSE
Waddy,Ray,Texas A&I,UD,UD,1979,CB,,,,,,,,1979,,,,,,,,,,,FALSE
Watson,Steve,Temple,UD,UD,1979,WR,,,,,,,,1979,,,1,,,,,,,,FALSE
Williams,Joel,Wisconsin–La Crosse,UD,UD,1979,LB,,,,,,73,222,1979,,,,,,,,,,,FALSE
Wilson,Steve,Howard,UD,UD,1979,CB,,,,,,,,1979,,,,,,,,,,,FALSE
Yarno,George,Washington State,UD,UD,1979,G,,,,,,74,260,1979,,,,,,,,,,,FALSE
Sims,Billy,Oklahoma,1,1,1980,HB,,10840,,3006,plpo_legends_SimsBilly,72,212,1980,1984,0,3,5,58,NFL,7,"Louis, Missouri",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/BillySimsWithFan_%28cropped%29.JPG/250px-BillySimsWithFan_%28cropped%29.JPG,,FALSE
Jones,Lam,Texas,1,2,1980,WR,,,,,,71,190,1980,1984,0,0,3,21,NFL,,"Lawton, Oklahoma",https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Lam_Jones_%286147901416%29_%28cropped%29.jpg/250px-Lam_Jones_%286147901416%29_%28cropped%29.jpg,,FALSE
Munoz,Anthony,USC,1,3,1980,LT,,10,,2897,plpo_legends_MunozAnthony,,,1980,1992,9,11,12,138,NFL,5,,,,TRUE
Clark,Bruce,Penn St.,1,4,1980,LE,,,,,,75,273,1980,1989,0,1,6,46,NFL,,"New Castle, Pennsylvania",,,FALSE
Dickey,Curtis,Texas A&M,1,5,1980,HB,,,,,,73,213,1980,1986,0,0,5,37,NFL,,"Madisonville, Texas",,,FALSE
Greer,Curtis,Michigan,1,6,1980,LE,,,,,,76,255,1980,1987,0,0,6,38,NFL,,"Detroit, Michigan",,,FALSE
Miller,Junior,Nebraska,1,7,1980,TE,,,,3045,,76,239,1980,1984,0,2,3,14,NFL,,"Waco, Texas",,,FALSE
Haynes,Mark,Colorado,1,8,1980,CB,,,,,,71,194,1980,1989,2,3,7,66,NFL,,"Kansas City, Kansas",,,FALSE
Martin,Doug,Washington,1,9,1980,LE,22,5334,martinDoug_11230,11230,plpo_MartinDoug,75,258,1980,1989,0,0,7,48,NFL,7,"Fairfield, California",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Doug_Martin_2015.jpg/250px-Doug_Martin_2015.jpg,https://www.pro-football-reference.com/req/20230307/images/headshots/MartDo00_2018.jpg,FALSE
Green,Jacob,Texas A&M,1,10,1980,LE,,,,,,74,255,1980,1992,0,2,12,80,NFL,,"Pasadena, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/JacobGreen.jpg/250px-JacobGreen.jpg,,FALSE
Budde,Brad,USC,1,11,1980,LG,,,,,,76,262,1980,1986,0,0,6,36,NFL,,"Detroit, Michigan",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Brad_Budde_playing_for_USC.JPG/250px-Brad_Budde_playing_for_USC.JPG,,FALSE
Brock,Stan,Colorado,1,12,1980,LT,,,,,,78,295,1980,1995,0,0,16,78,NFL,,"Beaverton, Oregon",https://upload.wikimedia.org/wikipedia/commons/d/d2/Stan_Brock_in_2007.jpg,,FALSE
Cooper,Earl,Rice,1,13,1980,HB,,,,,,74,227,1980,1986,0,0,4,25,NFL,,"Lexington, Texas",,,FALSE
James,Roland,Tennessee,1,14,1980,CB,,,,,,74,191,1980,1990,0,0,8,50,NFL,,"Xenia, Ohio",https://upload.wikimedia.org/wikipedia/commons/a/ae/1986_Jeno%27s_Pizza_-_08_-_Roy_Green_%28Roland_James_crop%29.jpg,,FALSE
Wilson,Marc,BYU,1,15,1980,QB,,,,,,78,205,1980,1990,0,0,5,36,NFL,,"Bremerton, Washington",,,FALSE
Ritcher,Jim,North Carolina St.,1,16,1980,LG,,,,,,75,273,1980,1995,0,2,11,70,NFL,,"Berea, Ohio",,,FALSE
Johnson,Johnnie,Texas,1,17,1980,CB,,,,,,73,185,1980,1989,0,0,7,51,NFL,,"La Grange, Texas",,,FALSE
Monk,Art,Syracuse,1,18,1980,WR,,2193,MonkArt_914,22585,plpo_legends_MonkArt,75,210,1980,1995,1,3,14,90,NFL,7,"White Plains, New",https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Art_Monk_USDA_150th_Anniversary_celebration.jpg/250px-Art_Monk_USDA_150th_Anniversary_celebration.jpg,,TRUE
Wilson,Otis,Louisville,1,19,1980,MLB,,,,,,74,227,1980,1989,0,1,7,58,NFL,,"Brooklyn, New",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Otis_Wilson.jpg/250px-Otis_Wilson.jpg,,FALSE
Stuckey,Jim,Clemson,1,20,1980,LE,,,,,,76,251,1980,1986,0,0,3,25,NFL,,"Cayce, South",,,FALSE
McNeal,Don,Alabama,1,21,1980,CB,,,,,,71,192,1980,1989,0,0,4,30,NFL,,"Atmore, Alabama",https://upload.wikimedia.org/wikipedia/commons/2/2c/Don_McNeal.JPG,,FALSE
Snell,Ray,Wisconsin,1,22,1980,LG,,,,,,76,262,1980,1985,0,0,3,19,NFL,,"Baltimore, Maryland",,,FALSE
Young,Roynell,Alcorn St.,1,23,1980,CB,,,,,,73,181,1980,1988,0,1,8,54,NFL,,"New Orleans, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Roynellyoung.webp/250px-Roynellyoung.webp.png,,FALSE
Hatchett,Derrick,Texas,1,24,1980,CB,,,,,,71,182,1980,1983,0,0,4,16,NFL,,"Bryan, Texas",,,FALSE
Ferguson,Vagas,Notre Dame,1,25,1980,HB,,,,,,73,204,1980,1983,0,0,1,11,NFL,,"Richmond, Indiana",,,FALSE
Cumby,George,Oklahoma,1,26,1980,MLB,,,,,,72,220,1980,1987,0,0,5,33,NFL,,"Gorman, Texas",,,FALSE
White,Charles,USC,1,27,1980,HB,,,,,,70,190,1980,1988,1,1,3,30,NFL,,"Los Angeles, California",,,FALSE
Malone,Mark,Arizona St.,1,28,1980,QB,,,,,,76,223,1980,1989,0,0,5,27,NFL,,"El Cajon, California",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/MarkMalone1984.jpg/250px-MarkMalone1984.jpg,,FALSE
Cribbs,Joe,Auburn,2,29,1980,HB,,,,,,71,190,1980,1988,0,3,6,54,NFL,,"Sulligent, Alabama",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Former_NFL_Player_Joe_Cribbs_helping_survivors_in_Alabama_%28cropped%29.jpg/250px-Former_NFL_Player_Joe_Cribbs_helping_survivors_in_Alabama_%28cropped%29.jpg,,FALSE
Teal,Willie,LSU,2,30,1980,CB,,,,,,70,195,1980,1987,0,0,4,31,NFL,,"Texarkana, Texas",,,FALSE
Criswell,Kirby,Kansas,2,31,1980,MLB,,,,,,77,238,1980,1981,0,0,0,0,NFL,,"Grinnell, Iowa",,,FALSE
Donaldson,Ray,Georgia,2,32,1980,C,,,,,,75,311,1980,1996,0,6,15,77,NFL,,"Rome, Georgia",,,FALSE
Marsh,Doug,Michigan,2,33,1980,TE,,,,,,75,236,1980,1986,0,0,6,17,NFL,,"Akron, Ohio",,,FALSE
Lee,Mark,Washington,2,34,1980,CB,,,,,,71,187,1980,1991,0,0,10,56,NFL,,"Hanford, California",,https://www.pro-football-reference.com/req/20230307/images/headshots/LeexMa00_2019.jpg,FALSE
Kohrs,Bob,Arizona St.,2,35,1980,LE,,,,,,75,240,1980,1985,0,0,0,8,NFL,,"Phoenix, Arizona",,,FALSE
Curry,Buddy,North Carolina,2,36,1980,MLB,,,,,,76,224,1980,1987,0,0,8,44,NFL,,"Greenville, North",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Buddy_Curry_Jan_2018_1.jpg/250px-Buddy_Curry_Jan_2018_1.jpg,,FALSE
Bradley,Gene,Arkansas St.,2,37,1980,QB,,,,,,76,215,1980,,0,0,0,,NFL,,"Jonesboro, Arkansas",,,FALSE
Fields,Angelo,Michigan St.,2,38,1980,LT,,,,,,78,321,1980,1982,0,0,0,3,NFL,,"Washington, D",,,FALSE
Turner,Keena,Purdue,2,39,1980,MLB,,,,,,74,219,1980,1990,0,1,9,57,NFL,,"Chicago, Illinois",https://upload.wikimedia.org/wikipedia/commons/4/4e/Nancy_Reagan_with_Joe_Montana_and_Keena_Turner_%28cropped%29_2.jpg,,FALSE
Ray,Darrol,Oklahoma,2,40,1980,CB,,,,,,73,200,1980,1984,0,0,5,30,NFL,,"San Francisco, California",,,FALSE
Waymer,Dave,Notre Dame,2,41,1980,CB,,,,,,73,195,1980,1992,0,1,11,68,NFL,,"Brooklyn, New",,,FALSE
Jones,Rulon,Utah St.,2,42,1980,LE,,,,,,78,260,1980,1988,1,2,7,63,NFL,,"Salt Lake City, Utah",,,FALSE
Millen,Matt,Penn St.,2,43,1980,MLB,,,,,,74,250,1980,1991,0,1,12,67,NFL,,"Hokendauqua, Pennsylvania",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Matt_Millen_NFL_Network.jpg/250px-Matt_Millen_NFL_Network.jpg,,FALSE
Hines,Andre,Stanford,2,44,1980,LT,,,,,,78,275,1980,1980,0,0,0,1,NFL,,"Oakland, California",,https://www.pro-football-reference.com/req/20230307/images/headshots/HineAn00_2022.jpg,FALSE
McGrew,Larry,USC,2,45,1980,MLB,,,,,,77,233,1980,1990,0,0,7,45,NFL,,"Berkeley, California",https://upload.wikimedia.org/wikipedia/commons/5/5f/1986_Jeno%27s_Pizza_-_11_-_Jim_McMahon_%28Larry_McGrew_crop%29.jpg,,FALSE
Suhey,Matt,Penn St.,2,46,1980,HB,,,,,,71,217,1980,1989,0,0,7,34,NFL,,"Bellefonte, Pennsylvania",,,FALSE
Clayton,Ralph,Michigan,2,47,1980,WR,,,,,,75,222,1980,1981,0,0,0,0,NFL,,"Highland Park, Michigan",,,FALSE
Stephenson,Dwight,Alabama,2,48,1980,C,,,,2930,,74,255,1980,1987,4,5,6,80,NFL,,"Murfreesboro, North",,,TRUE
House,Kevin,Southern Illinois,2,49,1980,WR,32,,,,,73,181,1980,1987,0,0,6,42,NFL,,"Louis, Missouri",https://upload.wikimedia.org/wikipedia/commons/1/1b/Kevin_House_1982_%28cropped%29.png,,FALSE
Pankey,Irv,Penn St.,2,50,1980,LT,,,,,,76,277,1980,1992,0,0,9,49,NFL,,"Aberdeen, Maryland",,,FALSE
Foley,Tim,Notre Dame,2,51,1980,LT,,,,,,72,194,1980,1981,0,0,0,0,NFL,,"Evanston, Illinois",https://upload.wikimedia.org/wikipedia/commons/5/59/1986_Jeno%27s_Pizza_-_43_-_Dan_Pastorini_%28Tim_Foley_crop%29.jpg,,FALSE
Skaugstad,Daryle,California,2,52,1980,DT,,,,,,77,254,1980,1983,0,0,0,4,NFL,,"Seattle, Washington",,,FALSE
Harrington,Perry,Jackson St.,2,53,1980,HB,,,,,,71,210,1980,1985,0,0,1,9,NFL,,"Bentonia, Mississippi",,,FALSE
Crosby,Cleveland,Arizona,2,54,1980,LE,,,,,,77,250,1980,1982,0,0,0,1,NFL,,"West Point, Mississippi",,,FALSE
Mendenhall,Mat,BYU,2,55,1980,LE,,,,,,78,254,1980,1982,0,0,1,15,NFL,,"Salt Lake City, Utah",,,FALSE
Goodman,John,Oklahoma,2,56,1980,LE,,,,,,78,253,1980,1985,0,0,4,26,NFL,,"Oklahoma City, Oklahoma",,,FALSE
Turnure,Tom,Washington,3,57,1980,C,,,,,,76,250,1980,1986,0,0,0,6,NFL,,"Seattle, Washington",,,FALSE
Thomas,Jewerl,San Jose St.,3,58,1980,HB,,,,,,70,230,1980,1984,0,0,0,7,NFL,,"Hanford, California",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Jewerl_Thomas_1984.jpg/250px-Jewerl_Thomas_1984.jpg,,FALSE
Horn,Rod,Nebraska,3,59,1980,DT,,,,,,,,1980,1981,0,0,0,4,NFL,,,,,FALSE
Sinnott,John,Brown,3,60,1980,LT,,,,,,76,275,1980,1982,0,0,1,4,NFL,,"Wexford, Ireland",,,FALSE
Kitson,Syd,Wake Forest,3,61,1980,LG,,,,,,76,258,1980,1984,0,0,1,9,NFL,,"Orange, New",,,FALSE
Friede,Mike,Indiana,3,62,1980,WR,,,,,,75,205,1980,1981,0,0,1,5,NFL,,"Havre, Montana",,,FALSE
Jones,Earl,Norfolk St.,3,63,1980,CB,,,,,,72,178,1980,1983,0,0,0,6,NFL,,"Tuscaloosa, Alabama",,,FALSE
Lapka,Myron,USC,3,64,1980,DT,,,,,,76,258,1980,1983,0,0,0,1,NFL,,"Van Nuys, California",,,FALSE
Miller,Jim,Mississippi,3,65,1980,P,15,,,,,71,183,1980,1987,0,0,0,5,NFL,,"Ripley, Mississippi",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Jim_Miller_QB_2010.jpg/250px-Jim_Miller_QB_2010.jpg,,FALSE
Hadnot,James,Texas Tech,3,66,1980,HB,,,,,,74,244,1980,1983,0,0,1,13,NFL,,"Jasper, Texas",,,FALSE
Brammer,Mark,Michigan St.,3,67,1980,TE,,,,,,75,238,1980,1984,0,0,3,11,NFL,,"Traverse City, Michigan",https://upload.wikimedia.org/wikipedia/commons/0/01/1986_Jeno%27s_Pizza_-_30_-_Joe_Cribbs_%28Mark_Brammer_crop%29.jpg,,FALSE
Boyd,Brent,UCLA,3,68,1980,LG,,,,,,75,268,1980,1986,0,0,1,16,NFL,,"Downey, California",,,FALSE
Mehl,Lance,Penn St.,3,69,1980,MLB,,,,,,75,235,1980,1987,0,1,6,51,NFL,,"Bellaire, Ohio",,,FALSE
Irvin,LeRoy,Kansas,3,70,1980,CB,,,,,,71,184,1980,1990,2,2,8,76,NFL,,"Fort Dix, New",,,FALSE
Schmeding,John,Boston Col.,3,71,1980,LG,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Odom,Cliff,Texas-Arlington,3,72,1980,MLB,,,,,,74,237,1980,1993,0,0,6,44,NFL,,"Beaumont, Texas",,,FALSE
McMichael,Steve,Texas,3,73,1980,DT,,,,,,74,270,1980,1994,2,2,11,100,NFL,,"Houston, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Steve_McMichael_September_2016.jpg/250px-Steve_McMichael_September_2016.jpg,https://www.pro-football-reference.com/req/20230307/images/headshots/McMiSt00_USAT_1992.jpg,FALSE
Carter,Larry,Kentucky,3,74,1980,CB,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Barnett,Bill,Nebraska,3,75,1980,LE,,,,,,76,258,1980,1985,0,0,0,12,NFL,,"Paul, Minnesota",,,FALSE
Brantley,Scot,Florida,3,76,1980,MLB,,,,,,73,230,1980,1987,0,0,5,32,NFL,,"Chester, South",https://upload.wikimedia.org/wikipedia/commons/6/6f/Scot_Brantley_1982.png,,FALSE
Puki,Craig,Tennessee,3,77,1980,MLB,,,,,,73,231,1980,1982,0,0,0,7,NFL,,"Deadwood, South",,,FALSE
Roe,Bill,Colorado,3,78,1980,MLB,,,,,,75,233,1980,1987,0,0,0,3,NFL,,"South Bend, Indiana",,,FALSE
Smith,Tim,Nebraska,3,79,1980,WR,93,10737,,15220,plpo_SmithTim,74,201,1980,1986,0,0,3,23,NFL,7,"Tucson, Arizona",,,FALSE
Jones,James,Mississippi St.,3,80,1980,HB,89,1722,,28010,plpo_JonesJames,70,201,1980,1985,0,0,0,5,NFL,7,"Vicksburg, Mississippi",https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Fred_Marion_1987.jpg/250px-Fred_Marion_1987.jpg,,FALSE
Baker,Charles,New Mexico,3,81,1980,MLB,,,,,,74,226,1980,1987,0,0,3,31,NFL,,"Mount Pleasant, Texas",,,FALSE
Murphy,Phil,South Carolina St.,3,82,1980,DT,,,,,,77,290,1980,1981,0,0,0,2,NFL,,"New London, Connecticut",,,FALSE
Sydnor,Ray,Wisconsin,3,83,1980,TE,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Churchman,Ricky,Texas,4,84,1980,CB,,,,,,73,195,1980,1981,0,0,1,6,NFL,,"Pearland, Texas",,,FALSE
Hipple,Eric,Utah St.,4,85,1980,QB,,,,,,74,196,1980,1989,0,0,4,38,NFL,,"Lubbock, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Eric_Hipple_Real_Men_Do_Cry_Book_Signing_Sept_3%2C_2009.jpg/250px-Eric_Hipple_Real_Men_Do_Cry_Book_Signing_Sept_3%2C_2009.jpg,,FALSE
Glass,William,Baylor,4,86,1980,LG,,,,,,76,261,1980,1980,0,0,0,1,NFL,,,,,FALSE
Nixon,Fred,Oklahoma,4,87,1980,WR,,,,,,71,191,1980,1981,0,0,0,1,NFL,,"Camilla, Georgia",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Fred_Nixon%2C_July_1981.jpg/250px-Fred_Nixon%2C_July_1981.jpg,,FALSE
Butler,Ray,USC,4,88,1980,WR,,,,,,75,200,1980,1988,0,0,6,33,NFL,,"Port Lavaca, Texas",,,FALSE
Lisch,Rusty,Notre Dame,4,89,1980,QB,,,,,,75,213,1980,1984,0,0,0,2,NFL,,"Belleville, Illinois",,,FALSE
Pittman,Danny,Wyoming,4,90,1980,WR,,,,,,74,205,1980,1984,0,0,1,4,NFL,,"Memphis, Tennessee",,,FALSE
Laughlin,Jim,Ohio St.,4,91,1980,MLB,,,,,,72,222,1980,1987,0,0,0,13,NFL,,"Euclid, Ohio",,,FALSE
Johnson,Dennis,USC,4,92,1980,MLB,96,6915,,471,plpo_JohnsonDennis,75,220,1980,1985,0,0,3,27,NFL,7,"Weir, Mississippi",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Dennis_Johnson_Lipofsky.jpg/250px-Dennis_Johnson_Lipofsky.jpg,,FALSE
Parker,Ervin,South Carolina St.,4,93,1980,MLB,,,,,,76,236,1980,1983,0,0,2,17,NFL,,"Georgetown, South",,,FALSE
Klug,Dave,Concordia-Moorhead (MN),4,94,1980,MLB,,,,,,76,230,1980,1983,0,0,0,3,NFL,,"Litchfield, Minnesota",,,FALSE
Johnson,Jesse,Colorado,4,95,1980,CB,,,,,,75,185,1980,1983,0,0,0,3,NFL,,"Fort Collins, Colorado",,,FALSE
Jolly,Mike,Michigan,4,96,1980,CB,,,,,,75,188,1980,1983,0,0,0,4,NFL,,"Detroit, Michigan",,,FALSE
Dion,Terry,Oregon,4,97,1980,LE,,,,,,78,254,1980,1980,0,0,0,1,NFL,,"Shelton, Washington",,,FALSE
Hodge,David,Houston,4,98,1980,MLB,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Crews,Ron,UNLV,4,99,1980,DT,,,,,,76,256,1980,1980,0,0,0,1,NFL,,"Springfield, Illinois",,,FALSE
Bailey,Elmer,Minnesota,4,100,1980,WR,,,,,,72,196,1980,1982,0,0,0,1,NFL,,"Evanston, Illinois",,,FALSE
Luther,Ed,San Jose St.,4,101,1980,QB,,,,,,75,206,1980,1984,0,0,0,7,NFL,,"Gardena, California",,,FALSE
Flowers,Larry,Texas Tech,4,102,1980,CB,,,,,,73,190,1980,1985,0,0,0,6,NFL,,"Temple, Texas",,,FALSE
Thompson,Arland,Baylor,4,103,1980,LG,,,,,,76,265,1980,1987,0,0,0,3,NFL,,"Lockney, Texas",,,FALSE
Hipp,I.M.,Nebraska,4,104,1980,HB,,,,,,,,1980,1980,0,0,0,0,NFL,,,,,FALSE
Petersen,Kurt,Missouri,4,105,1980,LG,,,,,,76,264,1980,1985,0,0,5,34,NFL,,"Louis, Missouri",,,FALSE
Combs,Chris,New Mexico,4,106,1980,TE,73,,,,,76,238,1980,1981,0,0,0,0,NFL,,"San Diego, California",,,FALSE
Parros,Rick,Utah St.,4,107,1980,HB,,,,,,71,200,1980,1987,0,0,2,16,NFL,,"Brooklyn, New",,,FALSE
Gregor,Bob,Washington St.,4,108,1980,CB,,,,,,74,192,1980,1984,0,0,0,5,NFL,,"Riverside, California",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Bob_Gregor_Kodak.jpg/250px-Bob_Gregor_Kodak.jpg,,FALSE
McDonald,Paul,USC,4,109,1980,QB,,,,,,74,184,1980,1986,0,0,1,16,NFL,,"Montebello, California",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/2008-0830-USC-UVA-PaulMcDonald.jpg/250px-2008-0830-USC-UVA-PaulMcDonald.jpg,,FALSE
Hurley,Bill,Syracuse,4,110,1980,CB,,,,,,71,195,1980,1983,0,0,0,4,NFL,,"Kenmore, New",,,FALSE
Streeter,Mark,Arizona,5,111,1980,CB,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Times,Ken,Southern,5,112,1980,DT,,,,,,,,1980,1981,0,0,0,0,NFL,,,,,FALSE
Hicks,Bryan,McNeese St.,5,113,1980,CB,,,,,,72,192,1980,1982,0,0,2,13,NFL,,"Lake Charles, Louisiana",,,FALSE
Carson,Carlos,LSU,5,114,1980,WR,,,,,,71,180,1980,1989,0,2,7,51,NFL,,"Lake Worth, Florida",,,FALSE
Pensick,Dan,Nebraska,5,115,1980,DT,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Franks,Elvis,Morgan St.,5,116,1980,LE,,,,,,76,252,1980,1986,0,0,0,9,NFL,,"Doucette, Texas",,,FALSE
Vassar,Brad,Pacific,5,117,1980,MLB,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Blount,Tony,Virginia,5,118,1980,CB,,,,,,73,195,1980,1980,0,0,0,0,NFL,,"Atlanta, Georgia",,,FALSE
Pyburn,Jeff,Georgia,5,119,1980,CB,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Ginn,Tommie,Arkansas,5,120,1980,C,,,,,,75,253,1980,1981,0,0,0,4,NFL,,"Scotia, California",,,FALSE
Paschal,Doug,North Carolina,5,121,1980,HB,,,,,,74,217,1980,1980,0,0,0,1,NFL,,"Greenville, North",,,FALSE
Jones,Paul,California,5,122,1980,HB,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Zidd,Jim,Kansas,5,123,1980,MLB,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
McDougald,Doug,Virginia Tech,5,124,1980,LE,,,,,,77,271,1980,1980,0,0,0,1,NFL,,"Fayetteville, North",,,FALSE
Lewis,Kenny,Virginia Tech,5,125,1980,HB,,,,,,72,190,1980,1983,0,0,0,1,NFL,,"Danville, Virginia",,https://www.pro-football-reference.com/req/20230307/images/headshots/LewiKe00_2019.jpg,FALSE
Adams,John,LSU,5,126,1980,MLB,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Steele,Joe,Washington,5,127,1980,HB,,,,,,76,215,1980,,0,0,0,,NFL,,"Seattle, Washington",,,FALSE
Bowens,William,North Alabama,5,128,1980,MLB,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Lee,Keith,Colorado St.,5,129,1980,CB,,,,,,71,192,1980,1985,0,0,0,8,NFL,,"San Antonio, Texas",,,FALSE
Tabor,Paul,Oklahoma,5,130,1980,C,,,,,,76,241,1980,1980,0,0,0,1,NFL,,"Little Rock, Arkansas",,,FALSE
Harden,Mike,Michigan,5,131,1980,CB,,,,,,73,192,1980,1990,0,0,9,54,NFL,,"Memphis, Tennessee",,,FALSE
Jacobs,Daniel,Winston-Salem St.,5,132,1980,LE,,,,,,,,1980,,0,0,0,,NFL,,,,,FALSE
Hogeboom,Gary,Central Michigan,5,133,1980,QB,,,,,,76,205,1980,1989,0,0,2,22,NFL,,"Grand Rapids, Michigan",,,FALSE
Corker,John,Oklahoma St.,5,134,1980,MLB,,,,,,78,245,1980,1988,0,0,0,3,NFL,,"Miami, Florida",,,FALSE
Rivers,Nate,South Carolina St.,5,135,1980,HB,,,,,,75,215,1980,1980,0,0,0,0,NFL,,"Wadmalaw Island, South",,,FALSE
Short,Laval,Colorado,5,136,1980,DT,,,,,,75,250,1980,1981,0,0,0,1,NFL,,"Nashville, Tennessee",,,FALSE
Johnson,Kenny,Mississippi St.,5,137,1980,CB,,,,,,70,176,1980,1989,0,0,5,39,NFL,,"Moss Point, Mississippi",,https://www.pro-football-reference.com/req/20230307/images/headshots/JohnKe00_USAT_2004.jpg,FALSE
Wolfley,Craig,Syracuse,5,138,1980,LG,,,,,,73,265,1980,1991,0,0,8,45,NFL,,"Buffalo, New",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Craig_Wolfley.jpg/250px-Craig_Wolfley.jpg,,FALSE
Williams,Herb,Southern,6,139,1980,CB,,,,,,73,190,1980,1982,0,0,0,2,NFL,,"Lafayette, Louisiana",,,FALSE
