last_name,first_name,team,position,jersey,year,freshman_year,possible_draft_year,height_inches,weight,recruiting_year,recruiting_stars,recruiting_rating,national_ranking,home_city,home_state,home_country,season_year,player_id
Thomas Jr.,Noble,Oregon State,DB,21.0,3,,,71.0,191.0,,,,,Orange City,FL,USA,2023,4812344
Vann,Rylan,NC State,OL,55.0,3,,,73.0,297.0,,,,,Cary,NC,USA,2023,4812345
Weatherly,Eric,Bucknell,WR,3.0,3,,,68.0,173.0,,,,,Jacksonville,FL,USA,2023,4812346
Capers,Bryce,Florida,EDGE,36.0,2,,,76.0,243.0,,,,,Jacksonville,FL,USA,2023,4812354
Etienne,Websley,Arkansas State,DB,12.0,3,,,72.0,200.0,,,,,Fort Lauderdale,FL,USA,2023,4812355
Girard,Jaydn,Wake Forest,WR,19.0,3,,,72.0,187.0,,,,,Tampa,FL,USA,2023,4812356
Hutchinson,D'Angelo,Louisville,DB,21.0,4,,,75.0,200.0,,,,,Saint Petersburg,FL,USA,2023,4812358
Williams,Idris,Campbell,DB,29.0,1,,,73.0,180.0,,,,,Plant City,FL,USA,2023,4812365
Yeoman,Corey,Temple,LB,5.0,3,,,75.0,240.0,,,,,Atlantic City,NJ,USA,2023,4812366
Willie,Ade,Michigan State,DB,6.0,4,,,73.0,190.0,,,,,Sarasota,FL,USA,2023,4812367
Bullard,TJ,UCF,LB,16.0,3,,,73.0,200.0,,,,,Tampa,FL,USA,2023,4812373
Crosby Jr.,Terrell,Iowa State,WR,5.0,3,,,70.0,182.0,,,,,Saint Petersburg,FL,USA,2023,4812374
Hopkins,Elijah,Liberty,CB,5.0,3,,,70.0,195.0,,,,,Ocala,FL,USA,2023,4812377
Lockette,Tellek,UL Monroe,OL,74.0,4,,,75.0,327.0,,,,,Miami,FL,USA,2023,4812378
Moore,Kam,UCF,LB,30.0,3,,,73.0,205.0,,,,,Sanford,FL,USA,2023,4812380
Smith,Gunnar,UCF,QB,12.0,3,,,77.0,210.0,,,,,Lake Mary,FL,USA,2023,4812381
Thomas,Tawfiq,Louisville,DT,95.0,4,,,76.0,300.0,,,,,Tampa,FL,USA,2023,4812383
Courtney,Brian,Florida State,TE,83.0,4,,,75.0,240.0,,,,,Ashburn,VA,USA,2023,4812439
Thompson,Dami'on,Coastal Carolina,WR,80.0,1,,,74.0,180.0,,,,,Mableton,GA,USA,2023,4812473
Riles,DJ,Middle Tennessee,WR,10.0,3,,,71.0,195.0,,,,,Columbus,GA,USA,2023,4812474
Burrola,Zach,Southern Illinois,LB,10.0,3,,,73.0,225.0,,,,,Las Vegas,NV,USA,2023,4813935
Fontes,Aaron,Montana,WR,14.0,2,,,73.0,170.0,,,,,Oxnard,CA,USA,2023,4813944
Woods,Rylan,Arkansas-Pine Bluff,LB,2.0,2,,,73.0,220.0,,,,,Cincinnati,OH,USA,2023,4813952
Whitenack,Hunter,Illinois,OL,77.0,3,,,78.0,361.0,,,,,New Carlisle,IN,USA,2023,4814926
Beatty,Hank,Illinois,WR,80.0,4,,,71.0,185.0,,,,,Rochester,IL,USA,2023,4814930
McLaughlin,Will,Iowa State,LB,23.0,3,,,76.0,240.0,,,,,Defiance,IA,USA,2023,4816058
Leonard,Clayton,Illinois,LB,41.0,3,,,76.0,290.0,,,,,Danforth,IL,USA,2023,4816072
McCalister,Colby,Kansas State,S,2.0,3,,,70.0,198.0,,,,,Houston,TX,USA,2023,4816073
McAlpine,Tre'Von,Texas Tech,DL,95.0,3,,,75.0,305.0,,,,,Saraland,AL,USA,2023,4816082
McCullough,Daeh,Oklahoma,DB,28.0,2,,,74.0,195.0,,,,,South Bend,IN,USA,2023,4816083
Ward,Jaylen,Middle Tennessee,WR,85.0,1,,,73.0,202.0,,,,,Bessemer,AL,USA,2023,4816084
Woody,Tae,UAB,DL,14.0,2,,,76.0,295.0,,,,,Welch,AL,USA,2023,4816086
Brailsford,Parker,Washington,OL,72.0,3,,,74.0,290.0,,,,,Mesa,AZ,USA,2023,4816090
Clark,Markus,App State,DL,91.0,3,,,73.0,295.0,,,,,Hoover,AL,USA,2023,4816091
Coleman,De'Andre,Coastal Carolina,WR,11.0,1,,,74.0,215.0,,,,,Hueytown,AL,USA,2023,4816093
Davis II,Russell,Arizona,DL,99.0,3,,,75.0,220.0,,,,,Long Beach,CA,USA,2023,4816094
Hipa,Blaine,Princeton,QB,2.0,4,,,74.0,195.0,,,,,Kailua,HI,USA,2023,4816095
Holmes,Jacob,Fresno State,DL,23.0,4,,,74.0,290.0,,,,,Phoenix,AZ,USA,2023,4816096
Holtzclaw,Lance,Washington,DE,15.0,3,,,75.0,227.0,,,,,Boston,MA,USA,2023,4816097
Hughes,Makhi,Tulane,RB,20.0,3,,,71.0,210.0,,,,,Birmingham,AL,USA,2023,4816098
Jacobs,Javen,Arizona State,RB,,3,,,70.0,190.0,,,,,Chandler,AZ,USA,2023,4816099
Love,Taylor,Tulane,LB,10.0,3,,,72.0,220.0,,,,,Opelika,AL,USA,2023,4816103
Masunas,Michael,Michigan State,TE,81.0,3,,,77.0,259.0,,,,,Chandler,AZ,USA,2023,4816104
Morrison,Benjamin,Notre Dame,CB,20.0,3,,,72.0,190.0,,,,,Phoenix,AZ,USA,2023,4816107
Powell,Tyler,Arizona,TE,87.0,3,,,79.0,244.0,,,,,Phoenix,AZ,USA,2023,4816108
Spurlock,Deuce,Florida,LB,9.0,3,,,72.0,225.0,,,,,Madison,AL,USA,2023,4816111
Sulton,Jaylen,Alabama State,RB,24.0,1,,,69.0,187.0,,,,,Mobile,AL,USA,2023,4816112
Anderson,Travelle,Central Arkansas,RB,21.0,1,,,72.0,200.0,,,,,Gosnell,AR,USA,2023,4816302
Hardy,Will,North Carolina,DB,31.0,4,,,74.0,205.0,,,,,Lawrenceville,GA,USA,2023,4816304
Himon II,Joseph,Northwestern,RB,6.0,3,,,69.0,190.0,,,,,Little Rock,AR,USA,2023,4816307
Gray,Travis,New Mexico,OL,71.0,3,,,78.0,321.0,,,,,Aurora,CO,USA,2023,4816321
Haggerty,Blake,Northern Colorado,WR,19.0,1,,,72.0,188.0,,,,,Castle Rock,CO,USA,2023,4816322
Kurisky,Nate,Louisville,TE,85.0,3,,,75.0,240.0,,,,,Washington,DC,USA,2023,4816323
Maikkula,Jake,Stanford,OL,69.0,3,,,77.0,299.0,,,,,Sedalia,CO,USA,2023,4816324
Miller,Braden,Michigan State,OL,77.0,3,,,78.0,315.0,,,,,Aurora,CO,USA,2023,4816326
Norwood,Jordan,Liberty,LB,30.0,1,,,73.0,215.0,,,,,Highlands Ranch,CO,USA,2023,4816327
Smith,Isaiah,SMU,DE,1.0,4,,,76.0,248.0,,,,,Washington,DC,USA,2023,4816330
Thompson,Joshua,Stanford,CB,28.0,2,,,73.0,207.0,,,,,Upper Marlboro,MD,USA,2023,4816331
Kattus,Josh,Kentucky,TE,84.0,4,,,76.0,247.0,,,,,Cincinnati,OH,USA,2023,4819215
Baer,Ryan,Pittsburgh,OL,70.0,3,,,79.0,325.0,,,,,Eastlake,OH,USA,2023,4819223
Afari Jr.,Alex,Kentucky,LB,3.0,4,,,74.0,227.0,,,,,Cincinnati,OH,USA,2023,4819224
Foley,Brody,Indiana,TE,80.0,3,,,78.0,260.0,,,,,Cincinnati,OH,USA,2023,4819226
Hamilton,Maurice,West Virginia,DL,71.0,2,,,75.0,340.0,,,,,Cleveland,OH,USA,2023,4819227
Harris II,Rodney,Ohio,WR,11.0,3,,,74.0,211.0,,,,,Cincinnati,OH,USA,2023,4819228
Johnson,Kaleb,Iowa,RB,2.0,3,,,72.0,225.0,,,,,Hamilton,OH,USA,2023,4819231
Jones,Isaiah,Indiana,LB,46.0,3,,,74.0,230.0,,,,,London,OH,USA,2023,4819232
Miller,Ryan,Indiana,TE,87.0,1,,,78.0,235.0,,,,,Chagrin Falls,OH,USA,2023,4819235
Mennell,Mason,Kent State,OL,62.0,2,,,76.0,278.0,,,,,Stow,OH,USA,2023,4819236
Smith,Carter,Indiana,OL,65.0,3,,,77.0,308.0,,,,,Powell,OH,USA,2023,4819239
Smoot,Te'Sean,Jacksonville State,QB,8.0,1,,,72.0,177.0,,,,,Springfield,OH,USA,2023,4819240
Akana,Ka'eo,Utah,DL,10.0,3,,,75.0,230.0,,,,,Honolulu,HI,USA,2023,4819249
Bianco,AJ,Nevada,QB,10.0,3,,,75.0,217.0,,,,,Honolulu,HI,USA,2023,4819250
Kapoi,Laakea,San José State,OL,73.0,3,,,75.0,295.0,,,,,Makakilo,HI,USA,2023,4819254
Rose,Matt,Stanford,LB,35.0,4,,,74.0,225.0,,,,,Brecksville,OH,USA,2023,4819256
Savaiinaea,Jonah,Arizona,OL,71.0,3,,,77.0,330.0,,,,,Honolulu,HI,USA,2023,4819257
Tauaefa,Devon,Hawai'i,TE,87.0,3,,,77.0,215.0,,,,,Honolulu,HI,USA,2023,4819259
Trick,Adam,Miami (OH),LB,20.0,3,,,76.0,242.0,,,,,Dayton,OH,USA,2023,4819260
Dent,Damani,Charlotte,DB,7.0,1,,,71.0,196.0,,,,,Jacksonville,FL,USA,2023,4820569
McClellan,Chris,Florida,DT,7.0,4,,,76.0,323.0,,,,,Owasso,OK,USA,2023,4820574
Brown,DeSean,Oklahoma State,DE,87.0,3,,,74.0,275.0,,,,,Choctaw,OK,USA,2023,4820577
Bogard,Maliek,Eastern Michigan,DL,58.0,2,,,77.0,215.0,,,,,Beggs,OK,USA,2023,4820578
Malaska,Jocelyn,Utah,DB,5.0,3,,,73.0,185.0,,,,,Bethany,OK,USA,2023,4820579
Rowe,Jayden,Oklahoma,CB,1.0,3,,,73.0,227.0,,,,,Tulsa,OK,USA,2023,4820583
Spears-Jennings,Robert,Oklahoma,DB,3.0,4,,,72.0,213.0,,,,,Broken Arrow,OK,USA,2023,4820584
Jones,Avyonne,Coastal Carolina,S,12.0,3,,,71.0,190.0,,,,,Southlake,TX,USA,2023,4823975
Broome,Alex,Boston College,RB,20.0,3,,,66.0,194.0,,,,,Nashville,TN,USA,2023,4824124
Gaston,Eric,Memphis,DL,99.0,1,,,77.0,265.0,,,,,Nashville,TN,USA,2023,4824128
Ingram V,Charles,Furman,DB,20.0,3,,,71.0,191.0,,,,,Nashville,TN,USA,2023,4824129
Morgan,Grayson,Vanderbilt,OL,76.0,3,,,77.0,280.0,,,,,Nashville,TN,USA,2023,4824135
Reed,Izaiah,Louisville,OL,65.0,1,,,77.0,295.0,,,,,Jackson,TN,USA,2023,4824137
Ezeogu,Ikenna,Iowa State,DL,88.0,3,,,77.0,285.0,,,,,Blue Springs,MO,USA,2023,4826502
Essex,Jason,Iowa State,WR,11.0,1,,,74.0,215.0,,,,,Kansas City,MO,USA,2023,4826503
Purdy,Kaleb,Kansas,DB,29.0,3,,,71.0,185.0,,,,,St. Louis,MO,USA,2023,4826504
Reuben,Mudia,Stanford,WR,6.0,4,,,74.0,210.0,,,,,Kansas City,MO,USA,2023,4826505
Merritt,Caleb,Wyoming,DT,2.0,3,,,71.0,193.0,,,,,Saint Louis,MO,USA,2023,4826528
Bell,Gracen,Navy,TE,94.0,2,,,78.0,252.0,,,,,Lee's Summit,MO,USA,2023,4826529
Anderson,Owen,Illinois,TE,87.0,3,,,76.0,255.0,,,,,Skillman,NJ,USA,2023,4826574
Rustemeyer,Ashtin,Arkansas State,DT,91.0,3,,,74.0,273.0,,,,,Saint Charles,MO,USA,2023,4826578
Dailey,Jaxon,Arkansas State,QB,15.0,3,,,75.0,225.0,,,,,Pleasant Hill,IA,USA,2023,4826635
Anderson,Jordan,Illinois,TE,23.0,3,,,76.0,240.0,,,,,Naperville,IL,USA,2023,4826636
Boyer,Henry,Illinois,TE,87.0,3,,,78.0,265.0,,,,,Chicago,IL,USA,2023,4826637
Bostick,Jacob,Iowa,WR,86.0,3,,,74.0,185.0,,,,,Palatine,IL,USA,2023,4827041
Brown,Austin,Wisconsin,S,9.0,4,,,73.0,213.0,,,,,Johnston City,IL,USA,2023,4827042
Brown,SaVeon,Western Michigan,LB,15.0,3,,,73.0,210.0,,,,,Phoenix,IL,USA,2023,4827043
Erickson,Val,Missouri,OL,50.0,3,,,77.0,316.0,,,,,Chicago,IL,USA,2023,4827044
Laughery,Aidan,Illinois,RB,21.0,3,,,71.0,200.0,,,,,Gibson City,IL,USA,2023,4827047
Reese,Max,Eastern Michigan,TE,5.0,3,,,75.0,250.0,,,,,Chicago,IL,USA,2023,4827049
Hunley Jr.,Tony,Auburn,CB,26.0,2,,,69.0,180.0,,,,,Anniston,AL,USA,2023,4828770
Throckmorton,Travis,Oregon State,QB,4.0,1,,,73.0,202.0,,,,,Westlake Village,CA,USA,2023,4830617
Raridon,Eli,Notre Dame,TE,9.0,4,,,79.0,251.0,,,,,Des Moines,IA,USA,2023,4831959
Stokes,Kye,Ohio State,S,3.0,3,,,73.0,194.0,,,,,Seffner,FL,USA,2023,4831962
Carroll,Kalen,Cincinnati,DB,6.0,3,,,73.0,185.0,,,,,Indianapolis,IN,USA,2023,4831971
Craig,Ashton,Notre Dame,OL,70.0,3,,,77.0,311.0,,,,,Lawrenceburg,IN,USA,2023,4831972
Davis,Keylen,Akron,OL,56.0,3,,,74.0,300.0,,,,,Indianapolis,IN,USA,2023,4831973
Livingston,Landen,West Virginia,OL,67.0,3,,,76.0,293.0,,,,,Leo,IN,USA,2023,4831974
Simmons,Jeffrey,Ball State,TE,36.0,2,,,77.0,241.0,,,,,Fishers,IN,USA,2023,4831975
Tracy,Javon,Miami (OH),WR,11.0,3,,,72.0,205.0,,,,,Indianapolis,IN,USA,2023,4831976
Lee,Deshaun,Iowa,DB,8.0,3,,,70.0,189.0,,,,,Belleville,MI,USA,2023,4831986
Mangham,Jaden,Michigan State,DB,3.0,4,,,74.0,195.0,,,,,Bingham Farms,MI,USA,2023,4831987
Stokes,Christion,West Virginia,S,31.0,1,,,72.0,201.0,,,,,Harper Woods,MI,USA,2023,4831988
Walker,Deone,Kentucky,DT,,3,,,78.0,345.0,,,,,Detroit,MI,USA,2023,4831989
Bonnema,Tag,Western Michigan,DL,94.0,1,,,76.0,232.0,,,,,Zeeland,MI,USA,2023,4832000
Pruitt,Jackson,Temple,OL,54.0,3,,,77.0,315.0,,,,,Detroit,MI,USA,2023,4832005
Kwiatkowski,Jordan,Central Michigan,LB,12.0,4,,,73.0,235.0,,,,,Sterling Heights,MI,USA,2023,4832019
Kostus,Kade,Central Michigan,DL,44.0,3,,,74.0,260.0,,,,,Rockford,MI,USA,2023,4832020
Jackson-Anderson,Elijah,Eastern Michigan,RB,23.0,3,,,70.0,191.0,,,,,Flint,MI,USA,2023,4832021
Livingston,James,Kansas,OL,71.0,3,,,79.0,315.0,,,,,Dexter,MI,USA,2023,4832022
Bellamy,Jayden,Syracuse,DB,29.0,3,,,73.0,180.0,,,,,Freehold,NJ,USA,2023,4832028
Bauman,Alex,Tulane,TE,87.0,4,,,77.0,245.0,,,,,Red Bank,NJ,USA,2023,4832029
Caughey,Pat,Stanford,DL,91.0,2,,,77.0,264.0,,,,,Essex Fells,NJ,USA,2023,4832031
Evans,Justin,Nebraska,OL,51.0,3,,,74.0,315.0,,,,,East Orange,NJ,USA,2023,4832033
Igbinosun,Davison,Ohio State,CB,1.0,4,,,74.0,195.0,,,,,Union,NJ,USA,2023,4832035
Jaquez Jr.,Denis,Syracuse,DL,11.0,4,,,76.0,265.0,,,,,Richland,NJ,USA,2023,4832037
Lyde,A'Khoury,Delaware,CB,4.0,4,,,69.0,185.0,,,,,Paterson,NJ,USA,2023,4832038
Martin,Sam,Temple,DB,2.0,3,,,72.0,180.0,,,,,Staten Island,NY,USA,2023,4832039
Oben,Andre,Purdue,OL,76.0,2,,,77.0,290.0,,,,,Montclair,NJ,USA,2023,4832040
Price,Q'yaeir,Rutgers,DE,0.0,4,,,74.0,245.0,,,,,Paterson,NJ,USA,2023,4832041
Soares Jr.,Kenny,Northwestern,LB,33.0,4,,,74.0,231.0,,,,,Trumbull,CT,USA,2023,4832042
Aiken,DJ,Florida International,DL,13.0,1,,,75.0,245.0,,,,,Bluffton,SC,USA,2023,4832049
Carpenter,Vince,Purdue,OL,59.0,1,,,77.0,310.0,,,,,Monmouth Beach,NJ,USA,2023,4832051
Dunham,Zanjerry,South Carolina State,LB,7.0,3,,,74.0,225.0,,,,,Chester,SC,USA,2023,4832054
Edwards,Carter,Colorado,OT,60.0,1,,,77.0,280.0,,,,,Hattiesburg,MS,USA,2023,4832055
Evett,EJ,Weber State,S,39.0,1,,,74.0,185.0,,,,,Seneca,SC,USA,2023,4832056
Gunter,Blake,Tulane,TE,88.0,2,,,75.0,235.0,,,,,Madison,MS,USA,2023,4832057
Hill,Nasir,Princeton,DB,4.0,4,,,72.0,200.0,,,,,Pleasantville,NJ,USA,2023,4832058
Jackson,DJ,NC State,DL,90.0,2,,,74.0,280.0,,,,,Sumter,SC,USA,2023,4832059
Lawson,Jahiem,Clemson,DE,15.0,3,,,74.0,250.0,,,,,Central,SC,USA,2023,4832060
LeBrun,Christian,Massachusetts,S,17.0,2,,,72.0,215.0,,,,,Cherry Hill,NJ,USA,2023,4832061
Singleton,Trent,Mississippi State,S,9.0,2,,,72.0,198.0,,,,,Edwards,MS,USA,2023,4832064
Sweigart,Chase,South Carolina,OL,67.0,3,,,78.0,304.0,,,,,Chapin,SC,USA,2023,4832066
Oyewale,Paul,TCU,EDGE,97.0,3,,,76.0,260.0,,,,,Houston,TX,USA,2023,4832593
Williams,Christian,Florida,OL,56.0,3,,,76.0,310.0,,,,,Houston,TX,USA,2023,4832770
Haggard,Carson,Tulane,QB,9.0,1,,,72.0,175.0,,,,,Miami,FL,USA,2023,4832789
Madden,Garrison,USC,LB,29.0,3,,,74.0,235.0,,,,,Hampton,GA,USA,2023,4832790
Everhart,Major,TCU,WR,3.0,3,,,71.0,175.0,,,,,Amarillo,TX,USA,2023,4832792
Ioane,Olaivavega,Penn State,OL,71.0,3,,,76.0,330.0,,,,,Graham,WA,USA,2023,4832793
Boston,Denzel,Washington,WR,12.0,3,,,76.0,209.0,,,,,South Hill,WA,USA,2023,4832800
Cedarland,Hudson,Washington State,TE,27.0,3,,,75.0,240.0,,,,,Gig Harbor,WA,USA,2023,4832802
Dwyer,Jordan,Idaho,WR,7.0,3,,,72.0,195.0,,,,,Puyallup,WA,USA,2023,4832804
Brady,Jonathan,New Mexico State,WR,0.0,4,,,70.0,180.0,,,,,Los Angeles,CA,USA,2023,4832806
McClure,Malcolm,Nevada,LB,34.0,2,,,72.0,215.0,,,,,Reno,NV,USA,2023,4832813
McQueen,KeeKee,Nevada,DB,19.0,1,,,69.0,170.0,,,,,Spanaway,WA,USA,2023,4832814
Nabou Jr.,Mark,Texas A&M,OL,54.0,2,,,76.0,330.0,,,,,Lynnwood,WA,USA,2023,4832816
Olson,Keith,Utah,OL,74.0,3,,,78.0,311.0,,,,,Napavine,WA,USA,2023,4832817
Schmidt,Hall,Boise State,OL,65.0,3,,,79.0,308.0,,,,,Gig Harbor,WA,USA,2023,4832818
Schlenbaker,Djouvensky,Washington State,RB,15.0,2,,,72.0,216.0,,,,,Bellingham,WA,USA,2023,4832819
Seth,Jakobus,Washington State,OL,72.0,3,,,75.0,291.0,,,,,Lakewood,WA,USA,2023,4832820
Smith,Anthony,Minnesota,DL,0.0,3,,,78.0,285.0,,,,,Shippensburg,PA,USA,2023,4832823
Terry,Austin,Boise State,TE,86.0,3,,,75.0,237.0,,,,,Tumwater,WA,USA,2023,4832824
Velling,Jack,Oregon State,TE,12.0,4,,,77.0,245.0,,,,,Seattle,WA,USA,2023,4832827
Vincic,Luka,Oregon State,OL,70.0,3,,,77.0,305.0,,,,,Bothell,WA,USA,2023,4832828
Wood,Joshua,Fresno State,QB,3.0,2,,,75.0,215.0,,,,,Graham,WA,USA,2023,4832830
Wylie,Keon,Penn State,LB,32.0,3,,,74.0,225.0,,,,,Philadelphia,PA,USA,2023,4832831
Boyd,Isaiah,Tulane,DL,55.0,2,,,75.0,287.0,,,,,Philadelphia,PA,USA,2023,4832845
Claiborne,Demond,Wake Forest,RB,1.0,4,,,70.0,195.0,,,,,Aylett,VA,USA,2023,4832846
Del Grande,Nick,Coastal Carolina,OL,62.0,3,,,76.0,300.0,,,,,Lancaster,PA,USA,2023,4832848
Garcia,Gavin,Kent State,RB,5.0,3,,,67.0,192.0,,,,,Catawissa,PA,USA,2023,4832849
Johnson,Lavon,Maryland,DL,96.0,3,,,74.0,311.0,,,,,Allentown,PA,USA,2023,4832851
Stinette,Emir,Rutgers,OL,61.0,4,,,77.0,335.0,,,,,Philadelphia,PA,USA,2023,4832856
Duke,Bryce,Virginia Tech,RB,25.0,4,,,72.0,210.0,,,,,Leesburg,VA,USA,2023,4832874
Haughton Jr.,Leon,Maryland,TE,16.0,3,,,77.0,231.0,,,,,Richmond,VA,USA,2023,4832875
Moyston,Kyree,Cincinnati,DE,13.0,2,,,75.0,250.0,,,,,Portsmouth,VA,USA,2023,4832876
Tongrongou,Gilbert,Boston College,DL,99.0,2,,,75.0,263.0,,,,,Woodbridge,VA,USA,2023,4832891
Mason,Molik,Campbell,DL,92.0,3,,,77.0,307.0,,,,,Virginia Beach,VA,USA,2023,4832892
Montgomery,Isaiah,Pittsburgh,OL,72.0,3,,,76.0,305.0,,,,,Virginia Beach,VA,USA,2023,4832899
Banks,Tyler,Ole Miss,LB,34.0,4,,,74.0,245.0,,,,,Blackstone,VA,USA,2023,4832911
Kibble,Jimmy,Georgetown,WR,13.0,4,,,73.0,201.0,,,,,Leesburg,VA,USA,2023,4832914
Law Jr.,Lemar,Virginia Tech,DL,55.0,1,,,77.0,329.0,,,,,Virginia Beach,VA,USA,2023,4832916
Vasko,Ethan,Coastal Carolina,QB,15.0,3,,,75.0,220.0,,,,,Chesapeake,VA,USA,2023,4832918
Williams,Wesley,Duke,DE,97.0,3,,,75.0,265.0,,,,,Gainesville,VA,USA,2023,4832922
Woudsma,Maarten,Old Dominion,OL,55.0,3,,,77.0,315.0,,,,,Amersfoort,,Netherlands,2023,4832923
Carter,Chase,Incarnate Word,DL,14.0,3,,,77.0,290.0,,,,,Minneapolis,MN,USA,2023,4832953
Hasert,Deylin,Iowa State,OL,73.0,3,,,76.0,320.0,,,,,Marshall,MN,USA,2023,4832954
Johnson,Emmett,Nebraska,RB,21.0,3,,,71.0,200.0,,,,,Minneapolis,MN,USA,2023,4832955
Koivisto,Martin,Central Michigan,OL,76.0,3,,,79.0,305.0,,,,,Shakopee,MN,USA,2023,4832956
McKinley,Rashad,New Mexico State,CB,29.0,2,,,71.0,180.0,,,,,Saint Paul,MN,USA,2023,4832957
Earby,Jeremiah,California,DB,6.0,4,,,74.0,182.0,,,,,East Palo Alto,CA,USA,2023,4833015
James,Chedon,Idaho State,WR,4.0,3,,,69.0,173.0,,,,,,,,2023,4833016
Pickens,John Paul,Arkansas,DB,49.0,2,,,72.0,186.0,,,,,Jonesboro,AR,USA,2023,4833017
Frazier,Dakari,Ball State,DL,98.0,2,,,75.0,282.0,,,,,Columbus,OH,USA,2023,4833019
Harder,Jonathan,Cincinnati,OL,73.0,3,,,76.0,330.0,,,,,Delaware,OH,USA,2023,4833021
Henry,Avery,Ohio State,OL,72.0,2,,,78.0,309.0,,,,,Saint Clairsville,OH,USA,2023,4833026
Logan,Drew,Cincinnati,DL,91.0,3,,,76.0,275.0,,,,,North Canton,OH,USA,2023,4833027
Klare,Max,Purdue,TE,86.0,3,,,77.0,243.0,,,,,Guilford,IN,USA,2023,4833029
Powell,Mani,Arkansas,LB,16.0,4,,,74.0,230.0,,,,,Columbus,OH,USA,2023,4833031
Nwabuko,Che,Pittsburgh,WR,21.0,2,,,70.0,180.0,,,,,Austin,TX,USA,2023,4833072
Steptoe,Zion,Purdue,WR,7.0,3,,,71.0,195.0,,,,,Little Elm,TX,USA,2023,4833073
Ford,Blake,Arkansas,PK,40.0,3,,,73.0,222.0,,,,,Arlington,TX,USA,2023,4833237
Johnson,Jaydon,Louisiana,WR,18.0,3,,,74.0,227.0,,,,,Missouri City,TX,USA,2023,4833238
Roy,Gage,USC,QB,28.0,3,,,74.0,200.0,,,,,Dallas,TX,USA,2023,4833241
Berry,Trudell,Vanderbilt,CB,30.0,4,,,73.0,196.0,,,,,Baytown,TX,USA,2023,4833353
Scourton,Nic,Purdue,DL,11.0,3,,,76.0,285.0,,,,,Bryan,TX,USA,2023,4833355
Courtney,Zach,Coastal Carolina,TE,33.0,3,,,78.0,250.0,,,,,Post,TX,USA,2023,4833356
Cooper,Jeremiah,Iowa State,DB,4.0,4,,,72.0,195.0,,,,,El Paso,TX,USA,2023,4833357
Gates,Dorian,East Texas A&M,DL,3.0,3,,,76.0,224.0,,,,,Spring,TX,USA,2023,4833361
Harvey,Calvin,Oklahoma State,OL,76.0,2,,,81.0,345.0,,,,,Houston,TX,USA,2023,4833362
Kawecki,Austin,Oklahoma State,OL,51.0,3,,,76.0,300.0,,,,,Frisco,TX,USA,2023,4833363
Lynch,Bray,Indiana,OL,74.0,3,,,77.0,307.0,,,,,Austin,TX,USA,2023,4833364
Powers,Jerrale,Florida State,TE,89.0,3,,,75.0,222.0,,,,,Duncanville,TX,USA,2023,4833369
Sallis,Sean,Marshall,TE,83.0,3,,,75.0,231.0,,,,,Carrollton,TX,USA,2023,4833372
Turner,Devin,Northwestern,S,13.0,4,,,74.0,198.0,,,,,Little Elm,TX,USA,2023,4833373
Wright,Kivon,Boise State,DE,44.0,1,,,75.0,240.0,,,,,Baton Rouge,LA,USA,2023,4833375
Wright,Collin,Stanford,CB,6.0,4,,,72.0,195.0,,,,,Manvel,TX,USA,2023,4833376
Dawn II,James,Sam Houston,OL,71.0,4,,,75.0,320.0,,,,,New Braunfels,TX,USA,2023,4833587
Webb,Kentrell,Tulane,DB,8.0,3,,,71.0,185.0,,,,,Katy,TX,USA,2023,4833590
Woods,Ky,Texas,RB,25.0,3,,,69.0,173.0,,,,,League City,TX,USA,2023,4833591
Bobby,Devyn,Baylor,S,3.0,4,,,71.0,198.0,,,,,Desoto,TX,USA,2023,4833592
Alexander,William,Tulsa,LB,33.0,3,,,73.0,230.0,,,,,Magnolia,TX,USA,2023,4833593
Fitzgerald,Robert,Northwestern,DB,6.0,3,,,72.0,210.0,,,,,Dallas,TX,USA,2023,4833594
Chambers,Kyron,SMU,CB,21.0,3,,,72.0,200.0,,,,,Dallas,TX,USA,2023,4833595
Fowler-Nicolosi,Brayden,Colorado State,QB,16.0,3,,,74.0,200.0,,,,,Aledo,TX,USA,2023,4833597
Kennedy,Chase,Utah,LB,7.0,3,,,75.0,228.0,,,,,Dallas,TX,USA,2023,4833600
Leonard,Tai,UTSA,DL,99.0,3,,,75.0,260.0,,,,,Houston,TX,USA,2023,4833601
LaHue,Jakson,Mississippi State,OL,79.0,2,,,77.0,320.0,,,,,Azle,TX,USA,2023,4833602
Oke,David,Abilene Christian,DL,92.0,4,,,74.0,312.0,,,,,Lagos,,Nigeria,2023,4833606
Wiggins,Josh,Liberty,DB,9.0,2,,,72.0,175.0,,,,,Spring,TX,USA,2023,4833613
Deeter,J.P.,Purdue,DL,91.0,2,,,75.0,280.0,,,,,Manvel,TX,USA,2023,4833619
Hall,Nikolas,Kentucky,OL,70.0,1,,,78.0,314.0,,,,,Austin,TX,USA,2023,4833622
Kitler,Caden,UCF,OL,52.0,3,,,75.0,306.0,,,,,The Colony,TX,USA,2023,4833623
McHenry,Brayson,Baylor,QB,21.0,3,,,72.0,202.0,,,,,Texarkana,TX,USA,2023,4833624
Nabors,Jordan,Baylor,WR,5.0,4,,,71.0,186.0,,,,,Rockwall,TX,USA,2023,4833625
Roberts,Ben,Texas Tech,LB,13.0,3,,,75.0,235.0,,,,,Haslet,TX,USA,2023,4833626
