Last Name,First Name,College/Univ,Round,Pick,Draft Class,Position,PhotoID,Player Assets ID,CommID,PLPO,Height,Weight,From,To,AP1,PB,St,wAV,League,Race,Home State,Wiki_Image_URL,PFR_Image_URL,isHOF
Bibla,Martin,Miami (FL),4,116,2002,LG,,,,,6-3,306.0,2002.0,2004.0,0.0,0.0,0.0,3.0,NFL,,"Belleville, New",,,False
Davey,Rohan,LSU,4,117,2002,QB,,,,,6-2,245.0,2002.0,2004.0,0.0,0.0,0.0,0.0,NFL,,"Clarendon, Jamaica",,,False
Luzar,Chris,Virginia,4,118,2002,TE,,,,,6-7,265.0,2002.0,2003.0,0.0,0.0,0.0,0.0,NFL,,"Newport News, Virginia",,,False
Stephens,Travis,Tennessee,4,119,2002,HB,,,,,5-8,194.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,"Clarksville, Tennessee",,,False
Bierria,Terreal,Georgia,4,120,2002,CB,,,,,6-3,211.0,2002.0,2004.0,0.0,0.0,1.0,6.0,NFL,,"Slidell, Louisiana",,,False
Harper,Alan,Fresno St.,4,121,2002,DT,,,,,6-1,285.0,2002.0,2004.0,0.0,0.0,0.0,1.0,NFL,,"Fontana, California",,,False
Sanders,Darnell,Ohio St.,4,122,2002,TE,,,,,6-6,270.0,2002.0,2004.0,0.0,0.0,1.0,1.0,NFL,,"Cleveland, Ohio",,,False
Johnson,Ron,Minnesota,4,123,2002,WR,,,,,5-10,200.0,2002.0,2003.0,0.0,0.0,0.0,1.0,NFL,,"Detroit, Michigan",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Peters,Scott,Arizona St.,4,124,2002,C,,,,,6-3,300.0,2002.0,2003.0,0.0,0.0,0.0,1.0,NFL,,"Arcadia, California",,,False
Craver,Keyuo,Nebraska,4,125,2002,CB,,,,,5-10,195.0,2002.0,2003.0,0.0,0.0,0.0,2.0,NFL,,"Dallas, Texas",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Green,Jarvis,LSU,4,126,2002,LE,,,,,6-3,285.0,2002.0,2009.0,0.0,0.0,2.0,28.0,NFL,,"Thibodaux, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Jarvis-Green_8-28-09_Patriots-vs-Redskins.jpg/250px-Jarvis-Green_8-28-09_Patriots-vs-Redskins.jpg,,False
Curtis,Kevin,Texas Tech,4,127,2002,CB,,,,,5-11,186.0,2002.0,,0.0,0.0,0.0,,NFL,,"Frankfurt, West",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Kevin_Curtis2.jpg/250px-Kevin_Curtis2.jpg,,False
Foote,Larry,Michigan,4,128,2002,MLB,,,,,6-1,239.0,2002.0,2014.0,0.0,0.0,8.0,62.0,NFL,,"Detroit, Michigan",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Larry_Foote.JPG/250px-Larry_Foote.JPG,,False
Martin,Jamar,Ohio St.,4,129,2002,FB,,,,,5-11,244.0,2002.0,2006.0,0.0,0.0,0.0,0.0,NFL,,"Canton, Ohio",,,False
Scott,Travis,Arizona St.,4,130,2002,LG,,,,,6-6,300.0,2002.0,,0.0,0.0,0.0,,NFL,,"Artesia, California",,,False
Brandon,Sam,UNLV,4,131,2002,CB,,,,,6-2,200.0,2002.0,2006.0,0.0,0.0,0.0,9.0,NFL,,"Toledo, Ohio",,,False
Ta'amu,Edward,Utah,4,132,2002,LG,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Boiman,Rocky,Notre Dame,4,133,2002,MLB,,,,,6-4,236.0,2002.0,2009.0,0.0,0.0,2.0,14.0,NFL,,"Cincinnati, Ohio",,,False
Taylor,John,Montana St.,4,134,2002,MLB,,,,,6-1,185.0,2002.0,,0.0,0.0,0.0,,NFL,,"Pennsauken, New",https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Johnathan_Taylor.jpg/250px-Johnathan_Taylor.jpg,,False
Davenport,Najeh,Miami (FL),4,135,2002,HB,,,,,6-1,247.0,2002.0,2008.0,0.0,0.0,0.0,18.0,NFL,,"Raleigh, North",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/NajehDavenport_Steelers_2006.jpg/250px-NajehDavenport_Steelers_2006.jpg,,False
Baxter,Jarrod,New Mexico,5,136,2002,FB,,,,,6-1,245.0,2002.0,2005.0,0.0,0.0,1.0,0.0,NFL,,"Dayton, Ohio",,,False
Fasani,Randy,Stanford,5,137,2002,QB,,,,,6-3,234.0,2002.0,2002.0,0.0,0.0,0.0,1.0,NFL,,"Sacramento, California",,,False
Owens,John,Notre Dame,5,138,2002,TE,,,,,6-3,255.0,2002.0,2009.0,0.0,0.0,1.0,0.0,NFL,,"Washington, D",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/John_Owens_Tight_End_2009.jpg/250px-John_Owens_Tight_End_2009.jpg,,False
Bannan,Justin,Colorado,5,139,2002,DT,,,,,6-3,312.0,2002.0,2013.0,0.0,0.0,4.0,36.0,NFL,,"Sacramento, California",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Justin_Bannan_2012.JPG/250px-Justin_Bannan_2012.JPG,,False
Gray,Bobby,Louisiana Tech,5,140,2002,CB,,,,,6-0,210.0,2002.0,2004.0,0.0,0.0,1.0,6.0,NFL,,"Houston, Texas",,,False
Davis,Andra,Florida,5,141,2002,MLB,,,,,6-1,255.0,2002.0,2011.0,0.0,0.0,7.0,44.0,NFL,,"Live Oak, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Andra_Davis.JPG/250px-Andra_Davis.JPG,,False
Charles,Terry,Portland St.,5,142,2002,WR,,,,,6-3,207.0,2002.0,,0.0,0.0,0.0,,NFL,,"Long Beach, California",,,False
Fujita,Scott,California,5,143,2002,MLB,,,,,6-5,250.0,2002.0,2012.0,0.0,0.0,10.0,46.0,NFL,,"Ventura, California",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/NY_pic.jpg/250px-NY_pic.jpg,,False
Haygood,Herb,Michigan St.,5,144,2002,WR,,,,,5-11,193.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,"Sarasota, Florida",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Johnson,Kyle,Syracuse,5,145,2002,HB,,,,,6-0,242.0,2002.0,2007.0,0.0,0.0,2.0,4.0,NFL,,"Woodbridge Township, New",,,False
Bernard,Rocky,Texas A&M,5,146,2002,DT,,,,,6-3,301.0,2002.0,2012.0,0.0,0.0,3.0,35.0,NFL,,"Baytown, Texas",https://upload.wikimedia.org/wikipedia/commons/7/73/Rocky-Bernard-2008-11-02-vsEagles.jpg,,False
Coleman,Kenyon,UCLA,5,147,2002,LE,,,,,6-5,293.0,2002.0,2012.0,0.0,0.0,5.0,38.0,NFL,,"Fontana, California",,,False
McCadam,Kevin,Colorado St.,5,148,2002,CB,,,,,6-1,219.0,2002.0,2006.0,0.0,0.0,0.0,6.0,NFL,,"Lakeside, California",,,False
McAddley,Jason,Alabama,5,149,2002,WR,,,,,6-2,200.0,2002.0,2005.0,0.0,0.0,1.0,4.0,NFL,,"Brooklyn, New",,,False
Mitchell,Mel,Western Kentucky,5,150,2002,CB,,,,,6-1,225.0,2002.0,2007.0,0.0,0.0,0.0,4.0,NFL,,"Rockledge, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Melmitchell.jpg/250px-Melmitchell.jpg,,False
Schifino,Jake,Akron,5,151,2002,WR,,,,,6-1,200.0,2002.0,2004.0,0.0,0.0,0.0,0.0,NFL,,"Pittsburgh, Pennsylvania",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Greisen,Nick,Wisconsin,5,152,2002,MLB,,,,,6-1,242.0,2002.0,2008.0,0.0,0.0,2.0,21.0,NFL,,"Sturgeon Bay, Wisconsin",,,False
Walker,Ramon,Pittsburgh,5,153,2002,CB,,,,,5-11,197.0,2002.0,2005.0,0.0,0.0,0.0,3.0,NFL,,"Akron, Ohio",,,False
Goodwin,Jonathan,Michigan,5,154,2002,LG,1266.0,,,plpo_GoodwinJonathan,6-4,318.0,2002.0,2014.0,0.0,1.0,8.0,59.0,NFL,,"Columbia, South",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Jonathan_Goodwin_%28American_football%29.jpg/250px-Jonathan_Goodwin_%28American_football%29.jpg,,False
Jones,Terry,Alabama,5,155,2002,TE,,,,,6-2,259.0,2002.0,2005.0,0.0,0.0,3.0,5.0,NFL,,"Sandersville, Georgia",,,False
Kampman,Aaron,Iowa,5,156,2002,LE,,,,,6-4,265.0,2002.0,2011.0,0.0,2.0,7.0,55.0,NFL,,"Cedar Rapids, Iowa",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Aaron_Kampman_in_2012.jpg/250px-Aaron_Kampman_in_2012.jpg,,False
Phillips,Jermaine,Georgia,5,157,2002,CB,,,,,6-3,230.0,2002.0,2009.0,0.0,0.0,6.0,32.0,NFL,,"Roswell, Georgia",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Kittner,Kurt,Illinois,5,158,2002,QB,,,,,6-2,211.0,2002.0,2003.0,0.0,0.0,0.0,1.0,NFL,,"Schaumburg, Illinois",,,False
Lott,Andre,Tennessee,5,159,2002,CB,,,,,5-10,196.0,2002.0,2006.0,0.0,0.0,0.0,4.0,NFL,,"Memphis, Tennessee",,,False
Royal,Robert,LSU,5,160,2002,TE,,,,,6-4,257.0,2002.0,2010.0,0.0,0.0,6.0,9.0,NFL,,"New Orleans, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Robert_Royal_and_Angelo_Crowell.jpg/250px-Robert_Royal_and_Angelo_Crowell.jpg,,False
Lowe,Omare,Washington,5,161,2002,CB,,,,,6-1,195.0,2002.0,2008.0,0.0,0.0,0.0,2.0,NFL,,"Maple Valley, Washington",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Omare_Lowe.jpg/250px-Omare_Lowe.jpg,,False
Milons,Freddie,Alabama,5,162,2002,WR,,,,,5-11,187.0,2002.0,,0.0,0.0,0.0,,NFL,,"Starkville, Mississippi",,,False
Doman,Brandon,BYU,5,163,2002,QB,,,,,6-1,210.0,2002.0,,0.0,0.0,0.0,,NFL,,"Salt Lake City, Utah",https://upload.wikimedia.org/wikipedia/commons/5/5b/Brandon_Doman_2012.jpg,,False
Nall,Craig,LSU,5,164,2002,QB,,,,,6-3,227.0,2002.0,2007.0,0.0,0.0,0.0,1.0,NFL,,"Alexandria, Louisiana",https://upload.wikimedia.org/wikipedia/commons/0/0c/Craig_Nall_in_2003.jpg,,False
Knight,Bryan,Pittsburgh,5,165,2002,MLB,,,,,6-2,240.0,2002.0,2003.0,0.0,0.0,0.0,4.0,NFL,,"Buffalo, New",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Haynes,Verron,Georgia,5,166,2002,HB,,,,,5-10,222.0,2002.0,2009.0,0.0,0.0,0.0,9.0,NFL,,,https://upload.wikimedia.org/wikipedia/commons/1/1b/Verron_Haynes.jpg,,False
Bullard,Courtland,Ohio St.,5,167,2002,MLB,,,,,6-3,240.0,2002.0,2003.0,0.0,0.0,0.0,2.0,NFL,,,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Hunter,Pete,Virginia Union,5,168,2002,CB,,,,,6-2,208.0,2002.0,2006.0,0.0,0.0,0.0,5.0,NFL,,"Atlantic City, New",,,False
Hannam,Ryan,Northern Iowa,5,169,2002,TE,,,,,6-2,255.0,2002.0,2006.0,0.0,0.0,0.0,2.0,NFL,,"Ansgar, Iowa",,,False
Simmons,Sam,Northwestern,5,170,2002,WR,,,,,,,2002.0,2003.0,0.0,0.0,0.0,0.0,NFL,,"Kansas City, Missouri",,,False
Hill,Matt,Boise St.,5,171,2002,LT,,,,,6-6,304.0,2002.0,2003.0,0.0,0.0,0.0,3.0,NFL,,"Grangeville, Idaho",,,False
Shaw,Josh,Michigan St.,5,172,2002,DT,7317.0,,,plpo_ShawJosh,6-4,295.0,2002.0,2008.0,0.0,0.0,0.0,1.0,NFL,,"Fort Lauderdale, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Josh_Shaw_%28defensive_back%29.JPG/250px-Josh_Shaw_%28defensive_back%29.JPG,,False
Faggins,Demarcus,Kansas St.,6,173,2002,CB,,,,,5-10,182.0,2002.0,2009.0,0.0,0.0,3.0,14.0,NFL,,"Irving, Texas",,,False
Heinrich,Keith,Sam Houston St.,6,174,2002,TE,,,,,6-6,255.0,2002.0,2007.0,0.0,0.0,0.0,1.0,NFL,,"Houston, Texas",,,False
Cash,Chris,USC,6,175,2002,CB,,,,,5-10,185.0,2002.0,2005.0,0.0,0.0,1.0,7.0,NFL,,"Stockton, California",,,False
Thomas,Kevin,UNLV,6,176,2002,CB,,,,,6-0,182.0,2002.0,2004.0,0.0,0.0,0.0,5.0,NFL,,"Phoenix, Arizona",,,False
Rogers,Nick,Georgia Tech,6,177,2002,MLB,,,,,6-2,250.0,2002.0,2005.0,0.0,0.0,1.0,7.0,NFL,,"East Point, Georgia",https://upload.wikimedia.org/wikipedia/commons/a/ae/Nick_Rogers_football.jpg,,False
Anderle,Matt,Minnesota,6,178,2002,LT,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Walter,Tyson,Ohio St.,6,179,2002,C,,,,,6-4,303.0,2002.0,2006.0,0.0,0.0,1.0,4.0,NFL,,"Bainbridge, Ohio",https://upload.wikimedia.org/wikipedia/commons/c/ce/Tyson_Walter.jpg,,False
Ballard,Clenton,Texas St.,6,180,2002,DT,,,,,6-3,308.0,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Manuel,Marquand,Florida,6,181,2002,CB,,,,,6-0,213.0,2002.0,2009.0,0.0,0.0,3.0,22.0,NFL,,"Miami, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Marquand_Manuel.jpg/250px-Marquand_Manuel.jpg,,False
Pugh,David,Virginia Tech,6,182,2002,DT,,,,,6-2,270.0,2002.0,2002.0,0.0,0.0,0.0,1.0,NFL,,"Madison Heights, Virginia",,,False
Lewis,James,Miami (FL),6,183,2002,CB,,,,,5-11,196.0,2002.0,,0.0,0.0,0.0,,NFL,,"Piscataway, New",,,False
Hill,Kahlil,Iowa,6,184,2002,WR,,,,,6-2,200.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,"Iowa City, Iowa",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Scobey,Josh,Kansas St.,6,185,2002,HB,,,,,6-0,220.0,2002.0,2007.0,0.0,0.0,0.0,3.0,NFL,,"Oklahoma City, Oklahoma",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Josh_Scobey.jpg/250px-Josh_Scobey.jpg,,False
O'Sullivan,J.T.,UC Davis,6,186,2002,QB,,,,,,,2002.0,2009.0,0.0,0.0,0.0,6.0,NFL,,,,,False
Hartwig,Justin,Kansas,6,187,2002,C,,,,,6-5,312.0,2002.0,2009.0,0.0,0.0,6.0,41.0,NFL,,"Mankato, Minnesota",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Mallard,Wesly,Oregon,6,188,2002,MLB,,,,,6-1,230.0,2002.0,2006.0,0.0,0.0,0.0,3.0,NFL,,"Columbus, Georgia",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Nash,Keyon,Albany State (GA),6,189,2002,CB,,,,,6-3,215.0,2002.0,2004.0,0.0,0.0,0.0,0.0,NFL,,"Colquitt, Georgia",,,False
Green,Howard,LSU,6,190,2002,DT,,,,,6-2,340.0,2002.0,2011.0,0.0,0.0,2.0,11.0,NFL,,"Donaldsonville, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Howard_Green_preseason_Jets-v-Eagles%2C_Sep_2009_-_67.jpg/250px-Howard_Green_preseason_Jets-v-Eagles%2C_Sep_2009_-_67.jpg,,False
Putzier,Jeb,Boise St.,6,191,2002,TE,,,,,6-4,256.0,2002.0,2008.0,0.0,0.0,1.0,12.0,NFL,,"Eagle, Idaho",,,False
Coleman,Reggie,Tennessee,6,192,2002,LT,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Stamper,John,South Carolina,6,193,2002,LE,,,,,6-4,265.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,"Andrews, South",,,False
Jarrett,Craig,Michigan St.,6,194,2002,P,,,,,6-2,215.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,"Martinsville, Indiana",,,False
Brightful,Lamont,Eastern Washington,6,195,2002,CB,,,,,5-10,160.0,2002.0,2004.0,0.0,0.0,0.0,4.0,NFL,,"Oak Harbor, Washington",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Gilmore,John,Penn St.,6,196,2002,TE,,,,,6-5,257.0,2002.0,2011.0,0.0,0.0,2.0,3.0,NFL,,"Marquette, Michigan",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Ned,Larry,San Diego St.,6,197,2002,HB,,,,,5-11,217.0,2002.0,2004.0,0.0,0.0,0.0,0.0,NFL,,"Eunice, Louisiana",,,False
Harrison,Tyreo,Notre Dame,6,198,2002,MLB,,,,,6-2,238.0,2002.0,2003.0,0.0,0.0,0.0,1.0,NFL,,"Sulphur Springs, Texas",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Peterson,Adrian,Georgia Southern,6,199,2002,HB,2391.0,PetersonAdrian_27899,,plpo_PetersonAdrian,6-1,220.0,2002.0,2009.0,0.0,0.0,0.0,11.0,NFL,,"Gainesville, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Adrian_N_Peterson.jpg/250px-Adrian_N_Peterson.jpg,,False
Houghton,Mike,San Diego St.,6,200,2002,LG,,,,,6-3,315.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,"Northridge, Los",,,False
Anelli,Mark,Wisconsin,6,201,2002,TE,,,,,6-3,265.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,"Addison, Illinois",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Mays,Lee,Texas-El Paso,6,202,2002,WR,,,,,6-2,192.0,2002.0,2006.0,0.0,0.0,0.0,2.0,NFL,,"Houston, Texas",https://upload.wikimedia.org/wikipedia/en/3/30/Lee_Mays.jpg,,False
Elliott,Jamin,Delaware,6,203,2002,WR,,,,,6-0,195.0,2002.0,2006.0,0.0,0.0,0.0,0.0,NFL,,"Portsmouth, Virginia",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Allen,Brian,Stanford,6,204,2002,HB,8799.0,allenBrian_13223,,plpo_AllenBrian,6-0,232.0,2002.0,2003.0,0.0,0.0,0.0,0.0,NFL,,"Lake City, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Brian_Allen_%2851371916386%29_%28cropped%29.jpg/250px-Brian_Allen_%2851371916386%29_%28cropped%29.jpg,,False
Bellisari,Steve,Ohio St.,6,205,2002,QB,,,,,6-3,225.0,2002.0,,0.0,0.0,0.0,,NFL,,"Boca Raton, Florida",,,False
Hunter,Javin,Notre Dame,6,206,2002,WR,,,,,6-1,190.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,"Detroit, Michigan",,,False
Taylor,Chester,Toledo,6,207,2002,HB,,,,,5-11,213.0,2002.0,2011.0,0.0,0.0,1.0,41.0,NFL,,"River Rouge, Michigan",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Brad_Johnson_handoff_to_Chester_Taylor.jpg/250px-Brad_Johnson_handoff_to_Chester_Taylor.jpg,,False
Johnson,DeVeren,Sacred Heart,6,208,2002,WR,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Williams,Chad,Southern Miss,6,209,2002,CB,9313.0,,,plpo_WilliamsChad,5-9,207.0,2002.0,2006.0,0.0,0.0,0.0,9.0,NFL,,"Birmingham, Alabama",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Fletcher,Bryan,UCLA,6,210,2002,TE,,,,,6-5,230.0,2002.0,2007.0,0.0,0.0,1.0,8.0,NFL,,"Louis, Missouri",,,False
Slowikowski,Bob,Virginia Tech,6,211,2002,TE,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Glover,LaVar,Cincinnati,7,212,2002,CB,,,,,5-10,177.0,2002.0,2002.0,0.0,0.0,0.0,0.0,NFL,,"Dayton, Ohio",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Campion,Pete,North Dakota St.,7,213,2002,LG,,,,,6-4,307.0,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Staley,Luke,BYU,7,214,2002,HB,,,,,6-1,227.0,2002.0,,0.0,0.0,0.0,,NFL,,"Bountiful, Utah",,,False
Pucillo,Mike,Auburn,7,215,2002,LG,,,,,6-4,306.0,2002.0,2007.0,0.0,0.0,1.0,9.0,NFL,,"Cleveland, Ohio",,,False
Burford,Seth,Cal Poly-San Luis Obispo,7,216,2002,QB,,,,,6-3,241.0,2002.0,,0.0,0.0,0.0,,NFL,,"Oakdale, California",,,False
Coleman,Michael,Widener,7,217,2002,WR,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Beasley,Chad,Virginia Tech,7,218,2002,LT,,,,,6-5,300.0,2002.0,2003.0,0.0,0.0,0.0,2.0,NFL,,"Clair Township, Pennsylvania",,,False
Evans,Joey,North Carolina,7,219,2002,LE,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Mallard,Josh,Georgia,7,220,2002,LE,,,,,6-2,275.0,2002.0,2008.0,0.0,0.0,0.0,5.0,NFL,,"Savannah, Georgia",,,False
Rodriguez,Maurice,Fresno St.,7,221,2002,MLB,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Newson,Kendall,Middle Tenn. St.,7,222,2002,WR,,,,,6-1,197.0,2002.0,2003.0,0.0,0.0,0.0,1.0,NFL,,"Decatur, Georgia",,,False
Banks,Mike,Iowa St.,7,223,2002,TE,,,,,6-4,262.0,2002.0,2003.0,0.0,0.0,0.0,0.0,NFL,,"Mason City, Iowa",,,False
Monroe,Derrius,Virginia Tech,7,224,2002,LE,,,,,6-4,269.0,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Hill,Darrell,Northern Illinois,7,225,2002,WR,,,,,6-2,200.0,2002.0,2004.0,0.0,0.0,0.0,0.0,NFL,,"Chicago, Illinois",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Hill_in_October_2003.jpg/250px-Hill_in_October_2003.jpg,,False
Jones,Daryl,Miami (FL),7,226,2002,WR,,,,,5-9,190.0,2002.0,2004.0,0.0,0.0,0.0,1.0,NFL,,"Dallas, Texas",,,False
Gonzalez,Joaquin,Miami (FL),7,227,2002,LT,,,,,6-5,310.0,2002.0,2005.0,0.0,0.0,1.0,9.0,NFL,,"Miami, Florida",,,False
Young,Chris,Georgia Tech,7,228,2002,CB,,,,,6-0,210.0,2002.0,2004.0,0.0,0.0,0.0,2.0,NFL,,"Senoia, Georgia",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
White,Stylez G.,Minnesota,7,229,2002,LE,,,,,,,2002.0,2010.0,0.0,0.0,2.0,15.0,NFL,,,,,False
Grau,Jeff,UCLA,7,230,2002,C,,,,,6-3,257.0,2002.0,2003.0,0.0,0.0,0.0,4.0,NFL,,"Inglewood, California",,,False
Pope,Monsanto,Virginia,7,231,2002,DT,,,,,6-3,300.0,2002.0,2005.0,0.0,0.0,1.0,12.0,NFL,,"Norfolk, Virginia",,,False
Kelly,Jeff,Southern Miss,7,232,2002,QB,,,,,6-3,242.0,2002.0,,0.0,0.0,0.0,,NFL,,"La Grange, Texas",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,False
Wansley,Tim,Georgia,7,233,2002,CB,,,,,5-8,186.0,2002.0,2003.0,0.0,0.0,0.0,4.0,NFL,,"Buford, Georgia",,,False
Scott,Greg,Hampton,7,234,2002,LE,,,,,6-4,293.0,2002.0,2004.0,0.0,0.0,0.0,0.0,NFL,,"Franklin, Virginia",,,False
Curry,Ronald,North Carolina,7,235,2002,WR,,,,,6-2,210.0,2002.0,2008.0,0.0,0.0,2.0,16.0,NFL,,"Hampton, Virginia",https://upload.wikimedia.org/wikipedia/en/f/f7/Ronald_Curry.jpg,,False
Pate,Wes,S.F. Austin,7,236,2002,QB,,,,,,,2002.0,,0.0,0.0,0.0,,NFL,,,,,False
Womack,Antwoine,Virginia,7,237,2002,HB,,,,,5-11,225.0,2002.0,,0.0,0.0,0.0,,NFL,,"Hampton, Virginia",,,False
Brock,Raheem,Temple,7,238,2002,LE,,,,,6-4,274.0,2002.0,2011.0,0.0,0.0,6.0,43.0,NFL,,"Philadelphia, Pennsylvania",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Raheem_Brock.JPG/250px-Raheem_Brock.JPG,,False
Heitmann,Eric,Stanford,7,239,2002,LG,,,,,6-3,312.0,2002.0,2009.0,0.0,0.0,7.0,40.0,NFL,,"Katy, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Eric-Heitmann-vsRams-Nov-18-2007.jpg/250px-Eric-Heitmann-vsRams-Nov-18-2007.jpg,,False
Hall,Carlos,Arkansas,7,240,2002,LE,,,,,6-4,261.0,2002.0,2005.0,0.0,0.0,2.0,17.0,NFL,,"Marianna, Arkansas",,,False
Henry,Leonard,East Carolina,7,241,2002,HB,,,,,6-1,210.0,2002.0,2004.0,0.0,0.0,0.0,1.0,NFL,,"Clinton, North",,,False
