Team,Position,First Name,Last Name,Jersey,Height,Weight,College,Draft Year,Draft Pick,Overall,Pro Bowls,All-Pro,HOF,Status
Green Bay Packers,QB,Nick,Foles,9.0,78.0,243.0,Arizona,2012,88,77,1.0,0.0,False,Active
Green Bay Packers,QB,Robert Griffin,III,3.0,,,Baylor,2012,2,77,1.0,0.0,False,Active
Green Bay Packers,RB,Alvin,Mitchell,,72.0,235.0,Auburn,1989,UD,75,,,,Active
Green Bay Packers,RB,Blake,Ezor,,69.0,181.0,Michigan State,1990,UD,75,,,,Active
Green Bay Packers,RB,Derek,Loville,,70.0,210.0,Oregon,1990,UD,75,,,,Active
Green Bay Packers,RB,Don,Overton,,,,Fairmont State,1990,UD,75,,,,Active
Green Bay Packers,FB,Chris,Hetherington,44.0,,,Yale,1996,UD,75,,,,Active
Green Bay Packers,WR,DJ,Montgomery,,73.0,201.0,Austin Peay,2019,UD,75,,,,Active
Green Bay Packers,WR,Stanley,Morgan,17.0,72.0,205.0,Nebraska,2019,UD,75,,,,Active
Green Bay Packers,WR,Gunner,Olszewski,80.0,72.0,190.0,Bemidji State,2019,UD,75,,,,Active
Green Bay Packers,WR,David,Sills,84.0,75.0,211.0,WVU,2019,UD,75,,,,Active
Green Bay Packers,WR,Antoine,Wesley,84.0,76.0,206.0,TTech,2019,UD,75,,,,Active
Green Bay Packers,WR,Olamide,Zaccheaus,17.0,68.0,199.0,Virginia,2019,UD,75,,,,Active
Green Bay Packers,TE,Bryce,Sterk,71.0,,,Montana St.,2020,UD,75,,,,Active
Green Bay Packers,TE,Charlie,Taumoepeau,47.0,,,Portland St.,2020,UD,75,,,,Active
Green Bay Packers,TE,Noah,Togiai,83.0,76.0,244.0,Oregon St.,2020,UD,75,,,,Active
Green Bay Packers,C,Danny,Aiken,48.0,,,Virginia,2011,UD,75,,,,Active
Green Bay Packers,C,Ryan,Neill,72.0,75.0,253.0,Rutgers,2006,UD,75,,,,Active
Green Bay Packers,DT,Mark,Tuinei,,77.0,314.0,Hawaii,1983,UD,76,1.0,,,Active
Green Bay Packers,DT,Josh,Avery,63.0,76.0,320.0,SE Miss St.,2020,UD,75,,,,Active
Green Bay Packers,DT,Breiden,Fehoko,96.0,75.0,300.0,LSU,2020,UD,75,,,,Active
Green Bay Packers,DT,Lorenzo,Neal Jr,,,,Purdue,2020,UD,75,,,,Active
Green Bay Packers,LB,Jeff,Hurd,,,,Kansas State,1987,UD,75,,,,Active
Green Bay Packers,LB,Tim,Inglis,,,,Toledo,1987,UD,75,,,,Active
Green Bay Packers,LB,Mike,January,,,,Texas,1987,UD,75,,,,Active
Green Bay Packers,LB,Ken,Jordan,,,,Tuskegee,1987,UD,75,,,,Active
Green Bay Packers,LB,Mike,Kovaleski,,,,Notre Dame,1987,UD,75,,,,Active
Green Bay Packers,LB,Bob,LeBlanc,,,,Elon,1987,UD,75,,,,Active
Green Bay Packers,CB,Terry,Cousin,21.0,69.0,185.0,South Carolina,1997,UD,75,,,,Active
Green Bay Packers,CB,Mike,Ford,38.0,,,SE Missouri St.,2018,UD,75,,,,Active
Green Bay Packers,CB,Gavin,Heslop,38.0,72.0,197.0,Stony Brook,2020,UD,75,,,,Active
Green Bay Packers,CB,Grant,Haley,34.0,69.0,190.0,PSU,2018,UD,75,,,,Active
Green Bay Packers,CB,Charles,Huff,,71.0,195.0,Presbyterian,1985,UD,75,,,,Active
Green Bay Packers,S,Tim,Hauck,45.0,,,Montana,1990,UD,75,,,,Active
Green Bay Packers,S,Dedrick,Dodge,,74.0,184.0,Florida State,1991,UD,75,,,,Active
Green Bay Packers,S,Doug,Terry,,,,Kansas,1992,UD,75,,,,Active
Green Bay Packers,K,Seth,Marler,6.0,,,Tulane,2003,UD,75,,,,Active
Green Bay Packers,P,Stan,Talley,,,,TCU,1981,UD,75,,,,Active
Houston Texans,QB,Bobby,Hebert,,76.0,215.0,Northwestern State,1983,UD,76,1.0,,,Active
Houston Texans,QB,Blake,Bortles,5.0,77.0,236.0,Central Florida,2014,3,76,0.0,0.0,False,FA Signed
Houston Texans,QB,Bernie,Kosar,,77.0,214.0,Miami (FL),1985,UD,76,1.0,,,Active
Houston Texans,RB,Eric,Lynch,,70.0,224.0,Grand Valley State,1992,UD,75,,,,Active
Houston Texans,RB,Anthony,Lynn,,75.0,230.0,Texas Tech,1992,UD,75,,,,Active
Houston Texans,RB,Derrick,Ned,,73.0,230.0,Grambling State,1992,UD,75,,,,Active
Houston Texans,RB,Bernie,Parmalee,34.0,,,Ball State,1992,UD,75,,,,Active
Houston Texans,FB,Mike,Augustyniak,,,,Purdue,1980,UD,75,,,,Active
Houston Texans,WR,Joe,Schmidt,,,,Miami (FL),1971,228,75,0.0,0.0,True,Active
Houston Texans,WR,Jakobi,Meyers,16.0,73.0,193.0,NC State,2019,UD,75,,,,Active
Houston Texans,WR,Jalen,Guyton,15.0,73.0,212.0,North Texas,2019,UD,75,,,,Active
Houston Texans,WR,Ashton,Dulin,16.0,74.0,215.0,Malone,2019,UD,75,,,,Active
Houston Texans,WR,Keelan,Doss,18.0,75.0,215.0,UC Davis,2019,UD,75,,,,Active
Houston Texans,WR,Devin,Duvernay,13.0,71.0,202.0,Texas,2020,92,75,2.0,1.0,False,Active
Houston Texans,TE,Johnny,Mundt,82.0,,,Oregon,2017,UD,75,,,,Active
Houston Texans,TE,Darren,Fells,85.0,79.0,281.0,UC Irvine,2013,UD,75,,,,Active
Houston Texans,TE,Matt,Furstenburg,,75.0,244.0,Maryland,2013,UD,75,,,,Active
Houston Texans,C,Nick,McDonald,65.0,,,Grand Valley St.,2010,UD,75,,,,Active
Houston Texans,C,Trystan,Colon,63.0,75.0,317.0,Mizzou,2020,UD,75,,,,Active
Houston Texans,DT,Kevin,Givens,90.0,73.0,285.0,PSU,2019,UD,75,,,,Active
Houston Texans,DT,Daniel,Ekuale,95.0,75.0,300.0,Washington St.,2018,UD,75,,,,Active
Houston Texans,DT,Derrick,Nnadi,91.0,73.0,317.0,Florida St.,2018,75,75,0.0,0.0,False,Active
Houston Texans,DT,Trevon,Coley,70.0,73.0,300.0,FAU,2016,UD,75,,,,Active
Houston Texans,LB,Jerry,McCabe,,,,Holy Cross,1987,UD,75,,,,Active
Houston Texans,LB,Joe,McHale,,,,Delaware,1987,UD,75,,,,Active
Houston Texans,LB,Steve,Nave,,,,Kansas,1987,UD,75,,,,Active
Houston Texans,LB,Doug,Rothschild,,,,Wheaton,1987,UD,75,,,,Active
Houston Texans,LB,Scott,Schutt,,76.0,218.0,North Dakota State,1987,UD,75,,,,Active
Houston Texans,LB,Eugene,Seale,,70.0,250.0,Lamar,1987,UD,75,,,,Active
Houston Texans,CB,Tony,Blevins,26.0,72.0,165.0,Kansas,1998,UD,75,,,,Active
Houston Texans,CB,Andre,Chachere,36.0,72.0,197.0,SJSt.,2018,UD,75,,,,Active
Houston Texans,CB,Javelin,Guidry Jr.,,,,Utah,2020,UD,75,,,,Active
Houston Texans,CB,Leon,Thomasson,,71.0,190.0,Texas Southern,1985,UD,75,,,,Active
Houston Texans,CB,Mark,Harper,,69.0,174.0,Alcorn State,1986,UD,75,,,,Active
Houston Texans,K,Robbie,Gould,9.0,,,PSU,2005,UD,75,,,,Active
Houston Texans,P,Dave,Smigelsky,,,,Virginia Tech,1981,UD,75,,,,Active
Indianapolis Colts,QB,Dave,Krieg,,,,Milton College,1980,UD,76,1.0,,,Active
Indianapolis Colts,QB,Jacoby,Brissett,7.0,76.0,235.0,North Carolina St.,2016,91,76,0.0,0.0,False,Active
Indianapolis Colts,QB,J.T.,Barrett,5.0,,,Bucks,2018,UD,75,,,,Active
Indianapolis Colts,RB,Jason,Burns,,67.0,195.0,Wisconsin,1995,UD,75,,,,Active
Indianapolis Colts,RB,Dennis,Lundy,,69.0,190.0,Northwestern,1995,UD,75,,,,Active
Indianapolis Colts,RB,Sherriden,May,,72.0,220.0,Idaho,1995,UD,75,,,,Active
Indianapolis Colts,RB,Michael,Blair,,,,Ball State,1997,UD,75,,,,Active
Indianapolis Colts,FB,Obafemi,Ayanbadejo,30.0,74.0,230.0,San Diego State,1997,UD,75,,,,Active
Indianapolis Colts,WR,Jeff,Ogden,88.0,,,Eastern Washington,1998,UD,75,,,,Active
Indianapolis Colts,WR,Reggie,Swinton,80.0,,,Murray State,1998,UD,75,,,,Active
Indianapolis Colts,WR,Wayne,Chrebet,80.0,70.0,188.0,Hofstra,1995,UD,75,,,,Active
Indianapolis Colts,WR,Kirby,DarDar,,,,Syracuse,1995,UD,75,,,,Active
Indianapolis Colts,WR,Leslie,Shepherd,84.0,71.0,185.0,Temple,1992,UD,75,,,,Active
Indianapolis Colts,WR,Milt,Stegall,,72.0,184.0,Miami,1992,UD,75,,,,Active
Indianapolis Colts,TE,Calvin,Magee,,75.0,240.0,Southern,1985,UD,75,,,,Active
Indianapolis Colts,TE,William,Steinke,,,,Tenn,2012,UD,75,,,,Active
Indianapolis Colts,TE,Jack,Doyle,84.0,,,Western Kentucky,2013,UD,75,,,,Active
Indianapolis Colts,C,Phil,Costa,67.0,,,Maryland,2010,UD,75,,,,Active
Indianapolis Colts,C,Ross,Matiscik,46.0,72.0,240.0,Baylor,2020,UD,75,,,,Active
Indianapolis Colts,DT,Kyle,Love,74.0,,,Purdue,2020,UD,75,,,,Active
Indianapolis Colts,DT,Larry,Black,,74.0,302.0,Indiana,2013,UD,75,,,,Active
Indianapolis Colts,DT,Kwame,Geathers,95.0,78.0,335.0,Georgia,2013,UD,75,,,,Active
Indianapolis Colts,DT,Cory,Grissom,,,,USF,2013,UD,75,,,,Active
Indianapolis Colts,LB,Tony,Settles,,,,Elon,1987,UD,75,,,,Active
Indianapolis Colts,LB,Tyronne,Stowe,,73.0,239.0,Rutgers,1987,UD,75,,,,Active
Indianapolis Colts,LB,Ron,Weissenhofer,,,,Notre Dame,1987,UD,75,,,,Active
Indianapolis Colts,LB,Brett,Faryniarz,,75.0,230.0,San Diego State,1988,UD,75,,,,Active
Indianapolis Colts,LB,Greg,Manusky,,,,Colgate,1988,UD,75,,,,Active
Indianapolis Colts,LB,Mickey,Pruitt,,73.0,206.0,Colorado,1988,UD,75,,,,Active
Indianapolis Colts,CB,Wasswa,Serwanga,29.0,71.0,203.0,UCLA,1998,UD,75,,,,Active
Indianapolis Colts,CB,Khalil,Dorsey,31.0,68.0,188.0,N. Ari.,2020,UD,75,,,,Active
Indianapolis Colts,CB,Gene,Profit,,,,Yale,1986,UD,75,,,,Active
Indianapolis Colts,CB,Chris,Sheffield,,,,Albany State,1986,UD,75,,,,Active
Indianapolis Colts,CB,Jimmy,Armstrong,,,,Appalachian State,1987,UD,75,,,,Active
Indianapolis Colts,K,Shaun,Suisham,6.0,72.0,200.0,BGSU,2005,UD,75,,,,Active
Indianapolis Colts,P,John,Misko,,77.0,207.0,Oregon State,1980,UD,75,,,,Active
Jacksonville Jaguars,QB,John,Wolford,9.0,73.0,218.0,Wake,2018,UD,75,,,,Active
Jacksonville Jaguars,QB,Alan,Risher,,74.0,190.0,LSU,1983,UD,75,,,,Active
Jacksonville Jaguars,QB,Scott,Tinsley,,74.0,195.0,USC,1983,UD,75,,,,Active
Jacksonville Jaguars,RB,Priest,Holmes,31.0,69.0,213.0,Texas,1997,UD,75,,,,Active
Jacksonville Jaguars,RB,Rabih,Abdullah,27.0,72.0,235.0,Lehigh,1998,UD,75,,,,Active
Jacksonville Jaguars,RB,Brock,Olivo,26.0,72.0,232.0,Missouri,1998,UD,75,,,,Active
Jacksonville Jaguars,RB,Travis,Reece,,75.0,251.0,Michigan State,1998,UD,75,,,,Active
Jacksonville Jaguars,FB,Major,Everett,,70.0,215.0,Mississippi College,1983,UD,75,,,,Active
Jacksonville Jaguars,WR,Kendrick,Bourne,84.0,73.0,205.0,Eastern Washington,2017,UD,75,,,,Active
Jacksonville Jaguars,WR,Keelan,Cole Sr,,,,Kentucky Wesleyan,2017,UD,75,,,,Active
Jacksonville Jaguars,WR,River,Cracraft,85.0,,,Washington St.,2017,UD,75,,,,Active
Jacksonville Jaguars,WR,Lance,Lenoir,14.0,72.0,208.0,Western Illinois,2017,UD,75,,,,Active
Jacksonville Jaguars,WR,Keith,Kirkwood,18.0,75.0,210.0,Temple,2018,UD,75,,,,Active
Jacksonville Jaguars,WR,Allen,Lazard,13.0,77.0,227.0,ISU,2018,UD,75,,,,Active
Jacksonville Jaguars,TE,Joe,Caravello,,,,Tulane,1986,UD,75,,,,Active
Jacksonville Jaguars,TE,Nikola,Kalinic,83.0,76.0,248.0,York,2019,UD,75,,,,Active
Jacksonville Jaguars,TE,Sean,McGrath,84.0,77.0,259.0,Henderson State,2012,UD,75,,,,Active
Jacksonville Jaguars,C,Eric,Coyle,,75.0,260.0,Colorado,1987,UD,75,,,,Active
Jacksonville Jaguars,C,Nick,Sundberg,57.0,,,Cal,2009,UD,75,,,,Active
Jacksonville Jaguars,DT,Tershawn,Wharton,98.0,73.0,280.0,Missouri S&T,2020,UD,75,,,,Active
Jacksonville Jaguars,DT,Teair,Tart,93.0,74.0,315.0,FIU,2020,UD,75,,,,Active
Jacksonville Jaguars,DT,Malcolm,Roach,97.0,75.0,290.0,Texas,2020,UD,75,,,,Active
Jacksonville Jaguars,DT,Benning,Potoa'e,79.0,75.0,290.0,Washington,2020,UD,75,,,,Active
Jacksonville Jaguars,LB,Steve,Hyche,,,,West Alabama,1989,UD,75,,,,Active
Jacksonville Jaguars,LB,Matt,Jaworski,,,,Colgate,1989,UD,75,,,,Active
Jacksonville Jaguars,LB,Tracy,Simien,,73.0,250.0,TCU,1989,UD,75,,,,Active
Jacksonville Jaguars,LB,Rod,Stephens,,,,Georgia Tech,1989,UD,75,,,,Active
Jacksonville Jaguars,LB,Kenny,Tippins,,,,Middle Tennessee,1989,UD,75,,,,Active
Jacksonville Jaguars,LB,Bobby,Abrams,,,,Michigan,1990,UD,75,,,,Active
Jacksonville Jaguars,CB,Corey,Chamblin,,70.0,188.0,Tennessee Tech,1999,UD,75,,,,Active
Jacksonville Jaguars,CB,Arthur,Maulet,23.0,69.0,190.0,Memphis,2017,UD,75,,,,Active
Jacksonville Jaguars,CB,Essang,Bassey,34.0,70.0,190.0,Wake,2020,UD,75,,,,Active
Jacksonville Jaguars,CB,Justin,Hardee,34.0,73.0,200.0,Illinois,2017,UD,75,,,,Active
Jacksonville Jaguars,CB,Ricky,Atkinson,,,,Southern Connecticut State,1987,UD,75,,,,Active
Jacksonville Jaguars,K,Matt,Prater,5.0,,,UCF,2006,UD,75,,,,Active
Jacksonville Jaguars,P,Mike,Garrett,,,,Georgia,1980,UD,75,,,,Active
Kansas City Chiefs,QB,Tim,Boyle,8.0,,,Eastern Kentucky,2018,UD,75,,,,Active
Kansas City Chiefs,QB,Brian,Hoyer,2.0,74.0,216.0,MSU,2009,UD,75,,,,Active
Kansas City Chiefs,QB,Scott,Tolzien,16.0,74.0,215.0,Wisconsin,2011,UD,75,,,,Active
Kansas City Chiefs,RB,Marlon,Barnes,32.0,69.0,215.0,Colorado,1999,UD,75,,,,Active
Kansas City Chiefs,RB,Aaron,Stecker,27.0,70.0,213.0,Western Illinois,1999,UD,75,,,,Active
Kansas City Chiefs,RB,Jason,Brookins,44.0,72.0,235.0,Lane,2000,UD,75,,,,Active
Kansas City Chiefs,RB,Troy,Hambrick,42.0,73.0,233.0,Savannah State,2000,UD,75,,,,Active
Kansas City Chiefs,FB,Joe,Kowalewski,40.0,,,Syracuse,2006,UD,75,,,,Active
Kansas City Chiefs,WR,Chester,Rogers,80.0,72.0,184.0,Grambling St.,2016,UD,75,,,,Active
Kansas City Chiefs,WR,Zach,Pascal,14.0,,,Old Dominion,2017,UD,75,,,,Active
Kansas City Chiefs,WR,Tim,Patrick,81.0,,,Utah,2017,UD,75,,,,Active
Kansas City Chiefs,WR,Kermit,Whitfield,17.0,,,Florida St.,2017,UD,75,,,,Active
Kansas City Chiefs,WR,Paul,McRoberts,8.0,74.0,197.0,SE Missouri St.,2016,UD,75,,,,Active
Kansas City Chiefs,WR,Jaydon,Mickens,85.0,71.0,170.0,Washington,2016,UD,75,,,,Active
Kansas City Chiefs,TE,Todd,Frain,,74.0,240.0,Nebraska,1986,UD,75,,,,Active
Kansas City Chiefs,TE,Joseph,Fauria,80.0,79.0,267.0,UCLA,2013,UD,75,,,,Active
Kansas City Chiefs,TE,MarQueis,Gray,48.0,76.0,260.0,Minnesota,2013,UD,75,,,,Active
Kansas City Chiefs,C,Ethan,Pocic,77.0,78.0,320.0,LSU,2017,58,75,0.0,0.0,False,Active
Kansas City Chiefs,C,Tyler,Biadasz,63.0,76.0,316.0,Wisconsin,2020,146,75,1.0,0.0,False,Active
Kansas City Chiefs,DT,Jeremiah,Pharms Jr,,,,Friends,2020,UD,75,,,,Active
Kansas City Chiefs,DT,Kurt,Taufa'asau,,74.0,300.0,Wyoming,2013,UD,75,,,,Active
Kansas City Chiefs,DT,Will,Tukuafu,46.0,,,Oregon,2010,UD,75,,,,Active
Kansas City Chiefs,DT,Mitch,Unrein,96.0,,,Wyoming,2010,UD,75,,,,Active
Kansas City Chiefs,LB,Eldonta,Osborne,,72.0,226.0,Louisiana Tech,1990,UD,75,,,,Active
Kansas City Chiefs,LB,Matt,Vanderbeek,,,,Michigan State,1990,UD,75,,,,Active
Kansas City Chiefs,LB,George,Koonce,53.0,73.0,245.0,East Carolina,1991,UD,75,,,,Active
Kansas City Chiefs,LB,Lonnie,Marts,58.0,74.0,250.0,Tulane,1991,UD,75,,,,Active
Kansas City Chiefs,LB,John,Derby,,72.0,232.0,Iowa,1992,UD,75,,,,Active
Kansas City Chiefs,LB,John,Kacherski,,74.0,232.0,Ohio State,1992,UD,75,,,,Active
Kansas City Chiefs,CB,Kelly,Herndon,31.0,70.0,180.0,Toledo,1999,UD,75,,,,Active
Kansas City Chiefs,CB,Josh,Hawkins,28.0,,,ECU,2016,UD,75,,,,Active
Kansas City Chiefs,CB,Brian,Poole,34.0,70.0,213.0,Florida,2016,UD,75,,,,Active
Kansas City Chiefs,CB,Duffy,Cobbs,,,,Penn State,1987,UD,75,,,,Active
Kansas City Chiefs,CB,David,Etherly,,73.0,190.0,Portland State,1987,UD,75,,,,Active
Kansas City Chiefs,K,Kai,Forbath,2.0,71.0,197.0,UCLA,2011,UD,75,,,,Active
Kansas City Chiefs,P,Mark,Royals,3.0,77.0,225.0,Appalachian State,1986,UD,75,,,,Active
Las Vegas Raiders,QB,Jack,Del Rio,,76.0,246.0,Florida,2017,UD,75,,,,Active
Las Vegas Raiders,QB,David,Archer,,74.0,200.0,Iowa State,1984,UD,75,,,,Active
Las Vegas Raiders,QB,Dayne,Crist,,,,Kansas,2013,UD,75,,,,Active
Las Vegas Raiders,RB,Kevin,McDougal,43.0,71.0,203.0,Colorado State,2000,UD,75,,,,Active
Las Vegas Raiders,RB,Rod,Smart,32.0,,,Western Kentucky,2000,UD,75,,,,Active
Las Vegas Raiders,RB,Aveion,Cason,36.0,70.0,204.0,Illinois State,2001,UD,75,,,,Active
Las Vegas Raiders,RB,Carl,Fair,42.0,73.0,219.0,UAB,2001,UD,75,,,,Active
Las Vegas Raiders,FB,Zak,Keasey,45.0,,,Princeton,2005,UD,75,,,,Active
Las Vegas Raiders,WR,Chosen,Anderson,,,,Temple,2016,UD,75,,,,Active
Las Vegas Raiders,WR,Alex,Erickson,12.0,72.0,195.0,Wisconsin,2016,UD,75,,,,Active
Las Vegas Raiders,WR,LJ,Knisely,,,,Akron,2016,UD,75,,,,Active
Las Vegas Raiders,WR,Jalin,Marshall,89.0,70.0,200.0,Bucks,2016,UD,75,,,,Active
Las Vegas Raiders,WR,J.D.,McKissic,41.0,,,Arkansas St.,2016,UD,75,,,,Active
Las Vegas Raiders,WR,Kalif,Raymond,11.0,68.0,180.0,Holy Cross,2016,UD,75,,,,Active
Las Vegas Raiders,TE,Ryan,Becker,80.0,77.0,248.0,SMU,2020,UD,75,,,,Active
Las Vegas Raiders,TE,Lawrence,Cager,83.0,77.0,220.0,Georgia,2020,UD,75,,,,Active
Las Vegas Raiders,TE,Parker,Houston,,,,SDSt,2020,UD,75,,,,Active
Las Vegas Raiders,C,Fernando,Velasco,61.0,76.0,310.0,Georgia,2008,UD,75,,,,Active
Las Vegas Raiders,C,Matt,Orzech,42.0,,,Azusa Pacific,2019,UD,75,,,,Active
Las Vegas Raiders,DT,Albert,Huggins,95.0,75.0,305.0,Clemson,2019,UD,75,,,,Active
Las Vegas Raiders,DT,Sebastian,Joseph-Day,69.0,76.0,310.0,Rutgers,2018,195,75,0.0,0.0,False,Active
Las Vegas Raiders,DT,Joel,Heath,93.0,78.0,302.0,MSU,2016,UD,75,,,,Active
Las Vegas Raiders,DT,Michael,Pierce,58.0,72.0,355.0,Samford,2016,UD,75,,,,Active
Las Vegas Raiders,LB,Ed,Sutter,,,,Northwestern,1992,UD,75,,,,Active
Las Vegas Raiders,CB,Tim,Gordon,,,,Tulsa,1987,UD,75,,,,Active
Las Vegas Raiders,CB,David,Hollis,,71.0,175.0,UNLV,1987,UD,75,,,,Active
Las Vegas Raiders,CB,Aaron,Manning,,70.0,178.0,Iowa State,1987,UD,75,,,,Active
Las Vegas Raiders,CB,Bruce,McCray,,69.0,181.0,Western Illinois,1987,UD,75,,,,Active
Las Vegas Raiders,CB,Junior,Thurman,,,,USC,1987,UD,75,,,,Active
Las Vegas Raiders,K,Justin,Tucker,9.0,73.0,191.0,Texas,2012,UD,75,,,,Active
Las Vegas Raiders,P,Kelly,Goodburn,,74.0,195.0,Emporia State,1985,UD,75,,,,Active
Los Angeles Chargers,QB,Gardner Minshew,II,,,,Washington St.,2019,178,75,1.0,0.0,False,Active
Los Angeles Chargers,QB,Brett,Rypien,4.0,74.0,210.0,Boise St.,2019,UD,75,,,,Active
Los Angeles Chargers,QB,Devlin,Hodges,6.0,73.0,210.0,Samford,2019,UD,75,,,,Active
Los Angeles Chargers,RB,James,Fenderson,27.0,69.0,200.0,Hawaii,2001,UD,75,,,,Active
Los Angeles Chargers,RB,Benjamin,Gay,34.0,73.0,227.0,Garden City CC,2001,UD,75,,,,Active
Los Angeles Chargers,RB,Delvin,Joyce,33.0,67.0,195.0,James Madison,2001,UD,75,,,,Active
Los Angeles Chargers,RB,Wes,Ours,40.0,,,West Virginia,2001,UD,75,,,,Active
Los Angeles Chargers,FB,Gabe,Nabers,40.0,75.0,235.0,FSU,2020,UD,75,,,,Active
Los Angeles Chargers,WR,Kristian,Wilkerson,17.0,73.0,214.0,SE Miss St.,2020,UD,75,,,,Active
Los Angeles Chargers,WR,Michael,Bandy,83.0,70.0,190.0,San Diego,2020,UD,75,,,,Active
Los Angeles Chargers,WR,Chad,Beebe,12.0,70.0,183.0,Northern Illinois,2018,UD,75,,,,Active
Los Angeles Chargers,WR,Robert,Foster,16.0,74.0,196.0,Bama,2018,UD,75,,,,Active
Los Angeles Chargers,WR,KhaDarel,Hodge,12.0,74.0,210.0,Prairie View A&M,2018,UD,75,,,,Active
Los Angeles Chargers,WR,JoJo,Natson,19.0,,,Akron,2017,UD,75,,,,Active
Los Angeles Chargers,TE,Dominick,Wood-Anderson,,,,Tennessee,2020,UD,75,,,,Active
Los Angeles Chargers,TE,Brandon,Bostick,86.0,75.0,250.0,Newberry,2012,UD,75,,,,Active
Los Angeles Chargers,TE,Aaron,Brewer,46.0,77.0,232.0,SDSt.,2012,UD,75,,,,Active
Los Angeles Chargers,C,Lyle,Sendlein,63.0,75.0,308.0,Texas,2007,UD,75,,,,Active
Los Angeles Chargers,C,Sam,Mustipher,67.0,74.0,332.0,ND,2019,UD,75,,,,Active
Los Angeles Chargers,DT,Michael,Hoecht,97.0,76.0,267.0,Brown,2020,UD,75,,,,Active
Los Angeles Chargers,DT,Lee,Autry,63.0,74.0,305.0,Miss St.,2020,UD,75,,,,Active
Los Angeles Chargers,DT,Jamie,Meder,98.0,,,Ashland,2014,UD,75,,,,Active
Los Angeles Chargers,DT,Shy,Tuttle,99.0,,,Tennessee,2019,UD,75,,,,Active
Los Angeles Chargers,CB,Jimmy,Wyrick,27.0,69.0,176.0,Minnesota,2000,UD,75,,,,Active
Los Angeles Chargers,CB,Louchiez,Purifoy,,,,Florida,2014,UD,75,,,,Active
Los Angeles Chargers,CB,Grayland,Arnold,35.0,70.0,187.0,Baylor,2020,UD,75,,,,Active
Los Angeles Chargers,CB,Brandon,Facyson,31.0,74.0,197.0,V Tech,2018,UD,75,,,,Active
Los Angeles Chargers,CB,Greg,Williamson,,,,Fresno State,1987,UD,75,,,,Active
Los Angeles Chargers,K,Brandon,McManus,8.0,75.0,201.0,Temple,2013,UD,75,,,,Active
Los Angeles Chargers,P,Buzz,Sawyer,,,,Baylor,1986,UD,75,,,,Active
Los Angeles Rams,QB,David,Blough,10.0,73.0,207.0,Purdue,2019,UD,75,,,,Active
Los Angeles Rams,QB,Matt,Simms,4.0,,,Tennessee,2012,UD,75,,,,Active
Los Angeles Rams,QB,Jake,Browning,6.0,74.0,210.0,Washington,2019,UD,75,,,,Active
Los Angeles Rams,RB,Jamal,Robertson,25.0,70.0,210.0,Ohio Northern,2001,UD,75,,,,Active
Los Angeles Rams,RB,Marcel,Shipp,31.0,71.0,224.0,UMass,2001,UD,75,,,,Active
Los Angeles Rams,RB,Jesse,Chatman,24.0,68.0,225.0,Eastern Washington,2002,UD,75,,,,Active
Los Angeles Rams,RB,Woodrow,Dantzler,29.0,70.0,209.0,Clemson,2002,UD,75,,,,Active
Los Angeles Rams,FB,Spencer,Nigh,,,,Auburn,2020,UD,75,,,,Active
Los Angeles Rams,WR,Geronimo,Allison,81.0,75.0,202.0,Illinois,2016,UD,75,,,,Active
Los Angeles Rams,WR,Alex,Bachman,81.0,72.0,190.0,Wake,2019,UD,75,,,,Active
Los Angeles Rams,WR,Sterling,Shepard,87.0,70.0,194.0,Oklahoma,2016,40,75,0.0,0.0,False,Active
Los Angeles Rams,WR,Greg,Dortch,83.0,67.0,180.0,Wake,2019,UD,75,,,,Active
Los Angeles Rams,WR,Darius,Jennings,15.0,70.0,180.0,Virginia,2015,UD,75,,,,Active
Los Angeles Rams,WR,Adam,Thielen,19.0,74.0,200.0,Minnesota St.,2013,UD,75,,,,Active
Los Angeles Rams,TE,David,Little,,74.0,240.0,Middle Tennessee State,1984,UD,75,,,,Active
Los Angeles Rams,TE,John,Madsen,85.0,77.0,240.0,Utah,2006,UD,75,,,,Active
Los Angeles Rams,TE,John,Denney,92.0,77.0,242.0,BYU,2005,UD,75,,,,Active
Los Angeles Rams,C,Shawn,Regent,,77.0,280.0,Boston College,1986,UD,75,,,,Active
Los Angeles Rams,C,Jacob,Bobenmoyer,46.0,72.0,235.0,Northern Colorado,2019,UD,75,,,,Active
Los Angeles Rams,DT,Zach,Kerr,92.0,,,Delaware,2014,UD,75,,,,Active
Los Angeles Rams,DT,Mike,Pennel,64.0,,,CSU Pueblo,2014,UD,75,,,,Active
Los Angeles Rams,DT,Kelcy,Quarles,64.0,76.0,310.0,SC,2014,UD,75,,,,Active
Los Angeles Rams,DT,Kerry,Hyder Jr,,,,TTech,2014,UD,75,,,,Active
Los Angeles Rams,CB,Daryon,Brutley,31.0,72.0,185.0,Northern Iowa,2002,UD,75,,,,Active
Los Angeles Rams,CB,Bobby,McCain,28.0,69.0,196.0,Memphis,2015,145,75,0.0,0.0,False,Active
Los Angeles Rams,CB,Howard,Feggins,,70.0,190.0,North Carolina,1988,UD,75,,,,Active
Los Angeles Rams,CB,Brian,Allred,,70.0,175.0,Sacramento State,1992,UD,75,,,,Active
Los Angeles Rams,CB,Matthew,Dorsett,,71.0,190.0,Southern,1995,UD,75,,,,Active
Los Angeles Rams,K,Graham,Gano,9.0,74.0,202.0,FSU,2009,UD,75,,,,Active
